Material	Upstream Material	Zone	Year	Intensity [upstream/unit]
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WEC_CALN	2030	-3.0908357
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WEC_SDGE	2030	-0.0484362
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC_SF	2030	-1.2443077
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC_IID	2030	-1.7981999
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WEC_LADW	2030	-2.5884481
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC_MT	2030	-0.2097716
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC_ID	2030	-2.378679
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC_WY	2030	-0.0689823
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC_CO	2035	0.00023656
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC_UT	2035	0.00024901
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC_NM	2035	-6.41E-06
Electricity (Industrial) [kWh]	VOC [tonne]	WECC_SNV	2035	2.41E-08
Electricity (Industrial) [kWh]	CO [tonne]	WECC_PNW	2035	7.92E-08
Electricity (Industrial) [kWh]	NOx [tonne]	WECC_AZ	2035	1.01E-07
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC_NNV	2035	2.51E-08
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC_SCE	2035	7.63E-09
Electricity (Industrial) [kWh]	SOx [tonne]	WEC_CALN	2035	3.03E-07
Electricity (Industrial) [kWh]	CH4 [tonne]	WEC_SDGE	2035	4.54E-07
Electricity (Industrial) [kWh]	N2O [tonne]	WECC_SF	2035	3.70E-09
Electricity (Industrial) [kWh]	BC [tonne]	WECC_IID	2035	7.39E-10
Electricity (Industrial) [kWh]	POC [tonne]	WEC_LADW	2035	1.85E-09
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC_MT	2035	0.00025883
Electricity (Industrial) [kWh]	Water Total [gal]	WECC_ID	2035	-1.4842463
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC_WY	2035	-3.0112644
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC_CO	2035	-0.0472396
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC_UT	2035	-1.2412857
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC_NM	2035	-1.7227496
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC_SNV	2035	-2.6179055
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC_PNW	2035	-0.2061244
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC_AZ	2035	-2.4117981
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC_NNV	2035	-0.0689779
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC_SCE	2045	0.00023251
Electricity (Industrial) [kWh]	CO2 [tonne]	WEC_CALN	2045	0.00024574
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WEC_SDGE	2045	-6.41E-06
Electricity (Industrial) [kWh]	VOC [tonne]	WECC_SF	2045	2.41E-08
Electricity (Industrial) [kWh]	CO [tonne]	WECC_IID	2045	8.13E-08
Electricity (Industrial) [kWh]	NOx [tonne]	WEC_LADW	2045	9.99E-08
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC_MT	2045	2.44E-08
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC_ID	2045	7.52E-09
Electricity (Industrial) [kWh]	SOx [tonne]	WECC_WY	2045	2.90E-07
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC_CO	2045	4.54E-07
Electricity (Industrial) [kWh]	N2O [tonne]	WECC_UT	2045	3.63E-09
Electricity (Industrial) [kWh]	BC [tonne]	WECC_NM	2045	7.46E-10
Electricity (Industrial) [kWh]	POC [tonne]	WECC_SNV	2045	1.86E-09
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC_PNW	2045	0.0002555
Electricity (Industrial) [kWh]	Water Total [gal]	WECC_AZ	2045	-1.4399438
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC_NNV	2045	-2.9930726
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC_SCE	2045	-0.0451543
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WEC_CALN	2045	-1.3039813
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WEC_SDGE	2045	-1.6439916
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC_SF	2045	-2.6155452
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC_IID	2045	-0.2012904
Electricity (Industrial) [kWh]	Renewable [MJ]	WEC_LADW	2045	-2.4142662
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC_MT	2045	-0.0689919
Electricity (Industrial) [kWh]	CO2 Total [tonne]	WECC_ID	2050	0.00023465
Electricity (Industrial) [kWh]	CO2 [tonne]	WECC_WY	2050	0.00024891
Electricity (Industrial) [kWh]	CO2_Biogenic [tonne]	WECC_CO	2050	-7.10E-06
Electricity (Industrial) [kWh]	VOC [tonne]	WECC_UT	2050	2.50E-08
Electricity (Industrial) [kWh]	CO [tonne]	WECC_NM	2050	8.84E-08
Electricity (Industrial) [kWh]	NOx [tonne]	WECC_SNV	2050	1.05E-07
Electricity (Industrial) [kWh]	PM10 [tonne]	WECC_PNW	2050	2.48E-08
Electricity (Industrial) [kWh]	PM2.5 [tonne]	WECC_AZ	2050	7.81E-09
Electricity (Industrial) [kWh]	SOx [tonne]	WECC_NNV	2050	2.83E-07
Electricity (Industrial) [kWh]	CH4 [tonne]	WECC_SCE	2050	4.67E-07
Electricity (Industrial) [kWh]	N2O [tonne]	WEC_CALN	2050	3.66E-09
Electricity (Industrial) [kWh]	BC [tonne]	WEC_SDGE	2050	8.04E-10
Electricity (Industrial) [kWh]	POC [tonne]	WECC_SF	2050	2.00E-09
Electricity (Industrial) [kWh]	GHG-100 [tonne]	WECC_IID	2050	0.00025842
Electricity (Industrial) [kWh]	Water Total [gal]	WEC_LADW	2050	-1.4244957
Electricity (Industrial) [kWh]	Fossil Fuel [MJ]	WECC_MT	2050	-3.0663041
Electricity (Industrial) [kWh]	Petroleum Fuel [MJ]	WECC_ID	2050	-0.0448782
Electricity (Industrial) [kWh]	Natural Gas Fuel [MJ]	WECC_WY	2050	-1.4294697
Electricity (Industrial) [kWh]	Coal Fuel [MJ]	WECC_CO	2050	-1.5920496
Electricity (Industrial) [kWh]	Non Fossil Fuel [MJ]	WECC_UT	2050	-2.5766906
Electricity (Industrial) [kWh]	Nuclear [MJ]	WECC_NM	2050	-0.163816
Electricity (Industrial) [kWh]	Renewable [MJ]	WECC_SNV	2050	-2.4129044
Electricity (Industrial) [kWh]	Biomass [MJ]	WECC_PNW	2050	-0.0764901
