Network_ID	Year	Period	Hydrogen_Price
TAZ_103	2026	1 Year	2972.07
TAZ_103	2027	1 Year	18.75
TAZ_103	2028	1 Year	4.75
TAZ_103	2029	1 Year	3.96
TAZ_103	2030	1 Year	24.72
TAZ_109	2026	1 Year	13.75
TAZ_109	2027	1 Year	1365.04
TAZ_109	2028	1 Year	4.94
TAZ_109	2029	1 Year	4.57
TAZ_109	2030	1 Year	21.38
TAZ_1192	2026	1 Year	74.23
TAZ_1192	2027	1 Year	34.74
TAZ_1192	2028	1 Year	4.94
TAZ_1192	2029	1 Year	71.58
TAZ_1192	2030	1 Year	187.3
TAZ_1227	2026	1 Year	74.29
TAZ_1227	2027	1 Year	34.74
TAZ_1227	2028	1 Year	4.94
TAZ_1227	2029	1 Year	70.85
TAZ_1227	2030	1 Year	255.91
TAZ_124	2026	1 Year	18946.52
TAZ_124	2027	1 Year	14.22
TAZ_124	2028	1 Year	44.49
TAZ_124	2029	1 Year	3.82
TAZ_124	2030	1 Year	48.79
TAZ_129	2026	1 Year	8061.38
TAZ_129	2027	1 Year	11.95
TAZ_129	2028	1 Year	29.0
TAZ_129	2029	1 Year	3.86
TAZ_129	2030	1 Year	35.83
TAZ_130	2026	1 Year	11.26
TAZ_130	2027	1 Year	8.3
TAZ_130	2028	1 Year	4.72
TAZ_130	2029	1 Year	3.82
TAZ_130	2030	1 Year	32.29
TAZ_1314	2028	1 Year	5.52
TAZ_1314	2029	1 Year	8.17
TAZ_1314	2030	1 Year	27.98
TAZ_1320	2027	1 Year	5.31
TAZ_1320	2028	1 Year	5.23
TAZ_1320	2029	1 Year	13.06
TAZ_1320	2030	1 Year	45.16
TAZ_1341	2030	1 Year	30.27
TAZ_1353	2026	1 Year	1.83
TAZ_1353	2027	1 Year	5.35
TAZ_1353	2028	1 Year	11.76
TAZ_1353	2029	1 Year	8.14
TAZ_1353	2030	1 Year	45.61
TAZ_156	2026	1 Year	15.15
TAZ_156	2027	1 Year	9.55
TAZ_156	2028	1 Year	62.94
TAZ_156	2029	1 Year	4.57
TAZ_156	2030	1 Year	15.4
TAZ_160	2026	1 Year	8446.94
TAZ_160	2027	1 Year	67.93
TAZ_160	2028	1 Year	4.73
TAZ_160	2029	1 Year	3.89
TAZ_160	2030	1 Year	41.29
TAZ_1624	2030	1 Year	15.8
TAZ_164	2026	1 Year	766.89
TAZ_164	2027	1 Year	62.77
TAZ_164	2028	1 Year	19.53
TAZ_164	2029	1 Year	4.49
TAZ_164	2030	1 Year	15.33
TAZ_165	2026	1 Year	293.6
TAZ_165	2027	1 Year	8.66
TAZ_165	2028	1 Year	5.0
TAZ_165	2029	1 Year	3.95
TAZ_165	2030	1 Year	17.48
TAZ_166	2030	1 Year	25.47
TAZ_167	2026	1 Year	14.99
TAZ_167	2027	1 Year	8.31
TAZ_167	2028	1 Year	4.73
TAZ_167	2029	1 Year	3.95
TAZ_167	2030	1 Year	14.51
TAZ_1677	2026	1 Year	1.97
TAZ_1677	2027	1 Year	5.3
TAZ_1677	2028	1 Year	8.86
TAZ_1677	2029	1 Year	14.85
TAZ_1677	2030	1 Year	17.6
TAZ_1686	2030	1 Year	14.95
TAZ_1731	2030	1 Year	28.85
TAZ_1796	2030	1 Year	21.95
TAZ_1892	2026	1 Year	7.78
TAZ_1892	2027	1 Year	9.44
TAZ_1892	2028	1 Year	5.99
TAZ_1892	2029	1 Year	17.32
TAZ_1892	2030	1 Year	32.56
TAZ_1937	2026	1 Year	96.39
TAZ_1937	2027	1 Year	9.15
TAZ_1937	2028	1 Year	8.45
TAZ_1937	2029	1 Year	54.27
TAZ_1937	2030	1 Year	167.43
TAZ_1944	2026	1 Year	1.83
TAZ_1944	2027	1 Year	17.66
TAZ_1944	2028	1 Year	6.41
TAZ_1944	2029	1 Year	15.27
TAZ_1944	2030	1 Year	25.2
TAZ_202	2026	1 Year	622.6
TAZ_202	2027	1 Year	13.05
TAZ_202	2028	1 Year	4.94
TAZ_202	2029	1 Year	4.57
TAZ_202	2030	1 Year	52.1
TAZ_2021	2028	1 Year	4.89
TAZ_2021	2029	1 Year	21.05
TAZ_2021	2030	1 Year	178.54
TAZ_2029	2026	1 Year	11.17
TAZ_2029	2027	1 Year	12.38
TAZ_2029	2028	1 Year	4.9
TAZ_2029	2029	1 Year	3.8
TAZ_2029	2030	1 Year	14.43
TAZ_212	2026	1 Year	81.78
TAZ_212	2027	1 Year	14.18
TAZ_212	2028	1 Year	10.38
TAZ_212	2029	1 Year	38.41
TAZ_212	2030	1 Year	49.23
TAZ_2149	2028	1 Year	5.52
TAZ_2149	2029	1 Year	21.09
TAZ_2149	2030	1 Year	202.08
TAZ_2200	2026	1 Year	1.89
TAZ_2200	2027	1 Year	5.35
TAZ_2200	2028	1 Year	4.94
TAZ_2200	2029	1 Year	9.79
TAZ_2200	2030	1 Year	48.04
TAZ_2234	2026	1 Year	3.22
TAZ_2234	2027	1 Year	6.59
TAZ_2234	2028	1 Year	6.08
TAZ_2234	2029	1 Year	19.8
TAZ_2234	2030	1 Year	17.75
TAZ_228	2026	1 Year	13.8
TAZ_228	2027	1 Year	8.3
TAZ_228	2028	1 Year	4.94
TAZ_228	2029	1 Year	4.57
TAZ_228	2030	1 Year	8066.48
TAZ_2308	2026	1 Year	1.84
TAZ_2308	2027	1 Year	543.85
TAZ_2308	2028	1 Year	13.48
TAZ_2308	2029	1 Year	9.34
TAZ_2308	2030	1 Year	15.94
TAZ_2312	2026	1 Year	22.97
TAZ_2312	2027	1 Year	61.34
TAZ_2312	2028	1 Year	24.49
TAZ_2312	2029	1 Year	157.12
TAZ_2312	2030	1 Year	91.57
TAZ_2313	2026	1 Year	1.83
TAZ_2313	2027	1 Year	57.76
TAZ_2313	2028	1 Year	6.41
TAZ_2313	2029	1 Year	8.17
TAZ_2313	2030	1 Year	32.3
TAZ_2479	2026	1 Year	821.49
TAZ_2479	2027	1 Year	8.31
TAZ_2479	2028	1 Year	4.95
TAZ_2479	2029	1 Year	3.67
TAZ_2479	2030	1 Year	19.45
TAZ_2509	2026	1 Year	95.01
TAZ_2509	2027	1 Year	85.97
TAZ_2509	2028	1 Year	526.41
TAZ_2509	2029	1 Year	3.62
TAZ_2509	2030	1 Year	463.99
TAZ_2518	2026	1 Year	3999.66
TAZ_2518	2027	1 Year	8.31
TAZ_2518	2028	1 Year	4.95
TAZ_2518	2029	1 Year	8.17
TAZ_2518	2030	1 Year	27.45
TAZ_2525	2026	1 Year	3.19
TAZ_2525	2027	1 Year	115.32
TAZ_2525	2028	1 Year	6.41
TAZ_2525	2029	1 Year	5.43
TAZ_2525	2030	1 Year	14.47
TAZ_2532	2026	1 Year	2591.88
TAZ_2532	2027	1 Year	8.31
TAZ_2532	2028	1 Year	4.96
TAZ_2532	2029	1 Year	8.17
TAZ_2532	2030	1 Year	23.86
TAZ_2545	2026	1 Year	569.76
TAZ_2545	2027	1 Year	57.76
TAZ_2545	2028	1 Year	17.13
TAZ_2545	2029	1 Year	8.17
TAZ_2545	2030	1 Year	31.11
TAZ_2550	2026	1 Year	51.18
TAZ_2550	2027	1 Year	1129.56
TAZ_2550	2028	1 Year	19.65
TAZ_2550	2029	1 Year	9.34
TAZ_2550	2030	1 Year	22.14
TAZ_2565	2026	1 Year	9423.78
TAZ_2565	2027	1 Year	8.3
TAZ_2565	2028	1 Year	4.9
TAZ_2565	2029	1 Year	9.34
TAZ_2565	2030	1 Year	41.27
TAZ_2606	2026	1 Year	11.1
TAZ_2606	2027	1 Year	8.31
TAZ_2606	2028	1 Year	4.97
TAZ_2606	2029	1 Year	3.65
TAZ_2606	2030	1 Year	32.19
TAZ_262	2026	1 Year	694.24
TAZ_262	2027	1 Year	65.96
TAZ_262	2028	1 Year	34.98
TAZ_262	2029	1 Year	3.8
TAZ_262	2030	1 Year	40.56
TAZ_263	2026	1 Year	168.12
TAZ_263	2027	1 Year	8.3
TAZ_263	2028	1 Year	4.77
TAZ_263	2029	1 Year	4.57
TAZ_263	2030	1 Year	15.04
TAZ_273	2026	1 Year	1436.53
TAZ_273	2027	1 Year	124.8
TAZ_273	2028	1 Year	4.76
TAZ_273	2029	1 Year	3.82
TAZ_273	2030	1 Year	26.04
TAZ_2739	2026	1 Year	1448.17
TAZ_2739	2027	1 Year	8.31
TAZ_2739	2028	1 Year	9.7
TAZ_2739	2029	1 Year	4.57
TAZ_2739	2030	1 Year	23.18
TAZ_2744	2026	1 Year	1874.43
TAZ_2744	2027	1 Year	8.31
TAZ_2744	2028	1 Year	4.98
TAZ_2744	2029	1 Year	3.62
TAZ_2744	2030	1 Year	23.18
TAZ_277	2026	1 Year	2185.3
TAZ_277	2027	1 Year	13.05
TAZ_277	2028	1 Year	4.94
TAZ_277	2029	1 Year	4.57
TAZ_277	2030	1 Year	32.02
TAZ_2795	2026	1 Year	2.99
TAZ_2795	2027	1 Year	32.13
TAZ_2795	2028	1 Year	7.01
TAZ_2795	2029	1 Year	11.25
TAZ_2795	2030	1 Year	21.14
TAZ_2798	2026	1 Year	155.51
TAZ_2798	2027	1 Year	1569.52
TAZ_2798	2028	1 Year	23.98
TAZ_2798	2029	1 Year	4.57
TAZ_2798	2030	1 Year	20.67
TAZ_281	2026	1 Year	809.62
TAZ_281	2027	1 Year	50.35
TAZ_281	2028	1 Year	64.55
TAZ_281	2029	1 Year	225.11
TAZ_281	2030	1 Year	258.67
TAZ_2822	2026	1 Year	2.52
TAZ_2822	2027	1 Year	59.55
TAZ_2822	2028	1 Year	6.02
TAZ_2822	2029	1 Year	4.57
TAZ_2822	2030	1 Year	15.02
