Network ID	Year	Period	Fueling-Station Demand [kg]	Ammonia [kg]	Biofuels [kg]	Methanol [kg]	FT Fuels [kg]	Metals [kg]	Natural Gas Blending [kg]	Seasonal Grid Storage [kg]	Other [kg]
TAZ_531	2025	1 Year	0	0	0	0	0	0	0	0	2839775.802
TAZ_1408	2025	1 Year	0	0	0	0	0	0	0	0	5053362.032
TAZ_2312	2025	1 Year	0	0	0	0	0	0	0	0	2491822.306
TAZ_2947	2025	1 Year	0	0	0	0	0	0	0	0	1142500.37
TAZ_4619	2025	1 Year	0	0	0	0	0	0	0	0	6418481.342
TAZ_6424	2025	1 Year	0	0	0	0	0	0	0	0	4090670.767
TAZ_531	2026	1 Year	0	0	0	0	0	0	0	0	5717219.584
TAZ_1408	2026	1 Year	0	0	0	0	0	0	0	0	15983338.68
TAZ_2312	2026	1 Year	0	0	0	0	0	0	0	0	5636134.858
TAZ_2947	2026	1 Year	0	0	0	0	0	0	0	0	3552773.442
TAZ_4619	2026	1 Year	0	0	0	0	0	0	0	0	15516432.1
TAZ_6424	2026	1 Year	0	0	0	0	0	0	0	0	11355286.63
TAZ_531	2027	1 Year	0	0	0	0	0	0	0	0	8594663.366
TAZ_1408	2027	1 Year	0	0	0	0	0	0	0	0	26913315.32
TAZ_2312	2027	1 Year	0	0	0	0	0	0	0	0	8780447.41
TAZ_2947	2027	1 Year	0	0	0	0	0	0	0	0	5963046.513
TAZ_4619	2027	1 Year	0	0	0	0	0	0	0	0	24614382.86
TAZ_6424	2027	1 Year	0	0	0	0	0	0	0	0	18619902.5
TAZ_531	2028	1 Year	0	0	0	0	0	0	0	0	11472107.15
TAZ_1408	2028	1 Year	0	0	0	0	0	0	0	0	37843291.97
TAZ_2312	2028	1 Year	0	0	0	0	0	0	0	0	11924759.96
TAZ_2947	2028	1 Year	0	0	0	0	0	0	0	0	8373319.584
TAZ_4619	2028	1 Year	0	0	0	0	0	0	0	0	33712333.62
TAZ_6424	2028	1 Year	0	0	0	0	0	0	0	0	25884518.37
TAZ_531	2029	1 Year	0	0	0	0	0	0	0	0	14349550.93
TAZ_1408	2029	1 Year	0	0	0	0	0	0	0	0	48773268.62
TAZ_2312	2029	1 Year	0	0	0	0	0	0	0	0	15069072.51
TAZ_2947	2029	1 Year	0	0	0	0	0	0	0	0	10783592.66
TAZ_4619	2029	1 Year	0	0	0	0	0	0	0	0	42810284.38
TAZ_6424	2029	1 Year	0	0	0	0	0	0	0	0	33149134.24
TAZ_531	2030	1 Year	0	0	0	0	0	0	0	0	17226994.71
TAZ_1408	2030	1 Year	0	0	0	0	0	0	0	0	59703245.26
TAZ_2312	2030	1 Year	0	0	0	0	0	0	0	0	18213385.07
TAZ_2947	2030	1 Year	0	0	0	0	0	0	0	0	13193865.73
TAZ_4619	2030	1 Year	0	0	0	0	0	0	0	0	51908235.15
TAZ_6424	2030	1 Year	0	0	0	0	0	0	0	0	40413750.1
TAZ_531	2031	1 Year	0	0	0	0	0	0	0	0	24280116.53
TAZ_1408	2031	1 Year	0	0	0	0	0	0	0	0	83003102.32
