Network ID	From Node ID	To Node ID	Length [km]	Cost [$]	Cost [$/yr]	Transmission?	Delivery?	Geometry [WKT]
link_4	TAZ_5460	TAZ_5439	13	0	0	True	False	LINESTRING (-117.5032 33.84846, -117.6049 33.92873)
link_5	TAZ_5481	TAZ_5439	26	0	0	True	False	LINESTRING (-117.3307 33.97035, -117.6049 33.92873)
link_6	TAZ_5481	TAZ_5460	21	0	0	True	False	LINESTRING (-117.3307 33.97035, -117.5032 33.84846)
link_7	TAZ_5636	TAZ_5634	37	0	0	True	False	LINESTRING (-116.7643 33.63022, -116.9288 33.93687)
link_8	TAZ_5698	TAZ_5636	28	0	0	True	False	LINESTRING (-116.9748 33.45127, -116.7643 33.63022)
link_9	TAZ_5973	TAZ_5439	34	0	0	True	False	LINESTRING (-117.7227 33.64079, -117.6049 33.92873)
link_10	TAZ_5973	TAZ_5460	31	0	0	True	False	LINESTRING (-117.7227 33.64079, -117.5032 33.84846)
link_11	TAZ_6102	TAZ_6100	41	0	0	True	False	LINESTRING (-116.7042 33.24115, -116.2904 33.11603)
link_14	TAZ_6245	TAZ_6207	16	0	0	True	False	LINESTRING (-117.2071 33.28834, -117.2507 33.14466)
link_16	TAZ_3414	TAZ_3802	65	0	0	True	False	LINESTRING (-119.2948 34.27765, -118.6376 34.05522)
link_21	TAZ_3602	TAZ_3601	24	0	0	True	False	LINESTRING (-117.8637 34.29841, -118.1084 34.23271)
link_23	TAZ_3602	TAZ_5439	47	0	0	True	False	LINESTRING (-117.8637 34.29841, -117.6049 33.92873)
link_27	TAZ_4408	TAZ_3802	13	0	0	True	False	LINESTRING (-118.5005 34.03551, -118.6376 34.05522)
link_32	TAZ_5541	TAZ_5460	46	0	0	True	False	LINESTRING (-117.1626 33.54178, -117.5032 33.84846)
link_33	TAZ_5626	TAZ_5144	49	0	0	True	False	LINESTRING (-116.8006 33.96134, -116.5975 34.36581)
link_34	TAZ_5626	TAZ_5634	12	0	0	True	False	LINESTRING (-116.8006 33.96134, -116.9288 33.93687)
link_35	TAZ_5626	TAZ_5636	37	0	0	True	False	LINESTRING (-116.8006 33.96134, -116.7643 33.63022)
link_36	TAZ_5637	TAZ_5636	18	0	0	True	False	LINESTRING (-116.6658 33.48768, -116.7643 33.63022)
link_37	TAZ_5637	TAZ_5698	29	0	0	True	False	LINESTRING (-116.6658 33.48768, -116.9748 33.45127)
link_38	TAZ_5637	TAZ_6102	28	0	0	True	False	LINESTRING (-116.6658 33.48768, -116.7042 33.24115)
link_39	TAZ_5694	TAZ_5636	40	0	0	True	False	LINESTRING (-116.6106 33.96962, -116.7643 33.63022)
link_40	TAZ_5694	TAZ_5626	18	0	0	True	False	LINESTRING (-116.6106 33.96962, -116.8006 33.96134)
link_42	TAZ_5788	TAZ_5439	18	0	0	True	False	LINESTRING (-117.791 33.87432, -117.6049 33.92873)
link_43	TAZ_5788	TAZ_5973	27	0	0	True	False	LINESTRING (-117.791 33.87432, -117.7227 33.64079)
link_46	TAZ_6037	TAZ_5460	35	0	0	True	False	LINESTRING (-117.6847 33.57579, -117.5032 33.84846)
link_47	TAZ_6037	TAZ_6005	13	0	0	True	False	LINESTRING (-117.6847 33.57579, -117.6597 33.45817)
link_48	TAZ_6099	TAZ_6100	44	0	0	True	False	LINESTRING (-116.3354 33.51066, -116.2904 33.11603)
link_49	TAZ_6099	TAZ_6102	46	0	0	True	False	LINESTRING (-116.3354 33.51066, -116.7042 33.24115)
link_50	TAZ_6099	TAZ_5637	31	0	0	True	False	LINESTRING (-116.3354 33.51066, -116.6658 33.48768)
link_51	TAZ_6106	TAZ_6102	23	0	0	True	False	LINESTRING (-116.7716 33.03888, -116.7042 33.24115)
link_53	TAZ_6204	TAZ_6207	14	0	0	True	False	LINESTRING (-117.361 33.22354, -117.2507 33.14466)
link_54	TAZ_6204	TAZ_6245	16	0	0	True	False	LINESTRING (-117.361 33.22354, -117.2071 33.28834)
link_55	TAZ_6407	TAZ_6434	3	0	0	True	False	LINESTRING (-117.1096 32.7401, -117.0939 32.71396)
link_61	TAZ_3857	TAZ_3802	16	0	0	True	False	LINESTRING (-118.5356 34.17654, -118.6376 34.05522)
link_64	TAZ_3857	TAZ_4408	16	0	0	True	False	LINESTRING (-118.5356 34.17654, -118.5005 34.03551)
link_65	TAZ_3919	TAZ_3601	8	0	0	True	False	LINESTRING (-118.1935 34.21508, -118.1084 34.23271)
link_68	TAZ_4413	TAZ_4408	1	0	0	True	False	LINESTRING (-118.5006 34.02231, -118.5005 34.03551)
link_70	TAZ_4700	TAZ_4737	6	0	0	True	False	LINESTRING (-118.216 33.83581, -118.1654 33.8006)
link_72	TAZ_5145	TAZ_5144	34	0	0	True	False	LINESTRING (-116.5133 34.06852, -116.5975 34.36581)
link_73	TAZ_5145	TAZ_5626	29	0	0	True	False	LINESTRING (-116.5133 34.06852, -116.8006 33.96134)
link_74	TAZ_5145	TAZ_5694	14	0	0	True	False	LINESTRING (-116.5133 34.06852, -116.6106 33.96962)
link_75	TAZ_5147	TAZ_5144	53	0	0	True	False	LINESTRING (-116.0727 34.17538, -116.5975 34.36581)
link_76	TAZ_5147	TAZ_5145	42	0	0	True	False	LINESTRING (-116.0727 34.17538, -116.5133 34.06852)
link_77	TAZ_5198	TAZ_5144	41	0	0	True	False	LINESTRING (-117.0395 34.33103, -116.5975 34.36581)
link_78	TAZ_5198	TAZ_5634	45	0	0	True	False	LINESTRING (-117.0395 34.33103, -116.9288 33.93687)
link_79	TAZ_5198	TAZ_5626	47	0	0	True	False	LINESTRING (-117.0395 34.33103, -116.8006 33.96134)
link_80	TAZ_5198	TAZ_5114	12	0	0	True	False	LINESTRING (-117.0395 34.33103, -117.1258 34.40641)
link_81	TAZ_5546	TAZ_5460	44	0	0	True	False	LINESTRING (-117.152 33.58639, -117.5032 33.84846)
link_82	TAZ_5546	TAZ_5481	46	0	0	True	False	LINESTRING (-117.152 33.58639, -117.3307 33.97035)
link_83	TAZ_5546	TAZ_5636	36	0	0	True	False	LINESTRING (-117.152 33.58639, -116.7643 33.63022)
link_84	TAZ_5546	TAZ_5698	22	0	0	True	False	LINESTRING (-117.152 33.58639, -116.9748 33.45127)
link_85	TAZ_5546	TAZ_5541	5	0	0	True	False	LINESTRING (-117.152 33.58639, -117.1626 33.54178)
link_86	TAZ_5625	TAZ_5634	10	0	0	True	False	LINESTRING (-117.0326 33.90917, -116.9288 33.93687)
link_87	TAZ_5625	TAZ_5636	40	0	0	True	False	LINESTRING (-117.0326 33.90917, -116.7643 33.63022)
link_88	TAZ_5625	TAZ_5546	37	0	0	True	False	LINESTRING (-117.0326 33.90917, -117.152 33.58639)
link_90	TAZ_5853	TAZ_5973	26	0	0	True	False	LINESTRING (-118.0046 33.67043, -117.7227 33.64079)
link_91	TAZ_5853	TAZ_5788	30	0	0	True	False	LINESTRING (-118.0046 33.67043, -117.791 33.87432)
link_92	TAZ_5853	TAZ_5857	8	0	0	True	False	LINESTRING (-118.0046 33.67043, -118.0598 33.72202)
link_94	TAZ_6003	TAZ_5460	47	0	0	True	False	LINESTRING (-117.6302 33.43665, -117.5032 33.84846)
link_95	TAZ_6003	TAZ_6005	4	0	0	True	False	LINESTRING (-117.6302 33.43665, -117.6597 33.45817)
link_96	TAZ_6003	TAZ_5541	45	0	0	True	False	LINESTRING (-117.6302 33.43665, -117.1626 33.54178)
link_97	TAZ_6003	TAZ_6037	16	0	0	True	False	LINESTRING (-117.6302 33.43665, -117.6847 33.57579)
link_98	TAZ_6003	TAZ_6204	34	0	0	True	False	LINESTRING (-117.6302 33.43665, -117.361 33.22354)
link_99	TAZ_6053	TAZ_5460	31	0	0	True	False	LINESTRING (-117.7007 33.62013, -117.5032 33.84846)
link_100	TAZ_6053	TAZ_5973	3	0	0	True	False	LINESTRING (-117.7007 33.62013, -117.7227 33.64079)
link_101	TAZ_6053	TAZ_6037	5	0	0	True	False	LINESTRING (-117.7007 33.62013, -117.6847 33.57579)
link_102	TAZ_6101	TAZ_6100	48	0	0	True	False	LINESTRING (-116.4389 32.70345, -116.2904 33.11603)
link_103	TAZ_6101	TAZ_6133	34	0	0	True	False	LINESTRING (-116.4389 32.70345, -116.7937 32.6694)
link_104	TAZ_6114	TAZ_6102	22	0	0	True	False	LINESTRING (-116.8409 33.08453, -116.7042 33.24115)
link_106	TAZ_6114	TAZ_6106	8	0	0	True	False	LINESTRING (-116.8409 33.08453, -116.7716 33.03888)
link_108	TAZ_6134	TAZ_6133	15	0	0	True	False	LINESTRING (-116.7868 32.80701, -116.7937 32.6694)
link_109	TAZ_6134	TAZ_6545	10	0	0	True	False	LINESTRING (-116.7868 32.80701, -116.8915 32.83053)
link_110	TAZ_6134	TAZ_6101	35	0	0	True	False	LINESTRING (-116.7868 32.80701, -116.4389 32.70345)
link_112	TAZ_6251	TAZ_6245	13	0	0	True	False	LINESTRING (-117.1968 33.40212, -117.2071 33.28834)
link_113	TAZ_6251	TAZ_5541	16	0	0	True	False	LINESTRING (-117.1968 33.40212, -117.1626 33.54178)
link_114	TAZ_6251	TAZ_6204	25	0	0	True	False	LINESTRING (-117.1968 33.40212, -117.361 33.22354)
link_115	TAZ_6251	TAZ_6003	41	0	0	True	False	LINESTRING (-117.1968 33.40212, -117.6302 33.43665)
link_117	TAZ_6273	TAZ_6207	3	0	0	True	False	LINESTRING (-117.245 33.11878, -117.2507 33.14466)
link_118	TAZ_6273	TAZ_6407	44	0	0	True	False	LINESTRING (-117.245 33.11878, -117.1096 32.7401)
link_119	TAZ_6273	TAZ_6114	38	0	0	True	False	LINESTRING (-117.245 33.11878, -116.8409 33.08453)
link_121	TAZ_6508	TAZ_6407	15	0	0	True	False	LINESTRING (-116.9483 32.74586, -117.1096 32.7401)
link_122	TAZ_6609	TAZ_6133	17	0	0	True	False	LINESTRING (-116.9684 32.63744, -116.7937 32.6694)
link_124	TAZ_6609	TAZ_6631	11	0	0	True	False	LINESTRING (-116.9684 32.63744, -117.0823 32.65165)
link_125	TAZ_6668	TAZ_6133	23	0	0	True	False	LINESTRING (-117.019 32.5795, -116.7937 32.6694)
