Technology	Year	Nameplate Capacity [kg/yr]	Production?	Lifetime [yr]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]	Maximum Utilization [kg/kg]	Storage Technology	Storage [kg]
GH2 1000bar Pipeline Compressor	2015	61159.09045	No	15	0.40444526	275496.4327	0	21789.31925	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	67274.99949	No	15	0.419256516	286323.5401	0	22749.62011	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	74002.49944	No	15	0.434036371	297996.5306	0	23780.78047	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	81402.74939	No	15	0.448746415	310582.6125	0	24888.32744	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	89543.02433	No	15	0.463349049	324154.4275	0	26078.23243	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	98497.32676	No	15	0.477807876	338790.4964	0	27356.94754	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	108347.0594	No	15	0.492088062	354575.7009	0	28731.44485	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	119181.7654	No	15	0.506156658	371601.8063	0	30209.2591	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	131099.9419	No	15	0.519982893	389968.0255	0	31798.53376	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	144209.9361	No	15	0.533538406	409781.632	0	33508.07102	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	158630.9297	No	15	0.546797442	431158.6217	0	35347.3858	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	174494.0227	No	15	0.559736995	454224.4308	0	37326.76436	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	191943.425	No	15	0.572336895	479114.7118	0	39457.32766	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	211137.7675	No	15	0.584579852	505976.1749	0	41751.09995	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	232251.5442	No	15	0.596451457	534967.498	0	44221.0831	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	255476.6986	No	15	0.607940131	566260.3129	0	46881.33704	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	281024.3685	No	15	0.619037047	600040.2717	0	49747.06681	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	309126.8053	No	15	0.629736008	636508.2024	0	52834.71682	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	340039.4859	No	15	0.640033311	675881.3595	0	56162.07295	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	374043.4344	No	15	0.649927577	718394.7771	0	59748.37291	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	411447.7779	No	15	0.659419571	764302.7354	0	63614.42595	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	452592.5557	No	15	0.668512008	813880.3451	0	67782.74209	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	497851.8112	No	15	0.677209359	867425.2654	0	72277.67233	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	547636.9924	No	15	0.685517641	925259.5609	0	77125.56017	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	602400.6916	No	15	0.693444224	987731.7117	0	82354.90559	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	662640.7608	No	15	0.700997635	1055218.789	0	87996.54259	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	728904.8369	No	15	0.708187368	1128128.81	0	94083.83115	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	801795.3205	No	15	0.715023708	1206903.278	0	100652.865	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	881974.8526	No	15	0.721517564	1292019.945	0	107742.6962	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	970172.3378	No	15	0.729055904	1383995.785	0	115395.5785	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1115698.189	No	15	0.736143084	1532452.022	0	127732.315	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1227268.007	No	15	0.741539649	1643833.494	0	136977.2389	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1349994.808	No	15	0.746646322	1764217.568	0	146960.361	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1484994.289	No	15	0.751475048	1894339.603	0	157741.7584	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1633493.718	No	15	0.756037633	2034995.291	0	169386.4317	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1796843.09	No	15	0.760345671	2187045.591	0	181964.7077	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	1976527.399	No	15	0.764410488	2351422.045	0	195552.6732	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	2174180.138	No	15	0.768243086	2529132.532	0	210232.6444	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	2391598.152	No	15	0.771854107	2721267.482	0	226093.6734	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	2630757.967	No	15	0.7752538	2929006.572	0	243232.0952	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	2893833.764	No	15	0.778451995	3153625.965	0	261752.1177	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	3183217.141	No	15	0.781458087	3396506.116	0	281766.4587	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	3501538.855	No	15	0.78428102	3659140.198	0	303397.0333	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	3851692.74	No	15	0.786929286	3943143.178	0	326775.6943	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	4236862.014	No	15	0.789410917	4250261.616	0	352045.0315	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	4660548.216	No	15	0.791733491	4582384.219	0	379359.2327	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	5126603.037	No	15	0.793904133	4941553.205	0	408885.0111	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	5639263.341	No	15	0.795929526	5329976.566	0	440802.605	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	6203189.675	No	15	0.797815916	5750041.244	0	475306.8531	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	6823508.643	No	15	0.79956913	6204327.337	0	512608.3534	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	7505859.507	No	15	0.801194583	6695623.364	0	552934.7083	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	8256445.457	No	15	0.802697298	7226942.698	0	596531.8654	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	9082090.003	No	15	0.804081914	7801541.225	0	643665.5576	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	9990299.004	No	15	0.805352712	8422936.32	0	694622.8514	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	10989328.9	No	15	0.80651362	9094927.227	0	749713.8094	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	12088261.79	No	15	0.807568239	9821616.959	0	809273.277	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	13297087.97	No	15	0.808519854	10607435.77	0	873662.7962	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	14626796.77	No	15	0.809371456	11457166.34	0	943272.662	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	16089476.45	No	15	0.810125753	12375970.81	0	1018524.125	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	17698424.09	No	15	0.81078519	13369419.68	0	1099871.751	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	19468266.5	No	15	0.811351967	14443522.84	0	1187805.953	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	21415093.15	No	15	0.811828052	15604762.71	0	1282855.69	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	23556602.47	No	15	0.812215199	16860129.74	0	1385591.368	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	25912262.71	No	15	0.812514964	18217160.31	0	1496627.931	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	28503488.99	No	15	0.812728718	19683977.33	0	1616628.171	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	31353837.88	No	15	0.812857668	21269333.46	0	1746306.251	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	34489221.67	No	15	0.812902864	22982657.32	0	1886431.482	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	37938143.84	No	15	0.81286522	24834102.77	0	2037832.338	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	41731958.22	No	15	0.812745525	26834601.37	0	2201400.733	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	45905154.05	No	15	0.81254446	28995918.33	0	2378096.593	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	50495669.45	No	15	0.812262607	31330712.02	0	2568952.702	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	55545236.4	No	15	0.811900469	33852597.31	0	2775079.874	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	61099760.04	No	15	0.811458477	36576212.82	0	2997672.435	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	67209736.04	No	15	0.810937008	39517292.45	0	3238014.064	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	73930709.64	No	15	0.810336394	42692741.25	0	3497483.977	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	81323780.61	No	15	0.809656938	46120715.96	0	3777563.495	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	89456158.67	No	15	0.808898923	49820710.32	0	4079843.01	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	98401774.54	No	15	0.807852646	53813645.52	0	4406029.358	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	113162040.7	No	15	0.806458784	60245876.13	0	4931435.821	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	130136346.8	No	15	0.804641385	67433799.61	0	5518510.84	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	156163616.2	No	15	0.80232473	78089049.86	0	6388687.782	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	187396339.4	No	15	0.799730258	90389755.24	0	7393134.089	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	224875607.3	No	15	0.796862254	104578606.1	0	8551648.559	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	269850728.8	No	15	0.793726213	120931487.5	0	9886737.85	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	323820874.5	No	15	0.790329042	139761523.3	0	11423946.31	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	388585049.4	No	15	0.786679238	161423538.8	0	13192220.1	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	466302059.3	No	15	0.782787031	186318983.5	0	15224308.66	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	559562471.2	No	15	0.778664482	214901357.4	0	17557207.39	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Compressor	2015	671474965.4	No	15	1	247682192	0	20232645.56	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	54750	No	20	0.40739786	619479.4741	0	63191.8598	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	182500	No	20	0.474665947	1011688.009	0	99908.17685	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	365000	No	20	1.070039325	1405838.04	0	137852.61	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	547500	No	20	0.987876686	2169501.039	0	211245.324	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	730000	No	20	0.772803964	2882596.982	0	277527.7778	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	1095000	No	20	1	3943373.837	0	389096.3153	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	1460000	No	20	0.003520723	1702748.501	0	152575.7117	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	2044000	No	20	0.004695034	1704766.815	0	154377.7944	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	2774000	No	20	0.003857992	1707212.824	0	156763.0075	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	3832500	No	20	0.778738873	1709343.059	0	159156.7767	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	5288850	No	20	0.0035686	2196638.114	0	206866.9415	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2015	8030000	No	20	1	2199913.961	0	208495.1208	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	54750	No	20	0.381827413	540878.083	0	57828.71121	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	182500	No	20	0.455804623	856542.3134	0	88233.747	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	365000	No	20	1.035460388	1174788.498	0	119480.3664	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	547500	No	20	1.060965562	1787702.343	0	179747.4983	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	730000	No	20	0.730813987	2425777.18	0	239436.2395	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	1095000	No	20	1	3262427.44	0	331930.4462	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	1460000	No	20	0.003995732	1500207.133	0	134877.5111	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	2044000	No	20	0.00532754	1502225.448	0	136292.7994	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	2774000	No	20	0.004376943	1504671.457	0	138546.5947	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	3832500	No	20	0.714742875	1506801.692	0	141015.1411	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	5288850	No	20	0.004132107	1896853.016	0	179790.599	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2020	8030000	No	20	1	1900128.862	0	181528.6465	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	54750	No	20	0.346278505	462276.692	0	51693.95551	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	182500	No	20	0.428157384	701396.6175	0	75238.21896	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	365000	No	20	0.983033887	943738.9562	0	99423.08926	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	547500	No	20	1.170819888	1405903.646	0	145824.3386	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	730000	No	20	0.668020808	1968957.377	0	199126.4171	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	1095000	No	20	1	2581481.043	0	270580.1913	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	1460000	No	20	0.004618907	1297665.766	0	117057.6324	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	2044000	No	20	0.006156998	1299684.081	0	118138.6509	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	2774000	No	20	0.005057204	1302130.09	0	120227.4129	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	3832500	No	20	0.628822396	1304260.324	0	122680.7573	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	5288850	No	20	0.004906949	1597067.917	0	152348.9484	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2025	8030000	No	20	1	1600343.764	0	154106.0806	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	54750	No	20	0.33316605	439076.5457	0	50227.07243	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	182500	No	20	0.4176061	655761.1519	0	71891.41241	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	365000	No	20	0.962570067	875906.2946	0	94121.73868	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	547500	No	20	1.214503791	1294070.158	0	136680.5381	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	730000	No	20	0.643644316	1835254.897	0	188242.4746	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	1095000	No	20	1	2382519.861	0	254137.2076	0	0	0	0.8	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	1460000	No	20	0.004838658	1238685.499	0	112101.9807	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	2044000	No	20	0.006449399	1240703.813	0	113044.58	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	2774000	No	20	0.005296933	1243149.822	0	115087.9598	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	3832500	No	20	0.598639614	1245280.057	0	117579.8367	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	5288850	No	20	0.005189257	1510094.741	0	144687.9893	0	0	0	1	No Storage	0.00E+00
GH2 1000bar Pipeline Station (700bar)	2030	8030000	No	20	1	1513370.588	0	146500.807	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Compressor	2015	10000	No	15	0.036247552	141968.8111	0	9732.829364	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	11000	No	15	0.038895859	142460.1276	0	9821.945776	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	12100	No	15	0.041723315	142989.2318	0	9915.327101	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	13310	No	15	0.044740676	143558.983	0	10013.23508	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	14641	No	15	0.047959148	144172.4603	0	10115.9501	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	16105.1	No	15	0.051390368	144832.9803	0	10223.77259	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	17715.61	No	15	0.055046383	145544.1161	0	10337.02464	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	19487.171	No	15	0.058939624	146309.7171	0	10456.05163	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	21435.8881	No	15	0.063082863	147133.9315	0	10581.22405	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	23579.47691	No	15	0.067489172	148021.2301	0	10712.93948	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	25937.4246	No	15	0.072171862	148976.4314	0	10851.62468	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	28531.16706	No	15	0.077144415	150004.7302	0	10997.73788	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	31384.28377	No	15	0.082420405	151111.7268	0	11151.77126	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	34522.71214	No	15	0.088013403	152303.4603	0	11314.2536	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	37974.98336	No	15	0.09393687	153586.4427	0	11485.75318	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	41772.48169	No	15	0.100204036	154967.6977	0	11666.88086	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	45949.72986	No	15	0.106827761	156454.8011	0	11858.2935	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	50544.70285	No	15	0.11382039	158055.9257	0	12060.69756	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	55599.17313	No	15	0.121193582	159779.8887	0	12274.85304	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	61159.09045	No	15	0.128958137	161636.2038	0	12501.57773	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	67274.99949	No	15	0.137123802	163635.1375	0	12741.75184	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	74002.49944	No	15	0.145699072	165787.7693	0	12996.32293	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	81402.74939	No	15	0.15469098	168106.0578	0	13266.31133	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	89543.02433	No	15	0.164104882	170602.9117	0	13552.81592	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	98497.32676	No	15	0.173944242	173292.266	0	13857.02046	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	108347.0594	No	15	0.184210418	176189.166	0	14180.20036	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	119181.7654	No	15	0.194902454	179309.8568	0	14523.73008	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	131099.9419	No	15	0.206016887	182671.8805	0	14889.09108	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	144209.9361	No	15	0.217547572	186294.1819	0	15277.88044	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	158630.9297	No	15	0.229485526	190197.2222	0	15691.82021	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	174494.0227	No	15	0.241818812	194403.1027	0	16132.76746	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
