Material	Upstream Material	Zone	Year	Intensity [upstream/unit]
Electricity (for existing) [kWh]	Renewable [MJ]	WECC-CA	2020	-1.9644362
Electricity (for existing) [kWh]	Biomass [MJ]	WECC-CA	2020	-0.0839208
Electricity (for existing) [kWh]	CO2 Total [tonne]	WECC-CA	2025	0.00011362
Electricity (for existing) [kWh]	CO2 [tonne]	WECC-CA	2025	0.00012701
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2025	-5.70E-006
Electricity (for existing) [kWh]	VOC [tonne]	WECC-CA	2025	1.91E-008
Electricity (for existing) [kWh]	CO [tonne]	WECC-CA	2025	0.0000001
Electricity (for existing) [kWh]	NOx [tonne]	WECC-CA	2025	9.73E-008
Electricity (for existing) [kWh]	PM10 [tonne]	WECC-CA	2025	9.11E-009
Electricity (for existing) [kWh]	PM2.5 [tonne]	WECC-CA	2025	4.80E-009
Electricity (for existing) [kWh]	SOx [tonne]	WECC-CA	2025	2.65E-008
Electricity (for existing) [kWh]	CH4 [tonne]	WECC-CA	2025	3.37E-007
Electricity (for existing) [kWh]	N2O [tonne]	WECC-CA	2025	1.68E-009
Electricity (for existing) [kWh]	BC [tonne]	WECC-CA	2025	7.62E-010
Electricity (for existing) [kWh]	POC [tonne]	WECC-CA	2025	2.00E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	WECC-CA	2025	0.00013269
Electricity (for existing) [kWh]	Water Total [gal]	WECC-CA	2025	-1.0458788
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	WECC-CA	2025	-2.006483
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2025	-0.0092891
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2025	-1.9865352
Electricity (for existing) [kWh]	Coal Fuel [MJ]	WECC-CA	2025	-0.0106377
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2025	-2.8821221
Electricity (for existing) [kWh]	Nuclear [MJ]	WECC-CA	2025	-0.1637515
Electricity (for existing) [kWh]	Renewable [MJ]	WECC-CA	2025	-2.7183983
Electricity (for existing) [kWh]	Biomass [MJ]	WECC-CA	2025	-0.061435
Electricity (for existing) [kWh]	CO2 Total [tonne]	WECC-CA	2030	0.00011391
Electricity (for existing) [kWh]	CO2 [tonne]	WECC-CA	2030	0.0001461
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2030	-2.10E-005
Electricity (for existing) [kWh]	VOC [tonne]	WECC-CA	2030	2.05E-008
Electricity (for existing) [kWh]	CO [tonne]	WECC-CA	2030	1.48E-007
Electricity (for existing) [kWh]	NOx [tonne]	WECC-CA	2030	1.07E-007
Electricity (for existing) [kWh]	PM10 [tonne]	WECC-CA	2030	2.48E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	WECC-CA	2030	9.38E-009
Electricity (for existing) [kWh]	SOx [tonne]	WECC-CA	2030	3.30E-008
Electricity (for existing) [kWh]	CH4 [tonne]	WECC-CA	2030	3.38E-007
Electricity (for existing) [kWh]	N2O [tonne]	WECC-CA	2030	1.87E-009
Electricity (for existing) [kWh]	BC [tonne]	WECC-CA	2030	1.40E-009
Electricity (for existing) [kWh]	POC [tonne]	WECC-CA	2030	3.57E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	WECC-CA	2030	0.00013665
Electricity (for existing) [kWh]	Water Total [gal]	WECC-CA	2030	-1.0732905
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	WECC-CA	2030	-2.0124026
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2030	-0.012668
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2030	-1.9908422
Electricity (for existing) [kWh]	Coal Fuel [MJ]	WECC-CA	2030	-0.0090569
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2030	-3.0007446
Electricity (for existing) [kWh]	Nuclear [MJ]	WECC-CA	2030	-0.0005687
Electricity (for existing) [kWh]	Renewable [MJ]	WECC-CA	2030	-3.0001911
Electricity (for existing) [kWh]	Biomass [MJ]	WECC-CA	2030	-0.2261365
Electricity (for existing) [kWh]	CO2 Total [tonne]	WECC-CA	2035	0.00011039
Electricity (for existing) [kWh]	CO2 [tonne]	WECC-CA	2035	0.00014456
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2035	-2.04E-005
Electricity (for existing) [kWh]	VOC [tonne]	WECC-CA	2035	1.99E-008
Electricity (for existing) [kWh]	CO [tonne]	WECC-CA	2035	1.43E-007
Electricity (for existing) [kWh]	NOx [tonne]	WECC-CA	2035	1.04E-007
Electricity (for existing) [kWh]	PM10 [tonne]	WECC-CA	2035	2.42E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	WECC-CA	2035	9.12E-009
Electricity (for existing) [kWh]	SOx [tonne]	WECC-CA	2035	3.20E-008
Electricity (for existing) [kWh]	CH4 [tonne]	WECC-CA	2035	3.27E-007
Electricity (for existing) [kWh]	N2O [tonne]	WECC-CA	2035	1.81E-009
Electricity (for existing) [kWh]	BC [tonne]	WECC-CA	2035	1.36E-009
Electricity (for existing) [kWh]	POC [tonne]	WECC-CA	2035	3.47E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	WECC-CA	2035	0.0001353
Electricity (for existing) [kWh]	Water Total [gal]	WECC-CA	2035	-1.0727186
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	WECC-CA	2035	-1.9501252
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2035	-0.0122935
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2035	-1.9289904
Electricity (for existing) [kWh]	Coal Fuel [MJ]	WECC-CA	2035	-0.0088683
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2035	-3.0281873
Electricity (for existing) [kWh]	Nuclear [MJ]	WECC-CA	2035	-0.000504
Electricity (for existing) [kWh]	Renewable [MJ]	WECC-CA	2035	-3.0276969
Electricity (for existing) [kWh]	Biomass [MJ]	WECC-CA	2035	-0.2201453
Electricity (for existing) [kWh]	CO2 Total [tonne]	WECC-CA	2045	0.00010857
Electricity (for existing) [kWh]	CO2 [tonne]	WECC-CA	2045	0.00014442
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2045	-1.99E-005
Electricity (for existing) [kWh]	VOC [tonne]	WECC-CA	2045	1.95E-008
Electricity (for existing) [kWh]	CO [tonne]	WECC-CA	2045	1.40E-007
Electricity (for existing) [kWh]	NOx [tonne]	WECC-CA	2045	1.02E-007
Electricity (for existing) [kWh]	PM10 [tonne]	WECC-CA	2045	2.35E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	WECC-CA	2045	8.90E-009
Electricity (for existing) [kWh]	SOx [tonne]	WECC-CA	2045	3.12E-008
Electricity (for existing) [kWh]	CH4 [tonne]	WECC-CA	2045	3.22E-007
Electricity (for existing) [kWh]	N2O [tonne]	WECC-CA	2045	1.78E-009
Electricity (for existing) [kWh]	BC [tonne]	WECC-CA	2045	1.33E-009
Electricity (for existing) [kWh]	POC [tonne]	WECC-CA	2045	3.39E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	WECC-CA	2045	0.00013554
Electricity (for existing) [kWh]	Water Total [gal]	WECC-CA	2045	-1.0765828
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	WECC-CA	2045	-1.9186283
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2045	-0.0120195
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2045	-1.8990783
Electricity (for existing) [kWh]	Coal Fuel [MJ]	WECC-CA	2045	-0.0075929
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2045	-3.0387362
Electricity (for existing) [kWh]	Nuclear [MJ]	WECC-CA	2045	-0.0004233
Electricity (for existing) [kWh]	Renewable [MJ]	WECC-CA	2045	-3.0383242
Electricity (for existing) [kWh]	Biomass [MJ]	WECC-CA	2045	-0.2141613
Electricity (for existing) [kWh]	CO2 Total [tonne]	WECC-CA	2050	0.0001072
Electricity (for existing) [kWh]	CO2 [tonne]	WECC-CA	2050	0.00014385
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	WECC-CA	2050	-1.95E-005
Electricity (for existing) [kWh]	VOC [tonne]	WECC-CA	2050	1.93E-008
Electricity (for existing) [kWh]	CO [tonne]	WECC-CA	2050	1.38E-007
Electricity (for existing) [kWh]	NOx [tonne]	WECC-CA	2050	1.01E-007
Electricity (for existing) [kWh]	PM10 [tonne]	WECC-CA	2050	2.31E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	WECC-CA	2050	8.74E-009
Electricity (for existing) [kWh]	SOx [tonne]	WECC-CA	2050	3.08E-008
Electricity (for existing) [kWh]	CH4 [tonne]	WECC-CA	2050	3.18E-007
Electricity (for existing) [kWh]	N2O [tonne]	WECC-CA	2050	1.75E-009
Electricity (for existing) [kWh]	BC [tonne]	WECC-CA	2050	1.31E-009
Electricity (for existing) [kWh]	POC [tonne]	WECC-CA	2050	3.33E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	WECC-CA	2050	0.00013524
Electricity (for existing) [kWh]	Water Total [gal]	WECC-CA	2050	-1.0793448
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	WECC-CA	2050	-1.8942675
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	WECC-CA	2050	-0.011824
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	WECC-CA	2050	-1.8749319
Electricity (for existing) [kWh]	Coal Fuel [MJ]	WECC-CA	2050	-0.0074804
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	WECC-CA	2050	-3.047696
Electricity (for existing) [kWh]	Nuclear [MJ]	WECC-CA	2050	-0.0003729
Electricity (for existing) [kWh]	Renewable [MJ]	WECC-CA	2050	-3.0473329
Electricity (for existing) [kWh]	Biomass [MJ]	WECC-CA	2050	-0.2096751
Electricity (for existing) [kWh]	CO2 Total [tonne]	TRE	2015	0.00052648
Electricity (for existing) [kWh]	CO2 [tonne]	TRE	2015	0.00052697
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	TRE	2015	-5.06E-007
Electricity (for existing) [kWh]	VOC [tonne]	TRE	2015	6.33E-008
Electricity (for existing) [kWh]	CO [tonne]	TRE	2015	2.03E-007
Electricity (for existing) [kWh]	NOx [tonne]	TRE	2015	3.70E-007
Electricity (for existing) [kWh]	PM10 [tonne]	TRE	2015	5.07E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	TRE	2015	2.47E-008
Electricity (for existing) [kWh]	SOx [tonne]	TRE	2015	7.87E-007
Electricity (for existing) [kWh]	CH4 [tonne]	TRE	2015	1.13E-006
Electricity (for existing) [kWh]	N2O [tonne]	TRE	2015	8.00E-009
Electricity (for existing) [kWh]	BC [tonne]	TRE	2015	2.19E-009
Electricity (for existing) [kWh]	POC [tonne]	TRE	2015	5.23E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	TRE	2015	0.00056831
Electricity (for existing) [kWh]	Water Total [gal]	TRE	2015	-0.3103214
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	TRE	2015	-7.2190517
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	TRE	2015	-0.0677098
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	TRE	2015	-4.1568761
Electricity (for existing) [kWh]	Coal Fuel [MJ]	TRE	2015	-3.05185
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	TRE	2015	-0.8561662
Electricity (for existing) [kWh]	Nuclear [MJ]	TRE	2015	-0.4402502
Electricity (for existing) [kWh]	Renewable [MJ]	TRE	2015	-0.4158775
Electricity (for existing) [kWh]	Biomass [MJ]	TRE	2015	-0.0054358
Electricity (for existing) [kWh]	CO2 Total [tonne]	TRE	2020	0.00046306
Electricity (for existing) [kWh]	CO2 [tonne]	TRE	2020	0.00046334
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	TRE	2020	-2.89E-007
Electricity (for existing) [kWh]	VOC [tonne]	TRE	2020	5.32E-008
Electricity (for existing) [kWh]	CO [tonne]	TRE	2020	1.68E-007
Electricity (for existing) [kWh]	NOx [tonne]	TRE	2020	2.40E-007
Electricity (for existing) [kWh]	PM10 [tonne]	TRE	2020	3.17E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	TRE	2020	1.19E-008
Electricity (for existing) [kWh]	SOx [tonne]	TRE	2020	4.77E-007
Electricity (for existing) [kWh]	CH4 [tonne]	TRE	2020	9.99E-007
Electricity (for existing) [kWh]	N2O [tonne]	TRE	2020	7.00E-009
Electricity (for existing) [kWh]	BC [tonne]	TRE	2020	1.23E-009
Electricity (for existing) [kWh]	POC [tonne]	TRE	2020	3.57E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	TRE	2020	0.00049799
Electricity (for existing) [kWh]	Water Total [gal]	TRE	2020	-0.2795612
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	TRE	2020	-6.4120549
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	TRE	2020	-0.0672609
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	TRE	2020	-3.7166524
Electricity (for existing) [kWh]	Coal Fuel [MJ]	TRE	2020	-2.6284457
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	TRE	2020	-0.9694675
Electricity (for existing) [kWh]	Nuclear [MJ]	TRE	2020	-0.4210651
Electricity (for existing) [kWh]	Renewable [MJ]	TRE	2020	-0.5483758
Electricity (for existing) [kWh]	Biomass [MJ]	TRE	2020	-0.0031173
Electricity (for existing) [kWh]	CO2 Total [tonne]	TRE	2025	0.00042925
Electricity (for existing) [kWh]	CO2 [tonne]	TRE	2025	0.00042967
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	TRE	2025	-4.30E-007
Electricity (for existing) [kWh]	VOC [tonne]	TRE	2025	4.98E-008
Electricity (for existing) [kWh]	CO [tonne]	TRE	2025	1.61E-007
Electricity (for existing) [kWh]	NOx [tonne]	TRE	2025	2.22E-007
Electricity (for existing) [kWh]	PM10 [tonne]	TRE	2025	2.88E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	TRE	2025	1.10E-008
Electricity (for existing) [kWh]	SOx [tonne]	TRE	2025	4.30E-007
Electricity (for existing) [kWh]	CH4 [tonne]	TRE	2025	9.37E-007
Electricity (for existing) [kWh]	N2O [tonne]	TRE	2025	6.46E-009
Electricity (for existing) [kWh]	BC [tonne]	TRE	2025	1.16E-009
Electricity (for existing) [kWh]	POC [tonne]	TRE	2025	3.30E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	TRE	2025	0.00046198
Electricity (for existing) [kWh]	Water Total [gal]	TRE	2025	-0.2634073
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	TRE	2025	-5.9985745
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	TRE	2025	-0.0603986
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	TRE	2025	-3.5837092
Electricity (for existing) [kWh]	Coal Fuel [MJ]	TRE	2025	-2.3542853
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	TRE	2025	-1.1426156
Electricity (for existing) [kWh]	Nuclear [MJ]	TRE	2025	-0.4220607
Electricity (for existing) [kWh]	Renewable [MJ]	TRE	2025	-0.7206155
Electricity (for existing) [kWh]	Biomass [MJ]	TRE	2025	-0.0046325
Electricity (for existing) [kWh]	CO2 Total [tonne]	TRE	2030	0.00040243
Electricity (for existing) [kWh]	CO2 [tonne]	TRE	2030	0.00040299
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	TRE	2030	-5.73E-007
Electricity (for existing) [kWh]	VOC [tonne]	TRE	2030	5.03E-008
Electricity (for existing) [kWh]	CO [tonne]	TRE	2030	1.79E-007
Electricity (for existing) [kWh]	NOx [tonne]	TRE	2030	2.31E-007
Electricity (for existing) [kWh]	PM10 [tonne]	TRE	2030	2.41E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	TRE	2030	1.04E-008
Electricity (for existing) [kWh]	SOx [tonne]	TRE	2030	3.41E-007
Electricity (for existing) [kWh]	CH4 [tonne]	TRE	2030	9.41E-007
Electricity (for existing) [kWh]	N2O [tonne]	TRE	2030	6.00E-009
Electricity (for existing) [kWh]	BC [tonne]	TRE	2030	1.24E-009
Electricity (for existing) [kWh]	POC [tonne]	TRE	2030	3.45E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	TRE	2030	0.00043497
Electricity (for existing) [kWh]	Water Total [gal]	TRE	2030	-0.2474127
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	TRE	2030	-5.91362
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	TRE	2030	-0.0511764
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	TRE	2030	-4.0819778
Electricity (for existing) [kWh]	Coal Fuel [MJ]	TRE	2030	-1.7808
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	TRE	2030	-1.1059318
Electricity (for existing) [kWh]	Nuclear [MJ]	TRE	2030	-0.4072733
Electricity (for existing) [kWh]	Renewable [MJ]	TRE	2030	-0.6986548
Electricity (for existing) [kWh]	Biomass [MJ]	TRE	2030	-0.0061763
Electricity (for existing) [kWh]	CO2 Total [tonne]	TRE	2035	0.00039535
Electricity (for existing) [kWh]	CO2 [tonne]	TRE	2035	0.00039591
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	TRE	2035	-5.73E-007
Electricity (for existing) [kWh]	VOC [tonne]	TRE	2035	5.10E-008
Electricity (for existing) [kWh]	CO [tonne]	TRE	2035	1.88E-007
Electricity (for existing) [kWh]	NOx [tonne]	TRE	2035	2.36E-007
Electricity (for existing) [kWh]	PM10 [tonne]	TRE	2035	2.23E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	TRE	2035	1.02E-008
Electricity (for existing) [kWh]	SOx [tonne]	TRE	2035	3.07E-007
Electricity (for existing) [kWh]	CH4 [tonne]	TRE	2035	9.52E-007
Electricity (for existing) [kWh]	N2O [tonne]	TRE	2035	5.85E-009
Electricity (for existing) [kWh]	BC [tonne]	TRE	2035	1.28E-009
Electricity (for existing) [kWh]	POC [tonne]	TRE	2035	3.53E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	TRE	2035	0.00042815
Electricity (for existing) [kWh]	Water Total [gal]	TRE	2035	-0.2414041
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	TRE	2035	-5.9407807
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	TRE	2035	-0.0475069
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	TRE	2035	-4.3361822
Electricity (for existing) [kWh]	Coal Fuel [MJ]	TRE	2035	-1.5571381
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	TRE	2035	-1.0609592
Electricity (for existing) [kWh]	Nuclear [MJ]	TRE	2035	-0.3896337
Electricity (for existing) [kWh]	Renewable [MJ]	TRE	2035	-0.6713498
Electricity (for existing) [kWh]	Biomass [MJ]	TRE	2035	-0.0061695
Electricity (for existing) [kWh]	CO2 Total [tonne]	TRE	2045	0.00037876
Electricity (for existing) [kWh]	CO2 [tonne]	TRE	2045	0.00037946
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	TRE	2045	-7.13E-007
Electricity (for existing) [kWh]	VOC [tonne]	TRE	2045	5.25E-008
Electricity (for existing) [kWh]	CO [tonne]	TRE	2045	2.07E-007
Electricity (for existing) [kWh]	NOx [tonne]	TRE	2045	2.49E-007
Electricity (for existing) [kWh]	PM10 [tonne]	TRE	2045	1.87E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	TRE	2045	0.00000001
Electricity (for existing) [kWh]	SOx [tonne]	TRE	2045	2.34E-007
Electricity (for existing) [kWh]	CH4 [tonne]	TRE	2045	9.71E-007
Electricity (for existing) [kWh]	N2O [tonne]	TRE	2045	5.54E-009
Electricity (for existing) [kWh]	BC [tonne]	TRE	2045	1.38E-009
Electricity (for existing) [kWh]	POC [tonne]	TRE	2045	3.83E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	TRE	2045	0.00041197
Electricity (for existing) [kWh]	Water Total [gal]	TRE	2045	-0.2272233
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	TRE	2045	-5.9712527
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	TRE	2045	-0.0397946
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	TRE	2045	-4.8500466
Electricity (for existing) [kWh]	Coal Fuel [MJ]	TRE	2045	-1.0815744
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	TRE	2045	-0.9798157
Electricity (for existing) [kWh]	Nuclear [MJ]	TRE	2045	-0.353008
Electricity (for existing) [kWh]	Renewable [MJ]	TRE	2045	-0.6268217
Electricity (for existing) [kWh]	Biomass [MJ]	TRE	2045	-0.0076861
Electricity (for existing) [kWh]	CO2 Total [tonne]	TRE	2050	0.00037584
Electricity (for existing) [kWh]	CO2 [tonne]	TRE	2050	0.00037681
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	TRE	2050	-9.93E-007
Electricity (for existing) [kWh]	VOC [tonne]	TRE	2050	5.36E-008
Electricity (for existing) [kWh]	CO [tonne]	TRE	2050	2.18E-007
Electricity (for existing) [kWh]	NOx [tonne]	TRE	2050	2.58E-007
Electricity (for existing) [kWh]	PM10 [tonne]	TRE	2050	1.76E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	TRE	2050	1.01E-008
Electricity (for existing) [kWh]	SOx [tonne]	TRE	2050	2.05E-007
Electricity (for existing) [kWh]	CH4 [tonne]	TRE	2050	0.00000099
Electricity (for existing) [kWh]	N2O [tonne]	TRE	2050	5.47E-009
Electricity (for existing) [kWh]	BC [tonne]	TRE	2050	1.45E-009
Electricity (for existing) [kWh]	POC [tonne]	TRE	2050	4.00E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	TRE	2050	0.00040958
Electricity (for existing) [kWh]	Water Total [gal]	TRE	2050	-0.2188972
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	TRE	2050	-6.0494683
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	TRE	2050	-0.0377531
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	TRE	2050	-5.1211699
Electricity (for existing) [kWh]	Coal Fuel [MJ]	TRE	2050	-0.890521
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	TRE	2050	-0.9155787
Electricity (for existing) [kWh]	Nuclear [MJ]	TRE	2050	-0.3015824
Electricity (for existing) [kWh]	Renewable [MJ]	TRE	2050	-0.6140451
Electricity (for existing) [kWh]	Biomass [MJ]	TRE	2050	-0.010701
Electricity (for existing) [kWh]	CO2 Total [tonne]	SPP	2015	0.00062862
Electricity (for existing) [kWh]	CO2 [tonne]	SPP	2015	0.00062862
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	SPP	2015	-2.73E-008
Electricity (for existing) [kWh]	VOC [tonne]	SPP	2015	6.26E-008
Electricity (for existing) [kWh]	CO [tonne]	SPP	2015	1.41E-007
Electricity (for existing) [kWh]	NOx [tonne]	SPP	2015	4.27E-007
Electricity (for existing) [kWh]	PM10 [tonne]	SPP	2015	7.78E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	SPP	2015	3.46E-008
Electricity (for existing) [kWh]	SOx [tonne]	SPP	2015	1.30E-006
Electricity (for existing) [kWh]	CH4 [tonne]	SPP	2015	1.12E-006
Electricity (for existing) [kWh]	N2O [tonne]	SPP	2015	9.69E-009
Electricity (for existing) [kWh]	BC [tonne]	SPP	2015	2.23E-009
Electricity (for existing) [kWh]	POC [tonne]	SPP	2015	5.00E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	SPP	2015	0.00066912
Electricity (for existing) [kWh]	Water Total [gal]	SPP	2015	-0.4521846
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	SPP	2015	-7.5120886
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	SPP	2015	-0.2410629
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	SPP	2015	-2.2649236
Electricity (for existing) [kWh]	Coal Fuel [MJ]	SPP	2015	-5.10313
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	SPP	2015	-0.9418041
Electricity (for existing) [kWh]	Nuclear [MJ]	SPP	2015	-0.1576152
Electricity (for existing) [kWh]	Renewable [MJ]	SPP	2015	-0.7841751
Electricity (for existing) [kWh]	Biomass [MJ]	SPP	2015	-0.0002976
Electricity (for existing) [kWh]	CO2 Total [tonne]	SPP	2020	0.000498
Electricity (for existing) [kWh]	CO2 [tonne]	SPP	2020	0.000498
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	SPP	2020	-9.34E-009
Electricity (for existing) [kWh]	VOC [tonne]	SPP	2020	4.43E-008
Electricity (for existing) [kWh]	CO [tonne]	SPP	2020	8.30E-008
Electricity (for existing) [kWh]	NOx [tonne]	SPP	2020	1.76E-007
Electricity (for existing) [kWh]	PM10 [tonne]	SPP	2020	4.41E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	SPP	2020	1.22E-008
Electricity (for existing) [kWh]	SOx [tonne]	SPP	2020	7.30E-007
Electricity (for existing) [kWh]	CH4 [tonne]	SPP	2020	8.60E-007
Electricity (for existing) [kWh]	N2O [tonne]	SPP	2020	7.74E-009
Electricity (for existing) [kWh]	BC [tonne]	SPP	2020	7.88E-010
Electricity (for existing) [kWh]	POC [tonne]	SPP	2020	2.39E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	SPP	2020	0.00052915
Electricity (for existing) [kWh]	Water Total [gal]	SPP	2020	-0.4134806
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	SPP	2020	-5.8869764
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	SPP	2020	-0.0906447
Electricity (for existing) [kWh]	Natural Gas Fuel [MJ]	SPP	2020	-1.4927801
Electricity (for existing) [kWh]	Coal Fuel [MJ]	SPP	2020	-4.3038411
Electricity (for existing) [kWh]	Non Fossil Fuel [MJ]	SPP	2020	-1.4629161
Electricity (for existing) [kWh]	Nuclear [MJ]	SPP	2020	-0.1391053
Electricity (for existing) [kWh]	Renewable [MJ]	SPP	2020	-1.323802
Electricity (for existing) [kWh]	Biomass [MJ]	SPP	2020	-0.0001019
Electricity (for existing) [kWh]	CO2 Total [tonne]	SPP	2025	0.00043824
Electricity (for existing) [kWh]	CO2 [tonne]	SPP	2025	0.00043824
Electricity (for existing) [kWh]	CO2_Biogenic [tonne]	SPP	2025	-1.00E-008
Electricity (for existing) [kWh]	VOC [tonne]	SPP	2025	3.93E-008
Electricity (for existing) [kWh]	CO [tonne]	SPP	2025	7.66E-008
Electricity (for existing) [kWh]	NOx [tonne]	SPP	2025	1.51E-007
Electricity (for existing) [kWh]	PM10 [tonne]	SPP	2025	3.81E-008
Electricity (for existing) [kWh]	PM2.5 [tonne]	SPP	2025	1.06E-008
Electricity (for existing) [kWh]	SOx [tonne]	SPP	2025	6.32E-007
Electricity (for existing) [kWh]	CH4 [tonne]	SPP	2025	7.67E-007
Electricity (for existing) [kWh]	N2O [tonne]	SPP	2025	6.80E-009
Electricity (for existing) [kWh]	BC [tonne]	SPP	2025	7.02E-010
Electricity (for existing) [kWh]	POC [tonne]	SPP	2025	2.00E-009
Electricity (for existing) [kWh]	GHG-100 [tonne]	SPP	2025	0.00046593
Electricity (for existing) [kWh]	Water Total [gal]	SPP	2025	-0.3647322
Electricity (for existing) [kWh]	Fossil Fuel [MJ]	SPP	2025	-5.2262848
Electricity (for existing) [kWh]	Petroleum Fuel [MJ]	SPP	2025	-0.0791325
