Network_ID	Year	Period	Hydrogen_Price
TAZ_103	2026	1 Year	4.77
TAZ_103	2027	1 Year	8.43
TAZ_103	2028	1 Year	4.05
TAZ_103	2029	1 Year	5.75
TAZ_103	2030	1 Year	29.91
TAZ_109	2026	1 Year	4.89
TAZ_109	2027	1 Year	4.53
TAZ_109	2028	1 Year	4.24
TAZ_109	2029	1 Year	4.16
TAZ_109	2030	1 Year	44.76
TAZ_1192	2026	1 Year	16.91
TAZ_1192	2027	1 Year	4.91
TAZ_1192	2028	1 Year	4.95
TAZ_1192	2029	1 Year	55.67
TAZ_1192	2030	1 Year	33.11
TAZ_1227	2026	1 Year	16.96
TAZ_1227	2027	1 Year	4.91
TAZ_1227	2028	1 Year	4.95
TAZ_1227	2029	1 Year	17.83
TAZ_1227	2030	1 Year	54.86
TAZ_124	2026	1 Year	3.98
TAZ_124	2027	1 Year	5.14
TAZ_124	2028	1 Year	4.8
TAZ_124	2029	1 Year	4.77
TAZ_124	2030	1 Year	69.8
TAZ_129	2026	1 Year	4.77
TAZ_129	2027	1 Year	5.12
TAZ_129	2028	1 Year	4.05
TAZ_129	2029	1 Year	4.85
TAZ_129	2030	1 Year	50.15
TAZ_130	2026	1 Year	52.64
TAZ_130	2027	1 Year	4.43
TAZ_130	2028	1 Year	18.82
TAZ_130	2029	1 Year	4.08
TAZ_130	2030	1 Year	105.38
TAZ_1314	2028	1 Year	4.77
TAZ_1314	2029	1 Year	4.77
TAZ_1314	2030	1 Year	56.05
TAZ_1320	2027	1 Year	20.97
TAZ_1320	2028	1 Year	4.8
TAZ_1320	2029	1 Year	4.77
TAZ_1320	2030	1 Year	59.8
TAZ_1341	2030	1 Year	57.0
TAZ_1353	2026	1 Year	8.25
TAZ_1353	2027	1 Year	21.01
TAZ_1353	2028	1 Year	6.83
TAZ_1353	2029	1 Year	4.73
TAZ_1353	2030	1 Year	52.54
TAZ_156	2026	1 Year	6.95
TAZ_156	2027	1 Year	6.76
TAZ_156	2028	1 Year	6.35
TAZ_156	2029	1 Year	12.92
TAZ_156	2030	1 Year	19.87
TAZ_160	2026	1 Year	17.62
TAZ_160	2027	1 Year	17.02
TAZ_160	2028	1 Year	15.06
TAZ_160	2029	1 Year	73.33
TAZ_160	2030	1 Year	77.65
TAZ_1624	2030	1 Year	25.03
TAZ_164	2026	1 Year	4.77
TAZ_164	2027	1 Year	4.48
TAZ_164	2028	1 Year	4.05
TAZ_164	2029	1 Year	4.1
TAZ_164	2030	1 Year	74.67
TAZ_165	2026	1 Year	7.04
TAZ_165	2027	1 Year	6.55
TAZ_165	2028	1 Year	6.05
TAZ_165	2029	1 Year	13.97
TAZ_165	2030	1 Year	19.02
TAZ_166	2030	1 Year	28.27
TAZ_167	2026	1 Year	29.13
TAZ_167	2027	1 Year	5.05
TAZ_167	2028	1 Year	4.15
TAZ_167	2029	1 Year	6.34
TAZ_167	2030	1 Year	6.83
TAZ_1677	2026	1 Year	29.53
TAZ_1677	2027	1 Year	5.14
TAZ_1677	2028	1 Year	9.56
TAZ_1677	2029	1 Year	11.72
TAZ_1677	2030	1 Year	27.26
TAZ_1686	2030	1 Year	34.36
TAZ_1731	2030	1 Year	22.75
TAZ_1796	2030	1 Year	37.86
TAZ_1892	2026	1 Year	26.87
TAZ_1892	2027	1 Year	6.05
TAZ_1892	2028	1 Year	7.27
TAZ_1892	2029	1 Year	11.83
TAZ_1892	2030	1 Year	24.59
TAZ_1937	2026	1 Year	21.06
TAZ_1937	2027	1 Year	8.71
TAZ_1937	2028	1 Year	8.47
TAZ_1937	2029	1 Year	26.91
TAZ_1937	2030	1 Year	44.09
TAZ_1944	2026	1 Year	17.34
TAZ_1944	2027	1 Year	6.76
TAZ_1944	2028	1 Year	6.66
TAZ_1944	2029	1 Year	16.64
TAZ_1944	2030	1 Year	21.53
TAZ_202	2026	1 Year	48.7
TAZ_202	2027	1 Year	5.15
TAZ_202	2028	1 Year	4.88
TAZ_202	2029	1 Year	6.42
TAZ_202	2030	1 Year	47.08
TAZ_2021	2028	1 Year	4.9
TAZ_2021	2029	1 Year	5.04
TAZ_2021	2030	1 Year	36.99
TAZ_2029	2026	1 Year	5.55
TAZ_2029	2027	1 Year	17.17
TAZ_2029	2028	1 Year	4.93
TAZ_2029	2029	1 Year	20.67
TAZ_2029	2030	1 Year	18.71
TAZ_212	2026	1 Year	70.33
TAZ_212	2027	1 Year	17.17
TAZ_212	2028	1 Year	16.22
TAZ_212	2029	1 Year	54.0
TAZ_212	2030	1 Year	97.82
TAZ_2149	2028	1 Year	4.9
TAZ_2149	2029	1 Year	5.99
TAZ_2149	2030	1 Year	34.64
TAZ_2200	2026	1 Year	5.29
TAZ_2200	2027	1 Year	4.91
TAZ_2200	2028	1 Year	4.95
TAZ_2200	2029	1 Year	5.04
TAZ_2200	2030	1 Year	27.2
TAZ_2234	2026	1 Year	5.91
TAZ_2234	2027	1 Year	5.49
TAZ_2234	2028	1 Year	5.49
TAZ_2234	2029	1 Year	9.7
TAZ_2234	2030	1 Year	11.27
TAZ_228	2026	1 Year	4.88
TAZ_228	2027	1 Year	4.58
TAZ_228	2028	1 Year	4.14
TAZ_228	2029	1 Year	4.18
TAZ_228	2030	1 Year	198.88
TAZ_2308	2026	1 Year	6.83
TAZ_2308	2027	1 Year	4.91
TAZ_2308	2028	1 Year	4.95
TAZ_2308	2029	1 Year	8.54
TAZ_2308	2030	1 Year	20.9
TAZ_2312	2026	1 Year	13.71
TAZ_2312	2027	1 Year	8.18
TAZ_2312	2028	1 Year	7.97
TAZ_2312	2029	1 Year	23.85
TAZ_2312	2030	1 Year	32.94
TAZ_2313	2026	1 Year	3.92
TAZ_2313	2027	1 Year	5.14
TAZ_2313	2028	1 Year	4.8
TAZ_2313	2029	1 Year	6.84
TAZ_2313	2030	1 Year	39.36
TAZ_2479	2026	1 Year	6.11
TAZ_2479	2027	1 Year	5.08
TAZ_2479	2028	1 Year	5.01
TAZ_2479	2029	1 Year	6.24
TAZ_2479	2030	1 Year	40.72
TAZ_2509	2026	1 Year	162.11
TAZ_2509	2027	1 Year	149.47
TAZ_2509	2028	1 Year	138.71
TAZ_2509	2029	1 Year	836.81
TAZ_2509	2030	1 Year	850.68
TAZ_2518	2026	1 Year	16.33
TAZ_2518	2027	1 Year	14.49
TAZ_2518	2028	1 Year	13.73
TAZ_2518	2029	1 Year	59.61
TAZ_2518	2030	1 Year	84.05
TAZ_2525	2026	1 Year	11.57
TAZ_2525	2027	1 Year	6.41
TAZ_2525	2028	1 Year	6.33
TAZ_2525	2029	1 Year	13.85
TAZ_2525	2030	1 Year	17.67
TAZ_2532	2026	1 Year	6.12
TAZ_2532	2027	1 Year	5.08
TAZ_2532	2028	1 Year	5.01
TAZ_2532	2029	1 Year	5.39
TAZ_2532	2030	1 Year	84.54
TAZ_2545	2026	1 Year	3.93
TAZ_2545	2027	1 Year	5.14
TAZ_2545	2028	1 Year	4.8
TAZ_2545	2029	1 Year	4.77
TAZ_2545	2030	1 Year	89.7
TAZ_2550	2026	1 Year	15.54
TAZ_2550	2027	1 Year	12.92
TAZ_2550	2028	1 Year	12.37
TAZ_2550	2029	1 Year	38.05
TAZ_2550	2030	1 Year	67.36
TAZ_2565	2026	1 Year	5.29
TAZ_2565	2027	1 Year	4.91
TAZ_2565	2028	1 Year	4.95
TAZ_2565	2029	1 Year	5.04
TAZ_2565	2030	1 Year	139.61
TAZ_2606	2026	1 Year	79.03
TAZ_2606	2027	1 Year	5.08
TAZ_2606	2028	1 Year	5.01
TAZ_2606	2029	1 Year	5.39
TAZ_2606	2030	1 Year	88.45
TAZ_262	2026	1 Year	5.56
TAZ_262	2027	1 Year	5.05
TAZ_262	2028	1 Year	5.0
TAZ_262	2029	1 Year	5.25
TAZ_262	2030	1 Year	25.25
TAZ_263	2026	1 Year	5.44
TAZ_263	2027	1 Year	5.05
TAZ_263	2028	1 Year	5.0
TAZ_263	2029	1 Year	7.19
TAZ_263	2030	1 Year	14.75
TAZ_273	2026	1 Year	233.58
TAZ_273	2027	1 Year	13.87
TAZ_273	2028	1 Year	13.16
TAZ_273	2029	1 Year	54.35
TAZ_273	2030	1 Year	59.29
TAZ_2739	2026	1 Year	40.91
TAZ_2739	2027	1 Year	13.24
TAZ_2739	2028	1 Year	55.57
TAZ_2739	2029	1 Year	11.78
TAZ_2739	2030	1 Year	89.4
TAZ_2744	2026	1 Year	53.19
TAZ_2744	2027	1 Year	17.84
TAZ_2744	2028	1 Year	59.83
TAZ_2744	2029	1 Year	38.26
TAZ_2744	2030	1 Year	78.48
TAZ_277	2026	1 Year	5.57
TAZ_277	2027	1 Year	5.05
TAZ_277	2028	1 Year	5.0
TAZ_277	2029	1 Year	5.25
TAZ_277	2030	1 Year	45.09
TAZ_2795	2026	1 Year	12.0
TAZ_2795	2027	1 Year	6.72
TAZ_2795	2028	1 Year	9.04
TAZ_2795	2029	1 Year	12.08
TAZ_2795	2030	1 Year	20.58
TAZ_2798	2026	1 Year	4.87
TAZ_2798	2027	1 Year	4.32
TAZ_2798	2028	1 Year	3.76
TAZ_2798	2029	1 Year	4.48
TAZ_2798	2030	1 Year	76.11
TAZ_281	2026	1 Year	634.96
TAZ_281	2027	1 Year	114.26
TAZ_281	2028	1 Year	105.06
TAZ_281	2029	1 Year	392.1
TAZ_281	2030	1 Year	885.92
TAZ_2822	2026	1 Year	9.43
TAZ_2822	2027	1 Year	5.08
TAZ_2822	2028	1 Year	5.01
TAZ_2822	2029	1 Year	7.88
TAZ_2822	2030	1 Year	18.04
TAZ_2872	2026	1 Year	20.69
TAZ_2872	2027	1 Year	6.74
TAZ_2872	2028	1 Year	6.55
TAZ_2872	2029	1 Year	13.49
TAZ_2872	2030	1 Year	23.64
TAZ_2900	2026	1 Year	14.07
TAZ_2900	2027	1 Year	5.66
TAZ_2900	2028	1 Year	8.06
TAZ_2900	2029	1 Year	5.39
TAZ_2900	2030	1 Year	42.37
TAZ_2912	2026	1 Year	4.82
TAZ_2912	2027	1 Year	4.32
TAZ_2912	2028	1 Year	3.76
TAZ_2912	2029	1 Year	4.48
TAZ_2912	2030	1 Year	41.52
TAZ_2914	2026	1 Year	76.92
TAZ_2914	2027	1 Year	8.65
TAZ_2914	2028	1 Year	8.32
TAZ_2914	2029	1 Year	13.78
TAZ_2914	2030	1 Year	85.0
TAZ_2915	2026	1 Year	759.12
TAZ_2915	2027	1 Year	742.13
TAZ_2915	2028	1 Year	687.47
TAZ_2915	2029	1 Year	4237.19
TAZ_2915	2030	1 Year	4305.56
TAZ_2931	2026	1 Year	25.8
TAZ_2931	2027	1 Year	97.18
TAZ_2931	2028	1 Year	16.64
TAZ_2931	2029	1 Year	57.7
TAZ_2931	2030	1 Year	99.75
TAZ_2935	2026	1 Year	11.92
TAZ_2935	2027	1 Year	8.34
TAZ_2935	2028	1 Year	8.03
TAZ_2935	2029	1 Year	24.2
TAZ_2935	2030	1 Year	26.51
TAZ_2947	2026	1 Year	196.43
TAZ_2947	2027	1 Year	24.71
TAZ_2947	2028	1 Year	67.78
TAZ_2947	2029	1 Year	61.86
TAZ_2947	2030	1 Year	152.7
TAZ_2949	2026	1 Year	4.82
TAZ_2949	2027	1 Year	4.32
TAZ_2949	2028	1 Year	3.76
TAZ_2949	2029	1 Year	4.48
TAZ_2949	2030	1 Year	43.96
TAZ_3000	2026	1 Year	3.98
TAZ_3000	2027	1 Year	5.14
TAZ_3000	2028	1 Year	4.8
TAZ_3000	2029	1 Year	4.77
TAZ_3000	2030	1 Year	54.22
TAZ_3012	2026	1 Year	3.98
TAZ_3012	2027	1 Year	5.14
TAZ_3012	2028	1 Year	4.8
TAZ_3012	2029	1 Year	4.77
TAZ_3012	2030	1 Year	303.62
TAZ_3013	2026	1 Year	29.75
TAZ_3013	2027	1 Year	27.18
TAZ_3013	2028	1 Year	25.48
TAZ_3013	2029	1 Year	133.08
TAZ_3013	2030	1 Year	134.9
TAZ_3021	2026	1 Year	3.98
TAZ_3021	2027	1 Year	5.14
TAZ_3021	2028	1 Year	4.8
TAZ_3021	2029	1 Year	4.77
TAZ_3021	2030	1 Year	57.67
TAZ_3022	2026	1 Year	3.98
TAZ_3022	2027	1 Year	5.14
TAZ_3022	2028	1 Year	4.8
TAZ_3022	2029	1 Year	4.77
TAZ_3022	2030	1 Year	189.53
TAZ_3033	2026	1 Year	47.66
TAZ_3033	2027	1 Year	44.15
TAZ_3033	2028	1 Year	41.28
TAZ_3033	2029	1 Year	230.97
TAZ_3033	2030	1 Year	235.52
TAZ_3121	2026	1 Year	266.58
TAZ_3121	2027	1 Year	18.65
TAZ_3121	2028	1 Year	17.67
TAZ_3121	2029	1 Year	84.14
TAZ_3121	2030	1 Year	109.86
TAZ_3202	2026	1 Year	10.13
TAZ_3202	2027	1 Year	4.91
TAZ_3202	2028	1 Year	4.95
TAZ_3202	2029	1 Year	5.04
TAZ_3202	2030	1 Year	46.83
TAZ_3207	2026	1 Year	10.19
TAZ_3207	2027	1 Year	4.91
TAZ_3207	2028	1 Year	4.95
TAZ_3207	2029	1 Year	5.04
TAZ_3207	2030	1 Year	318.32
TAZ_3211	2026	1 Year	10.19
TAZ_3211	2027	1 Year	4.91
TAZ_3211	2028	1 Year	4.95
TAZ_3211	2029	1 Year	5.04
TAZ_3211	2030	1 Year	97.15
TAZ_3252	2026	1 Year	10.22
TAZ_3252	2027	1 Year	5.2
TAZ_3252	2028	1 Year	5.21
TAZ_3252	2029	1 Year	5.78
TAZ_3252	2030	1 Year	66.46
TAZ_3301	2026	1 Year	76.87
TAZ_3301	2027	1 Year	8.65
TAZ_3301	2028	1 Year	8.32
TAZ_3301	2029	1 Year	13.78
TAZ_3301	2030	1 Year	97.22
TAZ_3304	2026	1 Year	194.17
TAZ_3304	2027	1 Year	18.1
TAZ_3304	2028	1 Year	17.06
TAZ_3304	2029	1 Year	68.17
TAZ_3304	2030	1 Year	134.53
TAZ_3321	2026	1 Year	1204.77
TAZ_3321	2027	1 Year	47.47
TAZ_3321	2028	1 Year	44.27
TAZ_3321	2029	1 Year	173.79
TAZ_3321	2030	1 Year	368.94
