Infrastucture_ID	Network_ID	Technology	Production	Year	Lifetime	Nameplate_Capacity	Maximum_Utilization	Length	Capital_Cost	Fixed_Operating_Cost	Variable_Operating_Cost	Storage_Technology	Storage_Capacity		tons/day
INFR_TAZ_2313_link_422_PipelineNodalStorage_2_2026	link_422	GH2 Pipeline (transmission)	No	2026	50	167248.3586	1	59	6.87E+07	2.28E+06	0	No Storage	0		0.458214681
INFR_TAZ_2313_link_422_PipelineNodalStorage_4_2026	link_422	GH2 Pipeline (transmission)	No	2026	50	5.84E+06	1	59	3.79E+07	1.38E+06	0	No Storage	0		16.012176
INFR_TAZ_6108_link_173_GH2truck_3_2026	link_173	GH2 Truck Link	No	2026	30	45889.11934	1	33	1286.072176	105.5815048	0	No Storage	0		
INFR_TAZ_6108_PipelineNodalStorage_3_2026	TAZ_6108	GH2 Pipeline Nodal Storage	No	2026	15	3.06E+06	1	0	0	0	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_TAZ_6108_link_170_PipelineNodalStorage_2_2026	link_170	GH2 Pipeline (transmission)	No	2026	50	1.75E+06	1	21	3.03E+07	1.00E+06	0	No Storage	0		4.805878157
INFR_TAZ_6108_link_174_PipelineNodalStorage_2_2026	link_174	GH2 Pipeline (transmission)	No	2026	50	994440.7497	1	26	1.20E+09	3.99E+07	0	No Storage	0		2.724495205
INFR_TAZ_6108_link_170_PipelineNodalStorage_4_2026	link_170	GH2 Pipeline (transmission)	No	2026	50	2.16E+06	1	21	1.10E+07	394512.9254	0	No Storage	0		5.920841967
INFR_TAZ_6108_link_177_PipelineNodalStorage_4_2026	link_177	GH2 Pipeline (transmission)	No	2026	50	527293.574	1	34	4.43E+08	1.47E+07	0	No Storage	0		1.444639929
INFR_TAZ_2312_link_886_GH2truck_3_2026	link_886	GH2 Truck Link	No	2026	30	29319.27765	1	44	1095.588897	89.94357122	0	No Storage	0		
INFR_TAZ_2312_PipelineNodalStorage_3_2026	TAZ_2312	GH2 Pipeline Nodal Storage	No	2026	15	73000	1	0	0	0	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_TAZ_2312_PipelineNodalStorage_5_2026	TAZ_2312	GH2 Pipeline Station (700bar)	No	2026	20	73000	1	0	1.78E+08	2.01E+07	0	No Storage	0		
INFR_TAZ_165_PipelineNodalStorage_5_2026	TAZ_165	GH2 Pipeline Station (700bar)	No	2026	20	730000	1	0	7.24E+06	739442.2963	0	No Storage	0		
INFR_TAZ_3009_link_1329_GH2truck_3_2026	link_1329	GH2 Truck Link	No	2026	30	62209.04654	1	49	2588.757109	212.5268521	0	No Storage	0		
INFR_TAZ_3009_link_1329_LH2_Truck_3_2026	link_1329	LH2 Truck Link	No	2026	30	464584.0662	1	49	891841.8327	74043.39785	0	No Storage	0		
INFR_TAZ_5492_link_159_GH2truck_3_2026	link_159	GH2 Truck Link	No	2026	30	3233.28886	1	1	2.745909284	0.225428432	0	No Storage	0		
INFR_TAZ_5492_link_159_LH2_Truck_3_2026	link_159	LH2 Truck Link	No	2026	30	1.39E+06	1	1	1212.796427	100.6900159	0	No Storage	0		
INFR_TAZ_1435_link_812_GH2truck_3_2026	link_812	GH2 Truck Link	No	2026	30	43827.31102	1	9	334.9878185	27.50119211	0	No Storage	0		
INFR_TAZ_5541_link_96_LH2_Truck_3_2026	link_96	LH2 Truck Link	No	2026	30	547500	1	45	939806.7961	78025.59373	0	No Storage	0		
INFR_TAZ_5541_PipelineNodalStorage_3_2026	TAZ_5541	GH2 Pipeline Nodal Storage	No	2026	15	240743.2249	1	0	0	0	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_TAZ_5541_PipelineNodalStorage_5_2026	TAZ_5541	GH2 Pipeline Station (700bar)	No	2026	20	240743.2249	1	0	3.03E+06	327537.3878	0	No Storage	0		
INFR_TAZ_2550_link_428_GH2truck_3_2026	link_428	GH2 Truck Link	No	2026	30	48424.79635	1	24	987.0081167	81.0295131	0	No Storage	0		
INFR_TAZ_2550_PipelineNodalStorage_3_2026	TAZ_2550	GH2 Pipeline Nodal Storage	No	2026	15	114492.6367	1	0	0	0	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_TAZ_2550_PipelineNodalStorage_5_2026	TAZ_2550	GH2 Pipeline Station (700bar)	No	2026	20	57246.31833	1	0	1.09E+08	1.23E+07	0	No Storage	0		
INFR_TAZ_1892_PipelineNodalStorage_3_2026	TAZ_1892	GH2 Pipeline Nodal Storage	No	2026	15	582713.1809	1	0	0	0	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_TAZ_1892_PipelineNodalStorage_5_2026	TAZ_1892	GH2 Pipeline Station (700bar)	No	2026	20	1.42E+06	1	0	1.40E+07	1.48E+06	0	No Storage	0		
INFR_TAZ_4766_link_151_LH2_Truck_3_2026	link_151	LH2 Truck Link	No	2026	30	609135.4061	1	8	206811.748	17170.13485	0	No Storage	0		
INFR_TAZ_6133_link_178_GH2truck_3_2026	link_178	GH2 Truck Link	No	2026	30	39207.02145	1	12	399.5643897	32.8026765	0	No Storage	0		
INFR_TAZ_6133_link_122_LH2_Truck_3_2026	link_122	LH2 Truck Link	No	2026	30	195428.0624	1	17	45235.61046	3755.596765	0	No Storage	0		
INFR_TAZ_6133_link_178_LH2_Truck_3_2026	link_178	LH2 Truck Link	No	2026	30	273750	1	12	96224.08569	7988.81371	0	No Storage	0		
INFR_TAZ_6133_PipelineNodalStorage_3_2026	TAZ_6133	GH2 Pipeline Nodal Storage	No	2026	15	235385.3444	1	0	0	0	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_TAZ_6133_PipelineNodalStorage_5_2026	TAZ_6133	GH2 Pipeline Station (700bar)	No	2026	20	359723.4807	1	0	4.79E+06	518680.9611	0	No Storage	0		
INFR_TAZ_2606_GH2truck_4_2026	TAZ_2606	GH2 Truck Station (700bar)	No	2026	20	29082.54873	1	0	2.91E+10	3.44E+09	0	No Storage	0		
INFR_TAZ_2606_link_562_GH2truck_3_2026	link_562	GH2 Truck Link	No	2026	30	85781.29197	1	22	1602.717368	131.5768389	0	No Storage	0		
INFR_TAZ_712_GH2truck_4_2026	TAZ_712	GH2 Truck Station (700bar)	No	2026	20	45036.10516	1	0	4.50E+10	5.32E+09	0	No Storage	0		
INFR_TAZ_712_link_1208_GH2truck_3_2026	link_1208	GH2 Truck Link	No	2026	30	17172.94138	1	7	102.0902828	8.381213656	0	No Storage	0		
INFR_TAZ_712_link_1208_LH2_Truck_3_2026	link_1208	LH2 Truck Link	No	2026	30	464584.0662	1	7	106557.5112	8846.725854	0	No Storage	0		
INFR_TAZ_3703_GH2truck_4_2026	TAZ_3703	GH2 Truck Station (700bar)	No	2026	20	43290.24996	1	0	4.33E+10	5.12E+09	0	No Storage	0		
INFR_TAZ_3703_link_18_GH2truck_3_2026	link_18	GH2 Truck Link	No	2026	30	7009.957828	1	12	71.43948757	5.86490303	0	No Storage	0		
INFR_TAZ_5670_LH2_Truck_4_2026	TAZ_5670	LH2 Station (gas dispensing)	No	2026	20	469846.9515	1	0	4.66E+06	573838.5702	0	No Storage	0		
INFR_WECC_AZ_Central_Grid_Electrolysis_(PEM)_2026	WECC_AZ	Central Grid Electrolysis (PEM)	Central	2026	40	1.71E+07	1	0	6.70E+07	4.32E+06	0.029102935	No_Storage	0		
INFR_WECC_AZ_GH2truck_1_2026	WECC_AZ	GH2 Pipeline Truck Terminal	No	2026	30	1.47E+06	1	0	8.31E+06	901513.4669	0	No Storage	0		
INFR_WECC_AZ_GH2truck_2_2026	WECC_AZ	GH2 Truck	No	2026	30	1.47E+06	1	0	9.19E+06	754485.9581	0	No Storage	0		
INFR_WECC_AZ_link_352_GH2truck_3_2026	link_352	GH2 Truck Link	No	2026	30	129024.2697	1	108	11834.14386	971.5370102	0	No Storage	0		
INFR_WECC_AZ_link_382_GH2truck_3_2026	link_382	GH2 Truck Link	No	2026	30	69058.13377	1	327	19178.0422	1574.442393	0	No Storage	0		
INFR_WECC_AZ_link_387_GH2truck_3_2026	link_387	GH2 Truck Link	No	2026	30	1.27E+06	1	298	321597.9243	26401.93407	0	No Storage	0		
INFR_WECC_AZ_LH2_Truck_1_2026	WECC_AZ	LH2 Truck Terminal w/storage	No	2026	30	1.71E+07	1	0	1.70E+08	6.71E+06	0	No Storage	0		
INFR_WECC_AZ_LH2_Truck_2_2026	WECC_AZ	LH2 Truck	No	2026	30	1.25E+07	1	0	6.19E+06	672362.9593	0	No Storage	0		
INFR_WECC_AZ_link_352_LH2_Truck_3_2026	link_352	LH2 Truck Link	No	2026	30	5.48E+06	1	108	461893.1269	46175.07806	0	No Storage	0		
INFR_WECC_AZ_link_387_LH2_Truck_3_2026	link_387	LH2 Truck Link	No	2026	30	5.13E+06	1	298	1.19E+06	119242.7255	0	No Storage	0		
INFR_WECC_AZ_PipelineNodalStorage_1_2026	WECC_AZ	GH2 Pipeline Compressor	No	2026	15	6.23E+06	1	0	1.13E+06	98731.15723	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_WECC_AZ_link_352_PipelineNodalStorage_2_2026	link_352	GH2 Pipeline (transmission)	No	2026	50	6.23E+06	1	108	7.12E+07	2.59E+06	0	No Storage	0		17.06347745
INFR_WEC_CALN_Central_Natural_Gas_Reforming_w/CCS_2026	WEC_CALN	Central Natural Gas Reforming w/CCS	Central	2026	40	1.07E+07	1	0	8.51E+07	4.29E+06	1.20359491	No_Storage	0		
INFR_WEC_CALN_PipelineNodalStorage_1_2026	WEC_CALN	GH2 Pipeline Compressor	No	2026	15	6.77E+06	1	0	1.20E+06	104555.1534	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_WEC_CALN_link_1234_PipelineNodalStorage_2_2026	link_1234	GH2 Pipeline (transmission)	No	2026	50	664091.5059	1	90	1.86E+09	6.16E+07	0	No Storage	0		1.819428783
INFR_WEC_CALN_link_1237_PipelineNodalStorage_2_2026	link_1237	GH2 Pipeline (transmission)	No	2026	50	5.28E+06	1	71	4.39E+07	1.59E+06	0	No Storage	0		14.45805141
INFR_WEC_CALN_link_1238_PipelineNodalStorage_2_2026	link_1238	GH2 Pipeline (transmission)	No	2026	50	182500	1	54	8.42E+07	2.79E+06	0	No Storage	0		0.5
INFR_WEC_CALN_link_1239_PipelineNodalStorage_2_2026	link_1239	GH2 Pipeline (transmission)	No	2026	50	707455.2111	1	122	5.78E+08	1.91E+07	0	No Storage	0		1.938233455
INFR_WEC_CALN_link_1240_PipelineNodalStorage_2_2026	link_1240	GH2 Pipeline (transmission)	No	2026	50	1.04E+07	1	65	4.04E+07	1.43E+06	0	No Storage	0		28.46952956
INFR_TAZ_2518_GH2truck_4_2026	TAZ_2518	GH2 Truck Station (700bar)	No	2026	20	25324.83699	1	0	2.53E+10	2.99E+09	0	No Storage	0		
INFR_TAZ_2518_link_668_GH2truck_3_2026	link_668	GH2 Truck Link	No	2026	30	8767.07236	1	16	119.128659	9.779997828	0	No Storage	0		
INFR_TAZ_2518_link_668_LH2_Truck_3_2026	link_668	LH2 Truck Link	No	2026	30	124742.8716	1	16	981771.7794	81509.65316	0	No Storage	0		
INFR_TAZ_5481_link_5_GH2truck_3_2026	link_5	GH2 Truck Link	No	2026	30	3233.28886	1	26	71.39364137	5.861139236	0	No Storage	0		
INFR_TAZ_5481_link_5_LH2_Truck_3_2026	link_5	LH2 Truck Link	No	2026	30	1.39E+06	1	26	31532.7071	2617.940414	0	No Storage	0		
INFR_TAZ_5481_PipelineNodalStorage_5_2026	TAZ_5481	GH2 Pipeline Station (700bar)	No	2026	20	568234.1928	1	0	5.64E+06	590230.7616	0	No Storage	0		
INFR_TAZ_2311_link_707_GH2truck_3_2026	link_707	GH2 Truck Link	No	2026	30	43827.31102	1	16	595.5338996	48.89100819	0	No Storage	0		
INFR_TAZ_2311_link_707_LH2_Truck_3_2026	link_707	LH2 Truck Link	No	2026	30	365000	1	16	148512.6789	12329.97037	0	No Storage	0		
INFR_TAZ_2573_link_554_GH2truck_3_2026	link_554	GH2 Truck Link	No	2026	30	20850.29511	1	9	159.3662653	13.08334821	0	No Storage	0		
INFR_TAZ_2947_GH2truck_4_2026	TAZ_2947	GH2 Truck Station (700bar)	No	2026	20	28559.3108	1	0	2.86E+10	3.38E+09	0	No Storage	0		
INFR_TAZ_2743_link_675_GH2truck_3_2026	link_675	GH2 Truck Link	No	2026	30	114863.8407	1	13	1268.143399	104.1096222	0	No Storage	0		
INFR_TAZ_5669_link_284_GH2truck_3_2026	link_284	GH2 Truck Link	No	2026	30	5632.165623	1	51	243.9423892	20.0267178	0	No Storage	0		
INFR_TAZ_5669_link_284_LH2_Truck_3_2026	link_284	LH2 Truck Link	No	2026	30	4.33E+06	1	51	173303.5132	17325.01045	0	No Storage	0		
INFR_TAZ_5669_PipelineNodalStorage_3_2026	TAZ_5669	GH2 Pipeline Nodal Storage	No	2026	15	4.38E+06	1	0	0	0	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_TAZ_5669_PipelineNodalStorage_5_2026	TAZ_5669	GH2 Pipeline Station (700bar)	No	2026	20	1.46E+06	1	0	1.52E+07	1.39E+06	0	No Storage	0		
INFR_TAZ_5669_link_284_PipelineNodalStorage_2_2026	link_284	GH2 Pipeline (transmission)	No	2026	50	2.24E+06	1	51	2.72E+07	975611.7966	0	No Storage	0		6.133964522
INFR_TAZ_1677_LH2_Truck_4_2026	TAZ_1677	LH2 Station (gas dispensing)	No	2026	20	365000	1	0	3.70E+06	455495.1901	0	No Storage	0		
INFR_TAZ_2305_link_774_GH2truck_3_2026	link_774	GH2 Truck Link	No	2026	30	218990.3053	1	47	8741.066545	717.6074382	0	No Storage	0		
INFR_TAZ_2305_link_774_LH2_Truck_3_2026	link_774	LH2 Truck Link	No	2026	30	400884.976	1	47	704328.2948	58475.45858	0	No Storage	0		
INFR_TAZ_2305_link_458_PipelineNodalStorage_2_2026	link_458	GH2 Pipeline (transmission)	No	2026	50	314281.6698	1	27	1.39E+08	4.60E+06	0	No Storage	0		0.861045671
INFR_TAZ_2305_link_458_PipelineNodalStorage_4_2026	link_458	GH2 Pipeline (transmission)	No	2026	50	1.59E+06	1	27	3.19E+07	1.06E+06	0	No Storage	0		4.352570463
INFR_TAZ_3519_GH2truck_4_2026	TAZ_3519	GH2 Truck Station (700bar)	No	2026	20	3331.647043	1	0	3.33E+09	3.94E+08	0	No Storage	0		
INFR_TAZ_3519_link_20_GH2truck_3_2026	link_20	GH2 Truck Link	No	2026	30	3678.310785	1	56	174.935571	14.36152743	0	No Storage	0		
INFR_TAZ_3519_PipelineNodalStorage_3_2026	TAZ_3519	GH2 Pipeline Nodal Storage	No	2026	15	365000	1	0	0	0	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_TAZ_3519_link_19_PipelineNodalStorage_4_2026	link_19	GH2 Pipeline (transmission)	No	2026	50	365000	1	22	1.37E+08	4.55E+06	0	No Storage	0		1
INFR_TAZ_2949_link_437_GH2truck_3_2026	link_437	GH2 Truck Link	No	2026	30	16235.60569	1	15	206.8242383	16.97946253	0	No Storage	0		
INFR_TAZ_2949_link_737_GH2truck_3_2026	link_737	GH2 Truck Link	No	2026	30	107955.5369	1	15	1375.237987	112.9016698	0	No Storage	0		
INFR_TAZ_2949_PipelineNodalStorage_5_2026	TAZ_2949	GH2 Pipeline Station (700bar)	No	2026	20	102553.9761	1	0	3.51E+08	3.96E+07	0	No Storage	0		
INFR_TAZ_2949_link_580_PipelineNodalStorage_4_2026	link_580	GH2 Pipeline (transmission)	No	2026	50	182500	1	26	4.06E+07	1.34E+06	0	No Storage	0		0.5
INFR_TAZ_426_link_1339_GH2truck_3_2026	link_1339	GH2 Truck Link	No	2026	30	55555.67447	1	6	283.087931	23.24041396	0	No Storage	0		
INFR_TAZ_3211_GH2truck_4_2026	TAZ_3211	GH2 Truck Station (700bar)	No	2026	20	22854.08305	1	0	2.29E+10	2.70E+09	0	No Storage	0		
INFR_TAZ_3211_link_782_GH2truck_3_2026	link_782	GH2 Truck Link	No	2026	30	9424.391155	1	40	320.1510819	26.28315395	0	No Storage	0		
INFR_TAZ_817_GH2truck_4_2026	TAZ_817	GH2 Truck Station (700bar)	No	2026	20	7749.416239	1	0	7.75E+09	9.16E+08	0	No Storage	0		
INFR_TAZ_2849_link_722_GH2truck_3_2026	link_722	GH2 Truck Link	No	2026	30	28559.3108	1	10	242.543367	19.91186354	0	No Storage	0		
INFR_TAZ_5973_PipelineNodalStorage_5_2026	TAZ_5973	GH2 Pipeline Station (700bar)	No	2026	20	1.08E+06	1	0	1.07E+07	1.09E+06	0	No Storage	0		
INFR_TAZ_880_GH2truck_4_2026	TAZ_880	GH2 Truck Station (700bar)	No	2026	20	9754.624765	1	0	9.75E+09	1.15E+09	0	No Storage	0		
INFR_TAZ_6545_LH2_Truck_4_2026	TAZ_6545	LH2 Station (gas dispensing)	No	2026	20	321305.3154	1	0	3.45E+06	540855.9119	0	No Storage	0		
INFR_TAZ_3023_link_619_GH2truck_3_2026	link_619	GH2 Truck Link	No	2026	30	20850.29511	1	66	1168.685945	95.94455356	0	No Storage	0		
INFR_TAZ_3023_link_620_GH2truck_3_2026	link_620	GH2 Truck Link	No	2026	30	222874.9147	1	65	12303.14737	1010.040367	0	No Storage	0		
INFR_TAZ_3023_link_741_GH2truck_3_2026	link_741	GH2 Truck Link	No	2026	30	62737.99334	1	71	3782.950442	310.5654627	0	No Storage	0		
INFR_TAZ_3023_link_620_LH2_Truck_3_2026	link_620	LH2 Truck Link	No	2026	30	2.12E+06	1	65	109249.3477	11074.544	0	No Storage	0		
INFR_TAZ_3023_link_741_LH2_Truck_3_2026	link_741	LH2 Truck Link	No	2026	30	1.94E+06	1	71	108935.9534	11042.77539	0	No Storage	0		
INFR_TAZ_2122_link_959_GH2truck_3_2026	link_959	GH2 Truck Link	No	2026	30	66208.59706	1	7	393.5991074	32.3129501	0	No Storage	0		
INFR_TAZ_2122_link_961_GH2truck_3_2026	link_961	GH2 Truck Link	No	2026	30	79752.30957	1	9	609.5754356	50.04376348	0	No Storage	0		
INFR_TAZ_2122_link_959_LH2_Truck_3_2026	link_959	LH2 Truck Link	No	2026	30	409571.8094	1	7	93088.50687	7728.488502	0	No Storage	0		
INFR_TAZ_2122_link_961_LH2_Truck_3_2026	link_961	LH2 Truck Link	No	2026	30	365000	1	9	168261.8644	13969.60729	0	No Storage	0		
INFR_TAZ_2730_link_716_GH2truck_3_2026	link_716	GH2 Truck Link	No	2026	30	174356.1081	1	2	296.1480254	24.31259673	0	No Storage	0		
INFR_TAZ_2473_LH2_Truck_4_2026	TAZ_2473	LH2 Station (gas dispensing)	No	2026	20	124742.8716	1	0	6.14E+09	9.28E+08	0	No Storage	0		
INFR_TAZ_2918_link_733_GH2truck_3_2026	link_733	GH2 Truck Link	No	2026	30	28559.3108	1	29	703.3757643	57.74440427	0	No Storage	0		
INFR_TAZ_5601_LH2_Truck_4_2026	TAZ_5601	LH2 Station (gas dispensing)	No	2026	20	495061.193	1	0	4.89E+06	601942.5171	0	No Storage	0		
INFR_TAZ_130_GH2truck_4_2026	TAZ_130	GH2 Truck Station (700bar)	No	2026	20	27841.8551	1	0	2.78E+10	3.29E+09	0	No Storage	0		
INFR_TAZ_5139_link_405_GH2truck_3_2026	link_405	GH2 Truck Link	No	2026	30	788321.9563	1	68	45525.44659	3737.461434	0	No Storage	0		
INFR_TAZ_5139_link_766_GH2truck_3_2026	link_766	GH2 Truck Link	No	2026	30	84387.58478	1	73	5231.703186	429.502407	0	No Storage	0		
INFR_TAZ_5139_link_405_LH2_Truck_3_2026	link_405	LH2 Truck Link	No	2026	30	836487.3384	1	68	4.03E+06	334191.0089	0	No Storage	0		
INFR_TAZ_5139_link_442_LH2_Truck_3_2026	link_442	LH2 Truck Link	No	2026	30	5.04E+06	1	177	698262.23	69804.70395	0	No Storage	0		
INFR_TAZ_5139_PipelineNodalStorage_3_2026	TAZ_5139	GH2 Pipeline Nodal Storage	No	2026	15	730000	1	0	0	0	0	GH2 Pipeline Salt Cavern Storage	0		
INFR_TAZ_5139_PipelineNodalStorage_5_2026	TAZ_5139	GH2 Pipeline Station (700bar)	No	2026	20	730000	1	0	7.24E+06	739442.2963	0	No Storage	0		
INFR_TAZ_740_link_1191_PipelineNodalStorage_4_2026	link_1191	GH2 Pipeline (transmission)	No	2026	50	2.70E+06	1	26	1.53E+07	547403.0572	0	No Storage	0		7.396491196
INFR_TAZ_740_link_1192_PipelineNodalStorage_4_2026	link_1192	GH2 Pipeline (transmission)	No	2026	50	73000	1	24	5.99E+08	1.98E+07	0	No Storage	0		0.2
INFR_TAZ_5636_PipelineNodalStorage_5_2026	TAZ_5636	GH2 Pipeline Station (700bar)	No	2026	20	547500	1	0	5.43E+06	568693.9401	0	No Storage	0		
INFR_TAZ_5636_link_35_PipelineNodalStorage_2_2026	link_35	GH2 Pipeline (transmission)	No	2026	50	888289.2181	1	37	4.12E+08	1.37E+07	0	No Storage	0		2.433669091
INFR_TAZ_5636_link_39_PipelineNodalStorage_2_2026	link_39	GH2 Pipeline (transmission)	No	2026	50	730000	1	40	9.98E+08	3.31E+07	0	No Storage	0		2
INFR_TAZ_5636_link_7_PipelineNodalStorage_4_2026	link_7	GH2 Pipeline (transmission)	No	2026	50	638750	1	37	7.07E+08	2.34E+07	0	No Storage	0		1.75
INFR_TAZ_6120_LH2_Truck_4_2026	TAZ_6120	LH2 Station (gas dispensing)	No	2026	20	182500	1	0	1.96E+06	307203.7691	0	No Storage	0		
INFR_TAZ_643_LH2_Truck_4_2026	TAZ_643	LH2 Station (gas dispensing)	No	2026	20	4664.326883	1	0	4.66E+09	7.05E+08	0	No Storage	0		
INFR_TAZ_643_link_1105_LH2_Truck_3_2026	link_1105	LH2 Truck Link	No	2026	30	1.93E+06	1	13	19897.94454	2017.043276	0	No Storage	0		
INFR_TAZ_1946_link_1016_PipelineNodalStorage_2_2026	link_1016	GH2 Pipeline (transmission)	No	2026	50	103913.3345	1	24	1.21E+09	4.02E+07	0	No Storage	0		0.284694067
INFR_TAZ_821_link_1148_GH2truck_3_2026	link_1148	GH2 Truck Link	No	2026	30	4143.018514	1	13	45.74060512	3.755125109	0	No Storage	0		
INFR_TAZ_821_LH2_Truck_4_2026	TAZ_821	LH2 Station (gas dispensing)	No	2026	20	182500	1	0	1.96E+06	307203.7691	0	No Storage	0		
INFR_TAZ_3601_PipelineNodalStorage_5_2026	TAZ_3601	GH2 Pipeline Station (700bar)	No	2026	20	746936.4713	1	0	7.41E+06	756592.6483	0	No Storage	0		
INFR_TAZ_228_GH2truck_4_2026	TAZ_228	GH2 Truck Station (700bar)	No	2026	20	7273.31119	1	0	7.27E+09	8.60E+08	0	No Storage	0		
INFR_TAZ_228_link_1068_PipelineNodalStorage_2_2026	link_1068	GH2 Pipeline (transmission)	No	2026	50	187944.4666	1	112	1.85E+08	6.14E+06	0	No Storage	0		0.514916347
