Network ID	Zone	Fraction
TAZ_6424	Zone_WEC_SDGE	1
WEC_SDGE	Zone_WEC_SDGE	1
WECC_IID	Zone_WECC_IID	1
Cavern_18	Zone_WECC_AZ	1
TAZ_4619	Zone_WEC_LADW	1
WEC_LADW	Zone_WEC_LADW	1
Cavern_5	Zone_WECC_NM	1
WECC_AZ	Zone_WECC_AZ	1
WECC_SCE	Zone_WECC_SCE	1
Cavern_16	Zone_WECC_AZ	1
Cavern_17	Zone_WECC_NM	1
Cavern_19	Zone_WECC_SCE	1
WECC_NM	Zone_WECC_NM	1
TAZ_2947	Zone_WECC_SCE	1
Cavern_23	Zone_WECC_SNV	1
Cavern_22	Zone_WECC_AZ	1
WECC_SNV	Zone_WECC_SNV	1
Cavern_21	Zone_WECC_SNV	1
Cavern_20	Zone_WECC_AZ	1
TAZ_2312	Zone_WEC_CALN	1
Cavern_12	Zone_WECC_AZ	1
Cavern_14	Zone_WECC_NM	1
WECC_SF	Zone_WECC_SF	1
TAZ_1408	Zone_WECC_SF	1
Cavern_13	Zone_WECC_CO	1
TAZ_531	Zone_WEC_CALN	1
Cavern_15	Zone_WECC_UT	1
Cavern_24	Zone_WECC_CO	1
Cavern_4	Zone_WECC_CO	1
WECC_UT	Zone_WECC_UT	1
Cavern_7	Zone_WECC_UT	1
WECC_NNV	Zone_WECC_NNV	1
WECC_CO	Zone_WECC_CO	1
WEC_CALN	Zone_WEC_CALN	1
Cavern_8	Zone_WECC_CO	1
Cavern_2	Zone_WECC_CO	1
Cavern_6	Zone_WECC_WY	1
Cavern_10	Zone_WECC_UT	1
Cavern_9	Zone_WECC_ID	1
Cavern_11	Zone_WECC_WY	1
Cavern_3	Zone_WECC_WY	1
WECC_WY	Zone_WECC_WY	1
WECC_ID	Zone_WECC_ID	1
WECC_PNW	Zone_WECC_PNW	1
Cavern_1	Zone_WECC_WY	1
Cavern_0	Zone_WECC_MT	1
WECC_MT	Zone_WECC_MT	1
link_1	Zone_WEC_LADW	1
link_2	Zone_WECC_SCE	0.5
link_2	Zone_WEC_LADW	0.5
link_3	Zone_WECC_SCE	0.7
link_3	Zone_WEC_LADW	0.3
link_4	Zone_WECC_SCE	0.3
link_4	Zone_WEC_CALN	0.7
link_6	Zone_WECC_IID	0.4
link_6	Zone_WEC_SDGE	0.6
link_7	Zone_WECC_IID	0.2
link_7	Zone_WECC_SCE	0.8
link_8	Zone_WECC_SCE	0.6
link_8	Zone_WECC_SNV	0.4
link_9	Zone_WECC_SCE	0.4
link_9	Zone_WEC_LADW	0.3
link_9	Zone_WEC_SDGE	0.3
link_11	Zone_WEC_SDGE	1
link_12	Zone_WECC_IID	0.5
link_12	Zone_WEC_SDGE	0.5
link_13	Zone_WECC_SCE	0.8
link_13	Zone_WEC_SDGE	0.2
link_14	Zone_WECC_AZ	1
link_15	Zone_WECC_AZ	1
link_16	Zone_WECC_AZ	1
link_17	Zone_WECC_AZ	1
link_18	Zone_WECC_AZ	0.8
link_18	Zone_WECC_IID	0.2
link_19	Zone_WECC_AZ	1
link_20	Zone_WECC_SCE	0.7
link_20	Zone_WEC_LADW	0.3
link_21	Zone_WECC_SCE	1
link_22	Zone_WECC_SCE	1
link_23	Zone_WECC_SCE	0.6
link_23	Zone_WECC_SNV	0.4
link_24	Zone_WECC_SCE	0.8
link_24	Zone_WEC_SDGE	0.2
link_25	Zone_WECC_AZ	1
link_26	Zone_WECC_AZ	1
link_27	Zone_WECC_SNV	1
link_28	Zone_WECC_AZ	0.4
link_28	Zone_WECC_SNV	0.6
link_29	Zone_WECC_AZ	1
link_30	Zone_WECC_AZ	0.1
link_30	Zone_WECC_IID	0.2
link_30	Zone_WECC_SCE	0.6
link_30	Zone_WECC_SNV	0.1
link_31	Zone_WECC_AZ	0.2
link_31	Zone_WECC_SCE	0.6
link_31	Zone_WECC_SNV	0.2
link_32	Zone_WECC_AZ	1
link_33	Zone_WECC_AZ	0.8
link_33	Zone_WECC_SNV	0.2
link_34	Zone_WECC_AZ	0.7
link_34	Zone_WECC_SNV	0.3
link_35	Zone_WECC_SCE	0.7
link_35	Zone_WECC_SNV	0.3
link_36	Zone_WECC_SNV	1
link_37	Zone_WECC_AZ	0.6
link_37	Zone_WECC_SNV	0.4
link_38	Zone_WECC_AZ	0.8
link_38	Zone_WECC_SNV	0.2
link_39	Zone_WECC_AZ	0.5
link_39	Zone_WECC_IID	0.1
link_39	Zone_WECC_NM	0.3
link_39	Zone_WEC_SDGE	0.1
link_40	Zone_WECC_AZ	0.5
link_40	Zone_WECC_IID	0.1
link_40	Zone_WECC_NM	0.4
link_41	Zone_WECC_AZ	0.5
link_41	Zone_WECC_NM	0.5
link_42	Zone_WECC_NM	1
link_43	Zone_WECC_AZ	0.2
link_43	Zone_WECC_NM	0.8
link_44	Zone_WECC_NM	1
link_45	Zone_WECC_AZ	0.2
link_45	Zone_WECC_NM	0.8
link_46	Zone_WECC_AZ	0.6
link_46	Zone_WECC_NM	0.4
link_47	Zone_WECC_AZ	0.9
link_47	Zone_WECC_NM	0.1
link_48	Zone_WECC_NM	1
link_49	Zone_WECC_NM	1
link_50	Zone_WECC_NM	1
link_51	Zone_WECC_CO	0.4
link_51	Zone_WECC_NM	0.6
link_52	Zone_WECC_CO	1
link_52	Zone_WECC_NM	0
link_53	Zone_WECC_CO	1
