Network ID	X	Y	Area [km^2]	Production?	Cost [$]	Cost [$/yr]	Population
TAZ_109	-123.7551974	41.15414774	3012.213064	No	3.21E+11	0	7184
TAZ_129	-121.0986112	41.59615791	5189.687596	No	2.50E+11	0	2816
TAZ_130	-120.5053709	41.57613233	3877.990221	No	1.87E+11	0	2087
TAZ_154	-122.2437372	40.41573204	59.17383237	No	2403883021	0	6949
TAZ_156	-122.3591428	40.99509288	1269.405875	No	51568456983	0	1477
TAZ_164	-123.0202297	41.40137338	3765.693095	No	1.67E+11	0	5259
TAZ_165	-122.6608479	41.67715125	757.2568857	No	33681975515	0	11523
TAZ_166	-122.435599	41.48237587	623.2986063	No	27723654669	0	7444
TAZ_167	-122.327961	41.34747978	408.6278763	No	18175330438	0	6991
TAZ_202	-121.8872217	39.82471159	65.36554114	No	3716612637	0	3450
TAZ_263	-120.5351281	39.3930902	1266.78606	No	1.01E+11	0	8476
TAZ_277	-120.5160143	39.58068867	2491.967669	No	1.69E+11	0	3240
TAZ_313	-121.526335	38.57428469	5.151118668	No	1184840285	0	7460
TAZ_320	-121.7532357	38.5524488	4.250050835	No	1017863052	0	12746
TAZ_418	-119.9782501	38.95079416	23.79331502	No	2032526206	0	6760
TAZ_419	-119.9661439	38.84199862	178.1597439	No	15219163371	0	4935
TAZ_427	-121.239248	38.75852507	7.528860089	No	715331566.7	0	7510
TAZ_507	-121.4907997	38.59719828	1.983605514	No	304143761.2	0	603
TAZ_512	-121.5448718	38.61769233	6.581379764	No	1009114757	0	1844
TAZ_522	-121.4380793	38.61973257	4.17684825	No	640430936.4	0	9885
TAZ_712	-121.3884115	38.35836191	49.3991403	No	7574308613	0	1873
TAZ_817	-122.2196517	38.39891578	373.3422812	No	1.16E+11	0	6785
TAZ_821	-122.2301481	38.2275359	75.13518491	No	23380531662	0	10470
TAZ_857	-122.0995518	38.21860999	47.85527754	No	7339955118	0	4711
TAZ_983	-122.5467285	38.21901059	180.2735952	No	50591501075	0	8392
TAZ_1179	-122.4501599	37.6781211	6.729135467	No	9507082536	0	2893
TAZ_1210	-122.4141186	37.53455212	89.6314525	No	1.27E+11	0	4141
TAZ_1293	-122.3941221	37.66163151	2.047755669	No	2893117883	0	17
TAZ_1309	-122.0638217	37.90762263	0.721392721	No	264947638.7	0	310
TAZ_1314	-121.8191152	37.83228967	340.2680385	No	1.25E+11	0	32233
TAZ_1320	-122.1111206	37.97708732	9.328959271	No	3426269296	0	9234
TAZ_1360	-121.7682585	38.00875491	9.352749656	No	3435006848	0	2985
TAZ_1403	-122.2716883	37.80141911	0.146694488	No	109076761.6	0	1569
TAZ_1413	-122.1488526	37.68534648	2.813728718	No	2092187791	0	10330
TAZ_1686	-121.8073756	37.55683738	269.0897495	No	2.00E+11	0	8075
TAZ_1718	-122.1447302	37.42808644	1.509822934	No	1958398004	0	3492
TAZ_1796	-121.9737655	37.4414115	42.08381853	No	54587107097	0	2121
