Technology	Year	Nameplate Capacity [kg/yr]	Production?	Lifetime [yr]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]	Maximum Utilization [kg/kg]	Storage [kg]
GH2 Truck Station (350bar)	2005	728241.7859	No	20	0.960730977	3444743572	0	63980480297	0	0	0	1	0
GH2 Truck Station (350bar)	2005	764653.8752	No	20	0.6	3609811111	0	67050915497	0	0	0	1	0
GH2 Truck Station (350bar)	2005	802886.5689	No	20	0.6	3624318091	0	67324200601	0	0	0	1	0
GH2 Truck Station (350bar)	2005	843030.8974	No	20	0.918270324	3639384772	0	67608080077	0	0	0	1	0
GH2 Truck Station (350bar)	2005	885182.4422	No	20	0.880931766	3805898029	0	70705973739	0	0	0	1	0
GH2 Truck Station (350bar)	2005	929441.5643	No	20	0.640895339	3972795300	0	73811228593	0	0	0	1	0
GH2 Truck Station (350bar)	2005	975913.6426	No	20	0.829766243	4099011628	0	76155725056	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1024709.325	No	20	0.6	4268099655	0	79302106268	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1075944.791	No	20	0.799654419	4287404704	0	79665819744	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1129742.03	No	20	0.772204825	4457715004	0	82835432844	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1186229.132	No	20	0.6	4628592941	0	86015877640	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1245540.589	No	20	0.735182879	4759813373	0	88454601877	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1307817.618	No	20	0.712583333	4933352256	0	91685032239	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1373208.499	No	20	0.69152708	5107586521	0	94928710912	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1441868.924	No	20	0.6	5282546806	0	98186223787	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1513962.37	No	20	0.663787846	5418657523	0	1.01E+11	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1589660.489	No	20	0.646073362	5596689178	0	1.04E+11	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1669143.513	No	20	1	5775576270	0	1.07E+11	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1752600.689	No	20	0.607835948	6065057588	0	1.13E+11	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1840230.723	No	20	0.6	6247247680	0	1.16E+11	0	0	0	1	0
GH2 Truck Station (350bar)	2005	1932242.259	No	20	1	6430432065	0	1.20E+11	0	0	0	1	0
GH2 Truck Station (350bar)	2005	2028854.372	No	20	0.6	6873717649	0	1.28E+11	0	0	0	1	0
GH2 Truck Station (350bar)	2005	2130297.091	No	20	1	7060492091	0	1.31E+11	0	0	0	1	0
GH2 Truck Station (700bar)	2005	18250	No	20	0.6	1767569.367	0	95479.17392	0	0	0	1	0
GH2 Truck Station (700bar)	2005	20075	No	20	0.6	1769688.251	0	95796.79605	0	0	0	1	0
GH2 Truck Station (700bar)	2005	22082.5	No	20	0.6	1772016.443	0	96146.05055	0	0	0	1	0
GH2 Truck Station (700bar)	2005	24290.75	No	20	0.6	1774574.346	0	96530.07409	0	0	0	1	0
GH2 Truck Station (700bar)	2005	26719.825	No	20	0.6	1777384.294	0	96952.31162	0	0	0	1	0
GH2 Truck Station (700bar)	2005	29391.8075	No	20	0.6	1780470.73	0	97416.54618	0	0	0	1	0
GH2 Truck Station (700bar)	2005	32330.98825	No	20	0.6	1783860.386	0	97926.93141	0	0	0	1	0
GH2 Truck Station (700bar)	2005	35564.08708	No	20	0.6	1787582.487	0	98488.02718	0	0	0	1	0
GH2 Truck Station (700bar)	2005	39120.49578	No	20	0.6	1791668.961	0	99104.83837	0	0	0	1	0
GH2 Truck Station (700bar)	2005	43032.54536	No	20	0.6	1796154.67	0	99782.85733	0	0	0	1	0
GH2 Truck Station (700bar)	2005	47335.7999	No	20	0.6	1801077.652	0	100528.1101	0	0	0	1	0
GH2 Truck Station (700bar)	2005	52069.37989	No	20	0.6	1806479.383	0	101347.207	0	0	0	1	0
GH2 Truck Station (700bar)	2005	57276.31788	No	20	0.6	1812405.052	0	102247.3974	0	0	0	1	0
GH2 Truck Station (700bar)	2005	63003.94966	No	20	0.6	1818903.849	0	103236.6297	0	0	0	1	0
GH2 Truck Station (700bar)	2005	69304.34463	No	20	0.6	1826029.275	0	104323.6168	0	0	0	1	0
GH2 Truck Station (700bar)	2005	76234.77909	No	20	0.6	1833839.463	0	105517.9067	0	0	0	1	0
GH2 Truck Station (700bar)	2005	83858.257	No	20	1	1842397.513	0	106829.9597	0	0	0	1	0
GH2 Truck Station (700bar)	2005	92244.0827	No	20	0.6	2031679.76	0	124544.827	0	0	0	1	0
GH2 Truck Station (700bar)	2005	101468.491	No	20	0.6	2041944.466	0	126127.8643	0	0	0	1	0
GH2 Truck Station (700bar)	2005	111615.3401	No	20	0.6	2053179.699	0	127866.3965	0	0	0	1	0
GH2 Truck Station (700bar)	2005	122776.8741	No	20	0.6	2065472.047	0	129775.4488	0	0	0	1	0
GH2 Truck Station (700bar)	2005	135054.5615	No	20	0.85367484	2078914.922	0	131871.4569	0	0	0	1	0
GH2 Truck Station (700bar)	2005	148560.0176	No	20	0.6	2255135.338	0	142413.523	0	0	0	1	0
GH2 Truck Station (700bar)	2005	163416.0194	No	20	0.873445308	2272964.382	0	145029.6307	0	0	0	1	0
GH2 Truck Station (700bar)	2005	179757.6213	No	20	0.6	2470283.951	0	164068.8001	0	0	0	1	0
GH2 Truck Station (700bar)	2005	197733.3835	No	20	0.6	2491527.341	0	167217.7348	0	0	0	1	0
GH2 Truck Station (700bar)	2005	217506.7218	No	20	0.6	2514695.054	0	170671.5275	0	0	0	1	0
GH2 Truck Station (700bar)	2005	239257.394	No	20	0.769794184	2653707.713	0	176563.5572	0	0	0	1	0
GH2 Truck Station (700bar)	2005	263183.1334	No	20	0.6	2855728.626	0	196782.3391	0	0	0	1	0
GH2 Truck Station (700bar)	2005	289501.4467	No	20	0.6	2883381.713	0	201291.882	0	0	0	1	0
GH2 Truck Station (700bar)	2005	318451.5914	No	20	0.724725923	2913440.241	0	206234.0192	0	0	0	1	0
GH2 Truck Station (700bar)	2005	350296.7505	No	20	0.6	3121795.617	0	227708.4081	0	0	0	1	0
GH2 Truck Station (700bar)	2005	367811.5881	No	20	0.6	3139572.71	0	230677.5693	0	0	0	1	0
GH2 Truck Station (700bar)	2005	386202.1675	No	20	1	3158106.226	0	233788.432	0	0	0	1	0
GH2 Truck Station (700bar)	2005	405512.2759	No	20	1	3340965.953	0	245391.5355	0	0	0	1	0
GH2 Truck Station (700bar)	2005	425787.8896	No	20	0.6	Infinity	0	Infinity	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	10000	No	20	0.6	689732.8306	0	129791.7386	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	11000	No	20	0.6	694535.0322	0	132548.7202	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	12100	No	20	0.6	699740.5989	0	135389.213	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	13310	No	20	0.6	705384.4498	0	138316.7477	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	14641	No	20	0.6	711504.6127	0	141335.0787	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	16105.1	No	20	0.6	718142.5078	0	144448.202	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	17715.61	No	20	0.6	725343.2577	0	147660.3756	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	19487.171	No	20	0.6	733156.0267	0	150976.1406	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	21435.8881	No	20	0.6	741634.3912	0	154400.3457	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	23579.47691	No	20	0.6	750836.7456	0	157938.1725	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	25937.4246	No	20	0.6	760826.7454	0	161595.1641	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	28531.16706	No	20	0.6	771673.7921	0	165377.2559	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	31384.28377	No	20	0.6	783453.5643	0	169290.8095	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	34522.71214	No	20	0.6	796248.5979	0	173342.6495	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	37974.98336	No	20	0.6	810148.9215	0	177540.1038	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	41772.48169	No	20	0.6	825252.7513	0	181891.0478	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	45949.72986	No	20	0.6	841667.2523	0	186403.9527	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	50544.70285	No	20	0.6	859509.3711	0	191087.938	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	55599.17313	No	20	0.6	878906.747	0	195952.8294	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	61159.09045	No	20	0.6	899998.7108	0	201009.2218	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	67274.99949	No	20	0.6	922937.3771	0	206268.5485	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	74002.49944	No	20	0.6	947888.8411	0	211743.1567	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	81402.74939	No	20	0.6	975034.4891	0	217446.3902	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	89543.02433	No	20	0.6	1004572.434	0	223392.6799	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	98497.32676	No	20	0.6	1036719.086	0	229597.6434	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	108347.0594	No	20	0.6	1071710.877	0	236078.1932	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	119181.7654	No	20	0.6	1263113.113	0	248769.8634	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	131099.9419	No	20	0.6	1304594.172	0	255858.1093	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	144209.9361	No	20	0.6	1349769.574	0	263281.6964	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	158630.9297	No	20	0.6	1398976.592	0	271064.0257	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	174494.0227	No	20	0.6	1452583.94	0	279230.5132	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	191943.425	No	20	0.6	1510994.756	0	287808.7773	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	211137.7675	No	20	0.6	1574649.866	0	296828.845	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	232251.5442	No	20	0.6	1797338.338	0	312240.5849	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	255476.6986	No	20	0.6	1872973.535	0	322245.1235	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	281024.3685	No	20	0.6	1955439.225	0	332798.3633	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	309126.8053	No	20	0.6	2063860.829	0	344656.2791	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	340039.4859	No	20	0.6	2161939.989	0	356437.1303	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	374043.4344	No	20	0.6	2422233.568	0	374822.0085	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	411447.7779	No	20	0.6	2538954.435	0	388031.0769	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	452592.5557	No	20	0.6	2666314.489	0	402041.0774	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	497851.8112	No	20	0.6	2958611.245	0	422834.179	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	547636.9924	No	20	0.6	3110315.144	0	438646.8717	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	602400.6916	No	20	0.6	3456858.138	0	462424.5938	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	662640.7608	No	20	0.6	3637664.625	0	480350.2735	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	728904.8369	No	20	0.928205466	3988402.847	0	505384.3023	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	801795.3205	No	20	0.6	4357324.802	0	531710.4124	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	881974.8526	No	20	0.937064245	4592831.009	0	553521.727	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	970172.3378	No	20	0.774668737	5021900.126	0	583487.1175	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	1115698.189	No	20	0.89970373	5596142.833	0	626654.386	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	1227268.007	No	20	0.831964318	6097193.021	0	661285.9831	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	1349994.808	No	20	0.8187855	6600353.271	0	696919.6843	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	1484994.289	No	20	1	7136066.875	0	734769.2474	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	1633493.718	No	20	0.816915434	7879217.404	0	781662.899	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	1796843.09	No	20	0.94910707	8517211.015	0	825588.0417	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	1976527.399	No	20	0.937713776	9323597.081	0	877262.0832	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	2174180.138	No	20	0.763304488	10195252.55	0	932774.1079	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	2391598.152	No	20	1	10964610.55	0	985769.0828	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	2630757.967	No	20	0.866959617	12078405.46	0	1053610.44	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	2893833.764	No	20	1	13118838.66	0	1120306.991	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	3183217.141	No	20	0.928512082	15024789.48	0	1242103.475	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	3501538.855	No	20	0.907714609	16415042.21	0	1327525.3	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	3851692.74	No	20	1	17898422.22	0	1418782.972	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	4236862.014	No	20	0.859138265	21188893.94	0	1621098.182	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	4660548.216	No	20	0.922171951	22996954.54	0	1733563.94	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	5126603.037	No	20	0.951682623	25109698.61	0	1861023.695	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	5639263.341	No	20	0.931347796	27493763.92	0	2002515.715	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	6203189.675	No	20	0.907995419	30045897.77	0	2154379.316	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	6823508.643	No	20	0.939053182	32761935.71	0	2316809.523	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	7505859.507	No	20	0.950953596	35829395.96	0	2497433.974	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	8256445.457	No	20	0.931409874	39228527.75	0	2695917.855	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	9082090.003	No	20	0.941137326	42870205.46	0	2909260.045	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	9990299.004	No	20	0.949985177	46893404.71	0	3143398.051	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	10989328.9	No	20	0.92784379	51337439.41	0	3400353.015	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	12088261.79	No	20	0.958496294	56084150.91	0	3676211.808	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	13297087.97	No	20	0.934599729	61449009.17	0	3983827.844	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	14626796.77	No	20	0.956859126	67173886.61	0	4313980.571	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	16089476.45	No	20	0.949440791	73588075.53	0	4680163.87	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	17698424.09	No	20	0.964097949	80557753.97	0	5078164.535	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	19468266.5	No	20	0.956210327	88310827.05	0	5517697.614	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	21415093.15	No	20	0.944501768	96737323	0	5995590.744	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	23556602.47	No	20	0.964524717	105849675.1	0	6513558.649	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	25912262.71	No	20	0.962479605	116041623.8	0	7088026.947	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	28503488.99	No	20	0.961972849	127190130.4	0	7715687.92	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	31353837.88	No	20	0.9579647	139402978.1	0	8402218.355	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	34489221.67	No	20	0.960063304	152730151.7	0	9151241.758	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	37938143.84	No	20	0.962880564	167364899.5	0	9972132.414	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	41731958.22	No	20	0.968806993	183451215.3	0	10872391.16	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	45905154.05	No	20	0.963492398	201197285	0	11862338.64	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	50495669.45	No	20	0.965223867	220548269	0	12942294.82	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	55545236.4	No	20	0.969492638	241800314.3	0	14126297.62	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	61099760.04	No	20	0.965235372	265208088.1	0	15427154.82	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	67209736.04	No	20	0.968463194	290763875.3	0	16847702.4	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	73930709.64	No	20	0.965106157	318880337.1	0	18407420.55	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	81323780.61	No	20	0.97236336	349603744.7	0	20111885.21	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	89456158.67	No	20	0.967790403	383552489.8	0	21989110.79	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	98401774.54	No	20	0.969007022	420614509.2	0	24039366.04	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	113162040.7	No	20	0.968296216	481615974.3	0	27408765.2	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	130136346.8	No	20	0.969980254	551409662.8	0	31259542.39	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	156163616.2	No	20	0.968960913	658079886.9	0	37132738.69	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	187396339.4	No	20	0.965770711	785239522	0	44124017.51	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	224875607.3	No	20	0.628068441	936425169.6	0	52417235.73	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	269850728.8	No	20	0.971268737	1050036317	0	58041595.19	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	323820874.5	No	20	0.792893604	1253460316	0	69062327.08	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	388585049.4	No	20	0.8660058	1448414595	0	79148970.11	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	466302059.3	No	20	0.978684265	1696150211	0	92128518.76	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	559562471.2	No	20	0.904192967	2027485469	0	109866047.8	0	0	0	1	0
GH2 Truck Terminal w/Salt Cavern Storage	2005	671474965.4	No	20	1	2390853008	0	128968324.5	0	0	0	1	0
LH2 Pipeline Compressor	2005	10000	No	20	0.6	18318.54256	0	2472.98064	0	0	0	1	0
LH2 Pipeline Compressor	2005	11000	No	20	0.6	18642.44309	0	2535.054052	0	0	0	1	0
LH2 Pipeline Compressor	2005	12100	No	20	0.6	18992.75681	0	2599.81071	0	0	0	1	0
LH2 Pipeline Compressor	2005	13310	No	20	0.6	19371.63763	0	2667.412066	0	0	0	1	0
LH2 Pipeline Compressor	2005	14641	No	20	0.6	19781.41513	0	2738.031358	0	0	0	1	0
LH2 Pipeline Compressor	2005	16105.1	No	20	0.6	20224.60884	0	2811.85453	0	0	0	1	0
LH2 Pipeline Compressor	2005	17715.61	No	20	0.6	20703.94377	0	2889.081242	0	0	0	1	0
LH2 Pipeline Compressor	2005	19487.171	No	20	0.6	21222.36712	0	2969.925948	0	0	0	1	0
LH2 Pipeline Compressor	2005	21435.8881	No	20	0.6	21783.06646	0	3054.61907	0	0	0	1	0
LH2 Pipeline Compressor	2005	23579.47691	No	20	0.6	22389.48927	0	3143.408262	0	0	0	1	0
LH2 Pipeline Compressor	2005	25937.4246	No	20	0.6	23045.36416	0	3236.559778	0	0	0	1	0
LH2 Pipeline Compressor	2005	28531.16706	No	20	0.6	23754.72383	0	3334.359948	0	0	0	1	0
LH2 Pipeline Compressor	2005	31384.28377	No	20	0.6	24521.92981	0	3437.116781	0	0	0	1	0
LH2 Pipeline Compressor	2005	34522.71214	No	20	0.6	25351.69929	0	3545.161687	0	0	0	1	0
LH2 Pipeline Compressor	2005	37974.98336	No	20	0.6	26249.13417	0	3658.851348	0	0	0	1	0
LH2 Pipeline Compressor	2005	41772.48169	No	20	0.6	27219.75236	0	3778.569733	0	0	0	1	0
LH2 Pipeline Compressor	2005	45949.72986	No	20	0.6	28269.52176	0	3904.730283	0	0	0	1	0
LH2 Pipeline Compressor	2005	50544.70285	No	20	0.6	29404.89693	0	4037.778268	0	0	0	1	0
LH2 Pipeline Compressor	2005	55599.17313	No	20	0.6	30632.85879	0	4178.193339	0	0	0	1	0
LH2 Pipeline Compressor	2005	61159.09045	No	20	0.6	31960.95752	0	4326.492281	0	0	0	1	0
LH2 Pipeline Compressor	2005	67274.99949	No	20	0.6	33397.359	0	4483.232	0	0	0	1	0
LH2 Pipeline Compressor	2005	74002.49944	No	20	0.6	34950.89502	0	4649.012739	0	0	0	1	0
LH2 Pipeline Compressor	2005	81402.74939	No	20	0.6	36631.11758	0	4824.481568	0	0	0	1	0
LH2 Pipeline Compressor	2005	89543.02433	No	20	0.6	38448.35761	0	5010.336147	0	0	0	1	0
LH2 Pipeline Compressor	2005	98497.32676	No	20	0.6	40413.78851	0	5207.3288	0	0	0	1	0
LH2 Pipeline Compressor	2005	108347.0594	No	20	0.6	42539.49482	0	5416.270922	0	0	0	1	0
LH2 Pipeline Compressor	2005	119181.7654	No	20	0.6	44838.54656	0	5638.037738	0	0	0	1	0
LH2 Pipeline Compressor	2005	131099.9419	No	20	0.6	47325.07957	0	5873.57345	0	0	0	1	0
LH2 Pipeline Compressor	2005	144209.9361	No	20	0.6	50014.38243	0	6123.896811	0	0	0	1	0
LH2 Pipeline Compressor	2005	158630.9297	No	20	0.605826534	52922.99044	0	6390.107138	0	0	0	1	0
LH2 Pipeline Compressor	2005	174494.0227	No	20	0.618102431	56068.78734	0	6673.390825	0	0	0	1	0
LH2 Pipeline Compressor	2005	191943.425	No	20	0.629903971	59471.11521	0	6975.028382	0	0	0	1	0
LH2 Pipeline Compressor	2005	211137.7675	No	20	0.641223994	63150.89345	0	7296.402045	0	0	0	1	0
LH2 Pipeline Compressor	2005	232251.5442	No	20	0.652058743	67130.74736	0	7639.004007	0	0	0	1	0
LH2 Pipeline Compressor	2005	255476.6986	No	20	0.662407626	71435.14727	0	8004.44532	0	0	0	1	0
LH2 Pipeline Compressor	2005	281024.3685	No	20	0.672272949	76090.55901	0	8394.465517	0	0	0	1	0
LH2 Pipeline Compressor	2005	309126.8053	No	20	0.681659636	81125.60662	0	8810.943017	0	0	0	1	0
LH2 Pipeline Compressor	2005	340039.4859	No	20	0.69057494	86571.24833	0	9255.906388	0	0	0	1	0
LH2 Pipeline Compressor	2005	374043.4344	No	20	0.69902815	92460.96697	0	9731.546508	0	0	0	1	0
LH2 Pipeline Compressor	2005	411447.7779	No	20	0.70703031	98830.97576	0	10240.22973	0	0	0	1	0
LH2 Pipeline Compressor	2005	452592.5557	No	20	0.714593935	105720.441	0	10784.51213	0	0	0	1	0
LH2 Pipeline Compressor	2005	497851.8112	No	20	0.721732753	113171.723	0	11367.15485	0	0	0	1	0
LH2 Pipeline Compressor	2005	547636.9924	No	20	0.728461457	121230.6363	0	11991.14082	0	0	0	1	0
LH2 Pipeline Compressor	2005	602400.6916	No	20	0.734795472	129946.7315	0	12659.69268	0	0	0	1	0
LH2 Pipeline Compressor	2005	662640.7608	No	20	0.740750751	139373.6	0	13376.2923	0	0	0	1	0
LH2 Pipeline Compressor	2005	728904.8369	No	20	0.746343583	149569.2034	0	14144.7018	0	0	0	1	0
LH2 Pipeline Compressor	2005	801795.3205	No	20	0.751590427	160596.2298	0	14968.98634	0	0	0	1	0
LH2 Pipeline Compressor	2005	881974.8526	No	20	0.756507761	172522.4796	0	15853.53872	0	0	0	1	0
LH2 Pipeline Compressor	2005	970172.3378	No	20	0.76212829	185421.2818	0	16803.10602	0	0	0	1	0
LH2 Pipeline Compressor	2005	1115698.189	No	20	0.767330931	206261.9505	0	18323.93133	0	0	0	1	0
LH2 Pipeline Compressor	2005	1227268.007	No	20	0.771231205	221912.1126	0	19456.65446	0	0	0	1	0
LH2 Pipeline Compressor	2005	1349994.808	No	20	0.774872863	238838.5019	0	20674.01728	0	0	0	1	0
LH2 Pipeline Compressor	2005	1484994.289	No	20	0.778270693	257145.1911	0	21982.7355	0	0	0	1	0
LH2 Pipeline Compressor	2005	1633493.718	No	20	0.781438965	276944.7398	0	23390.06798	0	0	0	1	0
LH2 Pipeline Compressor	2005	1796843.09	No	20	0.784391402	298358.8865	0	24903.86095	0	0	0	1	0
LH2 Pipeline Compressor	2005	1976527.399	No	20	0.787141159	321519.2973	0	26532.59571	0	0	0	1	0
LH2 Pipeline Compressor	2005	2174180.138	No	20	0.789700804	346568.3752	0	28285.44039	0	0	0	1	0
LH2 Pipeline Compressor	2005	2391598.152	No	20	0.79208232	373660.1355	0	30172.30581	0	0	0	1	0
LH2 Pipeline Compressor	2005	2630757.967	No	20	0.794297094	402961.1535	0	32203.90593	0	0	0	1	0
LH2 Pipeline Compressor	2005	2893833.764	No	20	0.796355931	434651.5879	0	34391.8232	0	0	0	1	0
LH2 Pipeline Compressor	2005	3183217.141	No	20	0.798269058	468926.289	0	36748.57928	0	0	0	1	0
LH2 Pipeline Compressor	2005	3501538.855	No	20	0.800046139	505995.9966	0	39287.7115	0	0	0	1	0
