Network ID	X	Y	Area [km^2]	Production?	Cost [$]	Cost [$/yr]	Population
TAZ_109	-123.7551974	41.15414774	0	No	0.00E+00	0	0
TAZ_124	-120.50484	40.43580844	0	No	0.00E+00	0	0
TAZ_129	-121.0986112	41.59615791	0	No	0.00E+00	0	0
TAZ_130	-120.5053709	41.57613233	0	No	0	0	0
TAZ_164	-123.0202297	41.40137338	0	No	0	0	0
TAZ_166	-122.435599	41.48237587	0	No	0.00E+00	0	0
TAZ_167	-122.327961	41.34747978	0	No	0	0	0
TAZ_202	-121.8872217	39.82471159	0	No	0	0	0
TAZ_228	-122.3578413	39.21909733	0	No	0	0	0
TAZ_262	-120.1363033	39.33684682	0	No	0	0	0
TAZ_263	-120.5351281	39.3930902	0	No	0.00E+00	0	0
TAZ_277	-120.5160143	39.58068867	0	No	0.00E+00	0	0
TAZ_313	-121.526335	38.57428469	0	No	0	0	0
TAZ_416	-120.0826448	38.95852661	0	No	0	0	0
TAZ_507	-121.4907997	38.59719828	0	No	0	0	0
TAZ_512	-121.5448718	38.61769233	0	No	0	0	0
TAZ_712	-121.3884115	38.35836191	0	No	0	0	0
TAZ_821	-122.2301481	38.2275359	0	No	0	0	0
TAZ_837	-121.9325855	38.4034437	0	No	0	0	0
TAZ_848	-122.0785774	38.29595317	0	No	0	0	0
TAZ_906	-122.7834663	38.16306366	0	No	0	0	0
TAZ_983	-122.5467285	38.21901059	0	No	0.00E+00	0	0
TAZ_1179	-122.4501599	37.6781211	0	No	0	0	0
TAZ_1192	-122.3975641	37.74831675	0	No	0	0	0
TAZ_1227	-122.3736887	37.44853985	0	No	0	0	0
TAZ_1320	-122.1111206	37.97708732	0	No	0	0	0
TAZ_1341	-121.9343508	37.93294642	0	No	0.00E+00	0	0
TAZ_1360	-121.7682585	38.00875491	0	No	0	0	0
TAZ_1403	-122.2716883	37.80141911	0	No	0	0	0
TAZ_1413	-122.1488526	37.68534648	0	No	0.00E+00	0	0
TAZ_1686	-121.8073756	37.55683738	0	No	0	0	0
TAZ_1718	-122.1447302	37.42808644	0	No	0	0	0
TAZ_1725	-122.1395414	37.44837769	0	No	0	0	0
TAZ_1796	-121.9737655	37.4414115	0	No	0	0	0
TAZ_1892	-121.6372932	37.73300432	0	No	0.00E+00	0	0
TAZ_1944	-121.5158544	37.23578842	0	No	0	0	0
TAZ_2009	-121.3234618	38.01937754	0	No	0	0	0
TAZ_2023	-121.3191368	37.94273325	0	No	0.00E+00	0	0
TAZ_2029	-121.2783983	37.94590387	0	No	0.00E+00	0	0
TAZ_2119	-121.0776667	38.11609886	0	No	0	0	0
TAZ_2200	-120.9237545	37.69815153	0	No	0	0	0
TAZ_2313	-120.7387754	37.00501531	0	No	0	0	0
TAZ_2332	-120.405574	37.28707273	0	No	0	0	0
TAZ_2473	-119.7843615	36.74965978	0	No	0	0	0
TAZ_2532	-120.1597813	36.32512774	0	No	0	0	0
TAZ_2545	-119.9751202	36.85443436	0	No	0	0	0
TAZ_2565	-119.6800604	37.38186632	0	No	0	0	0
TAZ_2606	-119.6996611	36.16009714	0	No	0	0	0
TAZ_2736	-119.0770792	36.03046987	0	No	0	0	0
TAZ_2739	-119.3929777	35.89036438	0	No	0	0	0
TAZ_2744	-119.2733743	36.04777622	0	No	0	0	0
TAZ_2798	-118.5035739	35.53020001	0	No	0	0	0
TAZ_2822	-118.8837604	35.17536906	0	No	0	0	0
TAZ_2900	-119.1504016	34.94732296	0	No	0	0	0
TAZ_2912	-118.4640843	34.98043067	0	No	0	0	0
TAZ_2914	-119.7677045	35.64794159	0	No	0	0	0
TAZ_2949	-119.1956971	35.64336995	0	No	0	0	0
TAZ_3000	-119.8206038	38.59709408	0	No	0	0	0
TAZ_3021	-119.2033936	38.16713718	0	No	0	0	0
TAZ_3022	-118.519674	37.69179354	0	No	0	0	0
TAZ_3121	-122.0182121	37.02352113	0	No	0.00E+00	0	0
TAZ_3202	-121.6519014	36.72672958	0	No	0	0	0
TAZ_3207	-121.8520108	36.50710519	0	No	0	0	0
TAZ_3211	-121.4512957	36.3477052	0	No	0	0	0
TAZ_3252	-120.9108101	35.9605172	0	No	0	0	0
TAZ_3301	-119.9878967	35.22801078	0	No	0.00E+00	0	0
TAZ_3321	-120.4954828	35.03068458	0	No	0.00E+00	0	0
TAZ_3601	-118.1084109	34.23271371	0	No	0.00E+00	0	0
TAZ_3703	-118.5583477	34.24403214	0	No	0	0	0
TAZ_3802	-118.6376198	34.05522081	0	No	0	0	0
TAZ_4352	-118.321677	34.1009548	0	No	0	0	0
TAZ_4619	-118.2172555	33.76029781	0	No	0.00E+00	0	0
TAZ_5011	-117.917985	33.99953393	0	No	0	0	0
TAZ_5110	-117.1230595	34.93977875	0	No	0.00E+00	0	0
TAZ_5111	-116.8824617	34.97922775	0	No	0	0	0
TAZ_5138	-115.4686547	34.93416076	0	No	0.00E+00	0	0
TAZ_5140	-116.6001653	35.43786971	0	No	0	0	0
TAZ_5144	-116.5975476	34.36580958	0	No	0	0	0
TAZ_5194	-115.4457187	34.25684032	0	No	0	0	0
TAZ_5195	-116.4406487	34.84499495	0	No	0	0	0
TAZ_5439	-117.6048688	33.92872563	0	No	0	0	0
TAZ_5460	-117.5031764	33.84845506	0	No	0	0	0
TAZ_5481	-117.330743	33.97035106	0	No	0	0	0
TAZ_5601	-115.4145963	32.99078541	0	No	0.00E+00	0	0
TAZ_5608	-115.5146656	32.74937475	0	No	0.00E+00	0	0
TAZ_5614	-114.9985453	33.074619	0	No	0.00E+00	0	0
TAZ_5634	-116.9288009	33.93687469	0	No	0.00E+00	0	0
TAZ_5636	-116.764301	33.63022191	0	No	0.00E+00	0	0
TAZ_5670	-114.5603378	33.66122034	0	No	0.00E+00	0	0
TAZ_5693	-115.1518655	33.7252445	0	No	0	0	0
TAZ_5698	-116.9748429	33.45126817	0	No	0	0	0
TAZ_5973	-117.7227413	33.64079374	0	No	0	0	0
TAZ_6005	-117.6596691	33.4581665	0	No	0	0	0
TAZ_6100	-116.2904322	33.11602528	0	No	0	0	0
TAZ_6102	-116.7041739	33.2411455	0	No	0	0	0
TAZ_6105	-116.8408357	32.91600949	0	No	0.00E+00	0	0
TAZ_6120	-117.0969714	33.35693468	0	No	0	0	0
TAZ_6133	-116.7936587	32.66939647	0	No	0	0	0
TAZ_6207	-117.250748	33.1446597	0	No	0	0	0
TAZ_6245	-117.2071288	33.28834304	0	No	0.00E+00	0	0
TAZ_6434	-117.0939094	32.71395546	0	No	0.00E+00	0	0
TAZ_6561	-116.9724169	32.71484687	0	No	0	0	0
TAZ_103	-123.8802323	41.8981542	0	No	0	0	0
TAZ_156	-122.3591428	40.99509288	0	No	0	0	0
TAZ_160	-121.6225912	41.78948052	0	No	0	0	0
TAZ_165	-122.6608479	41.67715125	0	No	0	0	0
TAZ_212	-121.8346565	39.60257996	0	No	0	0	0
TAZ_273	-121.0037908	39.88163994	0	No	0.00E+00	0	0
TAZ_281	-122.6120897	40.06223847	0	No	0.00E+00	0	0
TAZ_337	-121.5961908	39.15078075	0	No	0	0	0
TAZ_414	-120.3247443	38.83055653	0	No	0.00E+00	0	0
TAZ_528	-121.4879736	38.60656336	0	No	0	0	0
TAZ_643	-121.3274122	38.69809397	0	No	0	0	0
TAZ_715	-121.6256207	38.17029734	0	No	0	0	0
TAZ_817	-122.2196517	38.39891578	0	No	0	0	0
TAZ_857	-122.0995518	38.21860999	0	No	0	0	0
TAZ_864	-122.2368082	38.13577109	0	No	0.00E+00	0	0
TAZ_880	-122.3088977	38.12495303	0	No	0	0	0
TAZ_1023	-122.3983239	37.77843758	0	No	0	0	0
TAZ_1309	-122.0638217	37.90762263	0	No	0	0	0
TAZ_1314	-121.8191152	37.83228967	0	No	0	0	0
TAZ_1353	-121.7931413	38.00592094	0	No	0	0	0
TAZ_1624	-121.9018638	37.5084653	0	No	0	0	0
TAZ_1653	-122.0665936	37.62715322	0	No	0	0	0
TAZ_1677	-121.7961799	37.73064397	0	No	0	0	0
TAZ_1731	-122.0921589	37.39572355	0	No	0	0	0
TAZ_1937	-121.6926772	37.05523796	0	No	0	0	0
TAZ_2021	-121.2547874	37.93459192	0	No	0	0	0
TAZ_2149	-121.2719203	38.07039705	0	No	0.00E+00	0	0
TAZ_2234	-120.8589759	37.67139735	0	No	0	0	0
TAZ_2308	-120.2255339	37.22345364	0	No	0.00E+00	0	0
TAZ_2312	-121.0273487	36.98734073	0	No	0	0	0
TAZ_2408	-119.9072484	36.77167523	0	No	0	0	0
TAZ_2479	-119.7791871	36.72731734	0	No	0	0	0
TAZ_2509	-118.869474	36.82175561	0	No	0	0	0
TAZ_2518	-119.6823974	36.47594489	0	No	0	0	0
TAZ_2525	-120.385926	36.55101251	0	No	0.00E+00	0	0
TAZ_2537	-119.5847289	36.71440564	0	No	0	0	0
TAZ_2550	-120.0715575	37.04857942	0	No	0	0	0
TAZ_2795	-118.7833573	34.97970108	0	No	0	0	0
TAZ_2872	-119.004628	35.34644097	0	No	0	0	0
TAZ_2903	-118.3411621	34.85656682	0	No	0	0	0
TAZ_2915	-118.8416756	35.65768911	0	No	0	0	0
TAZ_2917	-119.2965036	35.75377786	0	No	0	0	0
TAZ_2931	-117.935589	35.25081994	0	No	0.00E+00	0	0
TAZ_2935	-118.3378142	35.28019403	0	No	0	0	0
TAZ_2947	-119.5030394	35.26723312	0	No	0	0	0
TAZ_3012	-120.5162628	38.10047447	0	No	0	0	0
TAZ_3013	-117.328778	36.44608489	0	No	0	0	0
TAZ_3033	-120.5204478	37.91479466	0	No	0	0	0
TAZ_3304	-120.3193401	35.56187448	0	No	0	0	0
TAZ_3361	-119.8250047	34.77254601	0	No	0	0	0
TAZ_3414	-119.2948152	34.27764809	0	No	0	0	0
TAZ_3519	-118.6905457	34.25017738	0	No	0.00E+00	0	0
TAZ_3602	-117.8637193	34.29841428	0	No	0	0	0
TAZ_3604	-118.6351451	34.47223999	0	No	0	0	0
TAZ_4355	-118.3165169	34.0940482	0	No	0	0	0
TAZ_4408	-118.500464	34.03551186	0	No	0	0	0
TAZ_4737	-118.1654481	33.80060302	0	No	0	0	0
TAZ_5106	-117.4361436	34.42146222	0	No	0	0	0
TAZ_5139	-115.8547056	35.39993299	0	No	0	0	0
TAZ_5146	-115.8730723	34.154712	0	No	0	0	0
TAZ_5148	-114.8027811	34.50521038	0	No	0	0	0
TAZ_5158	-117.3820614	34.80716581	0	No	0	0	0
TAZ_5541	-117.1625809	33.54178057	0	No	0	0	0
TAZ_5602	-115.5882916	32.96045891	0	No	0.00E+00	0	0
TAZ_5606	-115.4947747	32.7999697	0	No	0	0	0
TAZ_5611	-115.5886804	32.69127745	0	No	0	0	0
TAZ_5612	-115.4968943	32.68272347	0	No	0	0	0
TAZ_5626	-116.8005736	33.96134016	0	No	0	0	0
TAZ_5637	-116.6658387	33.48767614	0	No	0.00E+00	0	0
