Network_ID	Year	Period	Hydrogen_Price
TAZ_1408	2026	1 Year	1.28
TAZ_1408	2027	1 Year	4.99
TAZ_1408	2028	1 Year	4.63
TAZ_1408	2029	1 Year	4.31
TAZ_1408	2030	1 Year	4.37
TAZ_1408	2031	1 Year	1.45
TAZ_1408	2032	1 Year	1.18
TAZ_1408	2033	1 Year	1.09
TAZ_1408	2034	1 Year	1.22
TAZ_1408	2035	1 Year	1.36
TAZ_1408	2036	1 Year	0.8
TAZ_1408	2037	1 Year	0.74
TAZ_1408	2038	1 Year	0.69
TAZ_1408	2039	1 Year	0.97
TAZ_1408	2040	1 Year	0.63
TAZ_1408	2041	1 Year	0.51
TAZ_1408	2042	1 Year	0.47
TAZ_1408	2043	1 Year	0.53
TAZ_1408	2044	1 Year	0.33
TAZ_1408	2045	1 Year	0.3
TAZ_1408	2046	1 Year	1.28
TAZ_1408	2047	1 Year	0.29
TAZ_1408	2048	1 Year	0.3
TAZ_1408	2049	1 Year	0.28
TAZ_1408	2050	1 Year	0.7
TAZ_2312	2026	1 Year	-0.0
TAZ_2312	2027	1 Year	-0.0
TAZ_2312	2028	1 Year	4.63
TAZ_2312	2029	1 Year	4.31
TAZ_2312	2030	1 Year	4.37
TAZ_2312	2031	1 Year	1.27
TAZ_2312	2032	1 Year	1.18
TAZ_2312	2033	1 Year	1.09
TAZ_2312	2034	1 Year	1.02
TAZ_2312	2035	1 Year	1.77
TAZ_2312	2036	1 Year	0.93
TAZ_2312	2037	1 Year	0.86
TAZ_2312	2038	1 Year	0.8
TAZ_2312	2039	1 Year	1.01
TAZ_2312	2040	1 Year	0.87
TAZ_2312	2041	1 Year	0.58
TAZ_2312	2042	1 Year	0.84
TAZ_2312	2043	1 Year	0.53
TAZ_2312	2044	1 Year	0.6
TAZ_2312	2045	1 Year	0.3
TAZ_2312	2046	1 Year	1.28
TAZ_2312	2047	1 Year	0.29
TAZ_2312	2048	1 Year	0.3
TAZ_2312	2049	1 Year	0.28
TAZ_2312	2050	1 Year	0.82
TAZ_2947	2026	1 Year	6.02
TAZ_2947	2027	1 Year	14.12
TAZ_2947	2028	1 Year	6.02
TAZ_2947	2029	1 Year	6.4
TAZ_2947	2030	1 Year	26.97
TAZ_2947	2031	1 Year	3.22
TAZ_2947	2032	1 Year	3.22
TAZ_2947	2033	1 Year	2.42
TAZ_2947	2034	1 Year	5.69
TAZ_2947	2035	1 Year	1.93
TAZ_2947	2036	1 Year	0.61
TAZ_2947	2037	1 Year	0.74
TAZ_2947	2038	1 Year	0.66
TAZ_2947	2039	1 Year	0.85
TAZ_2947	2040	1 Year	0.61
TAZ_2947	2041	1 Year	0.5
TAZ_2947	2042	1 Year	0.46
TAZ_2947	2043	1 Year	0.36
