Material	Zone	Year	Price [$/unit]	Billable?	Quantity [unit]	Period
Water Total [gal]	Zone_WECC_NM	2050	0.004	TRUE	Infinity	1winter
Water Total [gal]	Zone_WECC_NNV	2050	0.004	TRUE	Infinity	1winter
Water Total [gal]	Zone_WECC_PNW	2050	0.004	TRUE	Infinity	1winter
Water Total [gal]	Zone_WECC_SCE	2050	0.004	TRUE	Infinity	1winter
Water Total [gal]	Zone_WECC_SF	2050	0.004	TRUE	Infinity	1winter
Water Total [gal]	Zone_WECC_SNV	2050	0.004	TRUE	Infinity	1winter
Water Total [gal]	Zone_WECC_UT	2050	0.004	TRUE	Infinity	1winter
Water Total [gal]	Zone_WECC_WY	2050	0.004	TRUE	Infinity	1winter
Diesel [gal]	Zone_WEC_CALN	2050	3.7431	TRUE	Infinity	2spring
Diesel [gal]	Zone_WEC_LADW	2050	3.7431	TRUE	Infinity	2spring
Diesel [gal]	Zone_WEC_SDGE	2050	3.7431	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_AZ	2050	3.0035	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_CO	2050	2.7446	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_ID	2050	3.1207	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_IID	2050	3.7431	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_MT	2050	2.9059	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_NM	2050	2.8421	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_NNV	2050	3.1026	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_PNW	2050	2.9806	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_SCE	2050	3.7431	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_SF	2050	3.7431	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_SNV	2050	3.1026	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_UT	2050	3.1254	TRUE	Infinity	2spring
Diesel [gal]	Zone_WECC_WY	2050	2.9476	TRUE	Infinity	2spring
Diesel [gal]	Zone_WEC_CALN	2050	3.7431	TRUE	Infinity	3summer
Diesel [gal]	Zone_WEC_LADW	2050	3.7431	TRUE	Infinity	3summer
Diesel [gal]	Zone_WEC_SDGE	2050	3.7431	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_AZ	2050	3.0035	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_CO	2050	2.7446	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_ID	2050	3.1207	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_IID	2050	3.7431	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_MT	2050	2.9059	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_NM	2050	2.8421	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_NNV	2050	3.1026	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_PNW	2050	2.9806	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_SCE	2050	3.7431	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_SF	2050	3.7431	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_SNV	2050	3.1026	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_UT	2050	3.1254	TRUE	Infinity	3summer
Diesel [gal]	Zone_WECC_WY	2050	2.9476	TRUE	Infinity	3summer
Diesel [gal]	Zone_WEC_CALN	2050	3.7431	TRUE	Infinity	4fall
Diesel [gal]	Zone_WEC_LADW	2050	3.7431	TRUE	Infinity	4fall
Diesel [gal]	Zone_WEC_SDGE	2050	3.7431	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_AZ	2050	3.0035	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_CO	2050	2.7446	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_ID	2050	3.1207	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_IID	2050	3.7431	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_MT	2050	2.9059	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_NM	2050	2.8421	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_NNV	2050	3.1026	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_PNW	2050	2.9806	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_SCE	2050	3.7431	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_SF	2050	3.7431	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_SNV	2050	3.1026	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_UT	2050	3.1254	TRUE	Infinity	4fall
Diesel [gal]	Zone_WECC_WY	2050	2.9476	TRUE	Infinity	4fall
Water [gal]	Zone_WEC_CALN	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WEC_LADW	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WEC_SDGE	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_AZ	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_CO	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_ID	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_IID	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_MT	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_NM	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_NNV	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_PNW	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_SCE	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_SF	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_SNV	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_UT	2050	0.003	TRUE	Infinity	2spring
Water [gal]	Zone_WECC_WY	2050	0.003	TRUE	Infinity	2spring
Water Total [gal]	Zone_WEC_CALN	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WEC_LADW	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WEC_SDGE	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_AZ	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_CO	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_ID	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_IID	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_MT	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_NM	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_NNV	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_PNW	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_SCE	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_SF	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_SNV	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_UT	2050	0.004	TRUE	Infinity	2spring
Water Total [gal]	Zone_WECC_WY	2050	0.004	TRUE	Infinity	2spring
Water [gal]	Zone_WEC_CALN	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WEC_LADW	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WEC_SDGE	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_AZ	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_CO	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_ID	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_IID	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_MT	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_NM	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_NNV	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_PNW	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_SCE	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_SF	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_SNV	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_UT	2050	0.003	TRUE	Infinity	3summer
Water [gal]	Zone_WECC_WY	2050	0.003	TRUE	Infinity	3summer
Water Total [gal]	Zone_WEC_CALN	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WEC_LADW	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WEC_SDGE	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_AZ	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_CO	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_ID	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_IID	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_MT	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_NM	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_NNV	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_PNW	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_SCE	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_SF	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_SNV	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_UT	2050	0.004	TRUE	Infinity	3summer
Water Total [gal]	Zone_WECC_WY	2050	0.004	TRUE	Infinity	3summer
Water [gal]	Zone_WEC_CALN	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WEC_LADW	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WEC_SDGE	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_AZ	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_CO	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_ID	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_IID	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_MT	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_NM	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_NNV	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_PNW	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_SCE	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_SF	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_SNV	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_UT	2050	0.003	TRUE	Infinity	4fall
Water [gal]	Zone_WECC_WY	2050	0.003	TRUE	Infinity	4fall
Water Total [gal]	Zone_WEC_CALN	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WEC_LADW	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WEC_SDGE	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_AZ	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_CO	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_ID	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_IID	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_MT	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_NM	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_NNV	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_PNW	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_SCE	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_SF	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_SNV	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_UT	2050	0.004	TRUE	Infinity	4fall
Water Total [gal]	Zone_WECC_WY	2050	0.004	TRUE	Infinity	4fall
Natural Gas (Industrial) [MMBtu]	Zone_WEC_CALN	2050	5.4162236	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WEC_LADW	2050	5.4162236	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WEC_SDGE	2050	5.4162236	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_AZ	2050	5.1051508	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_CO	2050	4.6191124	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_ID	2050	4.6309344	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_IID	2050	5.4162236	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_MT	2050	5.4096444	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_NM	2050	4.209146	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_NNV	2050	6.1490848	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_PNW	2050	5.4162236	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SCE	2050	5.4162236	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SF	2050	5.4162236	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SNV	2050	6.1490848	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_UT	2050	4.1354384	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WECC_WY	2050	4.1321488	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WEC_CALN	2050	12.2859364	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WEC_LADW	2050	12.2859364	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WEC_SDGE	2050	12.2859364	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_AZ	2050	11.5802144	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_CO	2050	10.47789	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_ID	2050	10.504618	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_IID	2050	12.2859364	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_MT	2050	12.2710304	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_NM	2050	9.5477556	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_NNV	2050	13.948418	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_PNW	2050	13.2650036	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SCE	2050	12.2859364	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SF	2050	12.2859364	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SNV	2050	13.948418	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_UT	2050	9.3807056	TRUE	Infinity	1winter
Natural Gas (Commercial) [MMBtu]	Zone_WECC_WY	2050	9.3732012	TRUE	Infinity	1winter
Natural Gas (Industrial) [MMBtu]	Zone_WEC_CALN	2050	5.20863682	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WEC_LADW	2050	5.20863682	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WEC_SDGE	2050	5.20863682	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_AZ	2050	4.90948646	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_CO	2050	4.44207638	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_ID	2050	4.45344528	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_IID	2050	5.20863682	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_MT	2050	5.20230978	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_NM	2050	4.0478227	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_NNV	2050	5.91340976	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_PNW	2050	5.20863682	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SCE	2050	5.20863682	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SF	2050	5.20863682	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SNV	2050	5.91340976	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_UT	2050	3.97694008	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WECC_WY	2050	3.97377656	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WEC_CALN	2050	11.81505518	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WEC_LADW	2050	11.81505518	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WEC_SDGE	2050	11.81505518	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_AZ	2050	11.13638128	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_CO	2050	10.0763055	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_ID	2050	10.1020091	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_IID	2050	11.81505518	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_MT	2050	11.80072048	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_NM	2050	9.18182022	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_NNV	2050	13.4138191	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_PNW	2050	12.75659782	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SCE	2050	11.81505518	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SF	2050	11.81505518	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_SNV	2050	13.4138191	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_UT	2050	9.02117272	TRUE	Infinity	2spring
Natural Gas (Commercial) [MMBtu]	Zone_WECC_WY	2050	9.01395594	TRUE	Infinity	2spring
Natural Gas (Industrial) [MMBtu]	Zone_WEC_CALN	2050	5.68123921	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WEC_LADW	2050	5.68123921	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WEC_SDGE	2050	5.68123921	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_AZ	2050	5.35494563	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_CO	2050	4.84512539	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_ID	2050	4.85752584	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_IID	2050	5.68123921	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_MT	2050	5.67433809	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_NM	2050	4.41509935	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_NNV	2050	6.44995928	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_PNW	2050	5.68123921	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SCE	2050	5.68123921	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SF	2050	5.68123921	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_SNV	2050	6.44995928	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_UT	2050	4.33778524	TRUE	Infinity	3summer
Natural Gas (Industrial) [MMBtu]	Zone_WECC_WY	2050	4.33433468	TRUE	Infinity	3summer
