Material	Zone	Year	Price [$/unit]	Billable?	Quantity [unit]	Period
Electricity (Industrial) [kWh]	Zone_WECC_CO	2050	0.042	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2025	0.07	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2026	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2027	0.067	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2028	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2029	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2030	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2031	0.062	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2032	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2033	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2034	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2035	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2036	0.056	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2037	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2038	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2039	0.053	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2040	0.052	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2041	0.051	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2042	0.050	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2043	0.049	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2044	0.048	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2045	0.047	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2046	0.046	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2047	0.045	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2048	0.044	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2049	0.043	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_ID	2050	0.042	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2025	0.09	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2026	0.088	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2027	0.086	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2028	0.085	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2029	0.083	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2030	0.081	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2031	0.080	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2032	0.078	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2033	0.077	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2034	0.075	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2035	0.074	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2036	0.072	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2037	0.071	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2038	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2039	0.068	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2040	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2041	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2042	0.064	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2043	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2044	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2045	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2046	0.059	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2047	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2048	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2049	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_IID	2050	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2025	0.07	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2026	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2027	0.067	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2028	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2029	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2030	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2031	0.062	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2032	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2033	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2034	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2035	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2036	0.056	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2037	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2038	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2039	0.053	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2040	0.052	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2041	0.051	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2042	0.050	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2043	0.049	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2044	0.048	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2045	0.047	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2046	0.046	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2047	0.045	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2048	0.044	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2049	0.043	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_MT	2050	0.042	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2025	0.07	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2026	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2027	0.067	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2028	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2029	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2030	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2031	0.062	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2032	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2033	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2034	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2035	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2036	0.056	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2037	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2038	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2039	0.053	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2040	0.052	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2041	0.051	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2042	0.050	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2043	0.049	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2044	0.048	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2045	0.047	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2046	0.046	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2047	0.045	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2048	0.044	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2049	0.043	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NM	2050	0.042	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2025	0.07	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2026	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2027	0.067	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2028	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2029	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2030	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2031	0.062	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2032	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2033	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2034	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2035	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2036	0.056	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2037	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2038	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2039	0.053	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2040	0.052	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2041	0.051	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2042	0.050	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2043	0.049	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2044	0.048	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2045	0.047	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2046	0.046	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2047	0.045	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2048	0.044	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2049	0.043	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_NNV	2050	0.042	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2025	0.07	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2026	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2027	0.067	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2028	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2029	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2030	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2031	0.062	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2032	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2033	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2034	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2035	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2036	0.056	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2037	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2038	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2039	0.053	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2040	0.052	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2041	0.051	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2042	0.050	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2043	0.049	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_PNW	2044	0.048	TRUE	Infinity	1 Year
