Material	Zone	Year	Price [$/unit]	Billable?	Quantity [unit]	Period
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2025	0.09	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2026	0.088	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2027	0.086	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2028	0.085	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2029	0.083	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2030	0.081	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2031	0.080	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2032	0.078	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2033	0.077	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2034	0.075	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2035	0.074	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2036	0.072	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2037	0.071	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2038	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2039	0.068	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2040	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2041	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2042	0.064	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2043	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2044	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2045	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2046	0.059	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2047	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2048	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2049	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_CALN	2050	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2025	0.09	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2026	0.088	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2027	0.086	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2028	0.085	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2029	0.083	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2030	0.081	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2031	0.080	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2032	0.078	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2033	0.077	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2034	0.075	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2035	0.074	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2036	0.072	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2037	0.071	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2038	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2039	0.068	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2040	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2041	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2042	0.064	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2043	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2044	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2045	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2046	0.059	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2047	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2048	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2049	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_LADW	2050	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2025	0.09	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2026	0.088	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2027	0.086	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2028	0.085	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2029	0.083	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2030	0.081	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2031	0.080	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2032	0.078	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2033	0.077	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2034	0.075	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2035	0.074	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2036	0.072	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2037	0.071	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2038	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2039	0.068	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2040	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2041	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2042	0.064	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2043	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2044	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2045	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2046	0.059	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2047	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2048	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2049	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WEC_SDGE	2050	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2025	0.07	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2026	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2027	0.067	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2028	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2029	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2030	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2031	0.062	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2032	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2033	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2034	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2035	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2036	0.056	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2037	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2038	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2039	0.053	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2040	0.052	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2041	0.051	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2042	0.050	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2043	0.049	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2044	0.048	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2045	0.047	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2046	0.046	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2047	0.045	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2048	0.044	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2049	0.043	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_AZ	2050	0.042	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2025	0.07	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2026	0.069	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2027	0.067	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2028	0.066	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2029	0.065	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2030	0.063	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2031	0.062	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2032	0.061	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2033	0.060	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2034	0.058	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2035	0.057	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2036	0.056	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2037	0.055	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2038	0.054	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2039	0.053	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2040	0.052	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2041	0.051	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2042	0.050	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2043	0.049	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2044	0.048	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2045	0.047	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2046	0.046	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2047	0.045	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2048	0.044	TRUE	Infinity	1 Year
Electricity (Industrial) [kWh]	Zone_WECC_CO	2049	0.043	TRUE	Infinity	1 Year
