Network_ID	Year	Period	Hydrogen_Price
TAZ_103	2026	1 Year	4.52
TAZ_103	2027	1 Year	4.4
TAZ_103	2028	1 Year	3.59
TAZ_103	2029	1 Year	4.66
TAZ_103	2030	1 Year	23.28
TAZ_109	2026	1 Year	5.91
TAZ_109	2027	1 Year	6.01
TAZ_109	2028	1 Year	5.32
TAZ_109	2029	1 Year	6.74
TAZ_109	2030	1 Year	19.75
TAZ_1192	2026	1 Year	5.79
TAZ_1192	2027	1 Year	5.89
TAZ_1192	2028	1 Year	5.22
TAZ_1192	2029	1 Year	6.63
TAZ_1192	2030	1 Year	19.31
TAZ_1227	2026	1 Year	7.07
TAZ_1227	2027	1 Year	6.76
TAZ_1227	2028	1 Year	5.77
TAZ_1227	2029	1 Year	9.28
TAZ_1227	2030	1 Year	38.63
TAZ_124	2026	1 Year	7.07
TAZ_124	2027	1 Year	6.77
TAZ_124	2028	1 Year	5.78
TAZ_124	2029	1 Year	9.29
TAZ_124	2030	1 Year	38.63
TAZ_129	2026	1 Year	7.03
TAZ_129	2027	1 Year	6.73
TAZ_129	2028	1 Year	5.74
TAZ_129	2029	1 Year	9.26
TAZ_129	2030	1 Year	38.66
TAZ_130	2026	1 Year	7.02
TAZ_130	2027	1 Year	6.72
TAZ_130	2028	1 Year	5.73
TAZ_130	2029	1 Year	9.25
TAZ_130	2030	1 Year	38.63
TAZ_1314	2028	1 Year	5.77
TAZ_1314	2029	1 Year	14.07
TAZ_1314	2030	1 Year	33.81
TAZ_1320	2027	1 Year	5.83
TAZ_1320	2028	1 Year	5.5
TAZ_1320	2029	1 Year	5.06
TAZ_1320	2030	1 Year	33.15
TAZ_1341	2030	1 Year	21.51
TAZ_1353	2026	1 Year	4.52
TAZ_1353	2027	1 Year	4.41
TAZ_1353	2028	1 Year	3.59
TAZ_1353	2029	1 Year	4.65
TAZ_1353	2030	1 Year	19.76
TAZ_156	2026	1 Year	6.73
TAZ_156	2027	1 Year	4.44
TAZ_156	2028	1 Year	3.62
TAZ_156	2029	1 Year	4.69
TAZ_156	2030	1 Year	17.71
TAZ_160	2026	1 Year	7.03
TAZ_160	2027	1 Year	6.73
TAZ_160	2028	1 Year	5.74
TAZ_160	2029	1 Year	9.26
