Technology	Year	Nameplate Capacity [kg/yr]	Production?	Lifetime [yr]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [$/yr]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]	Maximum Utilization [kg/kg]	Storage Technology	Storage [kg]
GH2 Pipeline Compressor	2015	191943.425	No	15	0.254532447	198935.698	0	36645.50884	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	211137.7675	No	15	0.267608362	203820.8008	0	37638.81243	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	232251.5442	No	15	0.281025399	209086.2782	0	38703.94162	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	255476.6986	No	15	0.294759369	214762.2415	0	39846.44602	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	281024.3685	No	15	0.308783151	220881.2289	0	41072.31918	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	309126.8053	No	15	0.323066854	227478.4045	0	42388.03488	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	340039.4859	No	15	0.33757803	234591.7733	0	43800.58633	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	374043.4344	No	15	0.352281938	242262.4133	0	45317.5286	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	411447.7779	No	15	0.367141861	250534.7281	0	46947.02465	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	452592.5557	No	15	0.382119461	259456.7191	0	48697.89502	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	497851.8112	No	15	0.39717517	269080.281	0	50579.67176	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	547636.9924	No	15	0.412268616	279461.5216	0	52602.65673	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	602400.6916	No	15	0.427359057	290661.1077	0	54777.98478	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	662640.7608	No	15	0.442405834	302744.6403	0	57117.69209	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	728904.8369	No	15	0.457368809	315783.0599	0	59634.79022	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	801795.3205	No	15	0.472208805	329853.0862	0	62343.34627	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	881974.8526	No	15	0.486888009	345037.6937	0	65258.56963	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	970172.3378	No	15	0.504704138	361426.6266	0	68396.90591	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1115698.189	No	15	0.522180696	387841.7837	0	73439.90589	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1227268.007	No	15	0.536037257	407632.7385	0	77207.60028	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1349994.808	No	15	0.549589806	428999.7884	0	81266.49389	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1484994.289	No	15	0.562813517	452070.4041	0	85639.92001	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1633493.718	No	15	0.575686556	476982.4924	0	90353.11692	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1796843.09	No	15	0.588190127	503885.2561	0	95433.38472	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1976527.399	No	15	0.600308488	532940.1253	0	100910.2551	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	2174180.138	No	15	0.612028903	564321.7639	0	106815.675	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	2391598.152	No	15	0.623341563	598219.1612	0	113184.2056	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	2630757.967	No	15	0.634239465	634836.8098	0	120053.2373	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	2893833.764	No	15	0.644718267	674395.9835	0	127463.2225	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	3183217.141	No	15	0.65477611	717136.1171	0	135457.9274	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	3501538.855	No	15	0.664413425	763316.3005	0	144084.7045	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	3851692.74	No	15	0.673632731	813216.8944	0	153394.7873	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	4236862.014	No	15	0.682438423	867141.2777	0	163443.6086	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	4660548.216	No	15	0.690836549	925417.7363	0	174291.1454	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	5126603.037	No	15	0.698834606	988401.5062	0	186002.2912	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	5639263.341	No	15	0.706441322	1056476.982	0	198647.2588	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	6203189.675	No	15	0.713666461	1130060.104	0	212302.0153	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	6823508.643	No	15	0.720520628	1209600.935	0	227048.7528	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	7505859.507	No	15	0.727015094	1295586.45	0	242976.3961	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	8256445.457	No	15	0.733161627	1388543.546	0	260181.1522	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	9082090.003	No	15	0.738972343	1489042.291	0	278767.1025	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	9990299.004	No	15	0.744459572	1597699.437	0	298846.8433	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	10989328.9	No	15	0.749635731	1715182.207	0	320542.1767	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	12088261.79	No	15	0.754513218	1842212.388	0	343984.8565	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	13297087.97	No	15	0.759104321	1979570.743	0	369317.3926	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	14626796.77	No	15	0.763421131	2128101.769	0	396693.9195	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	16089476.45	No	15	0.767475482	2288718.834	0	426281.1316	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	17698424.09	No	15	0.771278884	2462409.706	0	458259.2928	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	19468266.5	No	15	0.774842485	2650242.525	0	492823.3242	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	21415093.15	No	15	0.778177025	2853372.224	0	530183.9753	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	23556602.47	No	15	0.781292818	3073047.449	0	570569.0862	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	25912262.71	No	15	0.784199721	3310618.012	0	614224.9459	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	28503488.99	No	15	0.786907123	3567542.913	0	661417.7556	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	31353837.88	No	15	0.789423941	3845398.96	0	712435.2	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	34489221.67	No	15	0.791758611	4145890.058	0	767588.1409	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	37938143.84	No	15	0.793919091	4470857.174	0	827212.4345	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	41731958.22	No	15	0.795912866	4822289.055	0	891670.8854	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	45905154.05	No	15	0.797746959	5202333.742	0	961355.3465	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	50495669.45	No	15	0.799427936	5613310.921	0	1036688.97	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	55545236.4	No	15	0.800961925	6057725.187	0	1118128.626	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	61099760.04	No	15	0.802354629	6538280.255	0	1206167.496	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	67209736.04	No	15	0.803611338	7057894.213	0	1301337.848	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	73930709.64	No	15	0.804736952	7619715.842	0	1404214.022	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	81323780.61	No	15	0.805736	8227142.11	0	1515415.607	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	89456158.67	No	15	0.80661265	8883836.878	0	1635610.865	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	98401774.54	No	15	0.807525384	9593750.926	0	1765520.37	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	113162040.7	No	15	0.808391742	10739980.33	0	1975222.844	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	130136346.8	No	15	0.809091273	12024613.3	0	2210184.874	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	156163616.2	No	15	0.809528942	13935930.57	0	2559672.042	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	187396339.4	No	15	0.809597264	16152341.36	0	2964831.553	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	224875607.3	No	15	0.809309538	18721489.75	0	3434352.153	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	269850728.8	No	15	0.808676922	21698141.75	0	3978221.166	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	323820874.5	No	15	0.807708887	25145170.71	0	4607904.166	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	388585049.4	No	15	0.806413649	29134662.03	0	5336546.4	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	466302059.3	No	15	0.804798581	33749148.67	0	6179198.042	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	559562471.2	No	15	0.8028706	39082989.55	0	7153065.519	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	671474965.4	No	15	1	45243903.88	0	8277791.251	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Salt Cavern Storage	2015	1054051.971	No	30	0.711604088	1236285.796	0	358547.0439	0	0	0	1	No Storage	1.05E+06
GH2 Pipeline Salt Cavern Storage	2015	1830268.069	No	30	0.71520368	1830866.614	0	464588.6963	0	0	0	1	No Storage	1.83E+06
GH2 Pipeline Salt Cavern Storage	2015	3211772.559	No	30	0.720976742	2737353.954	0	615901.1371	0	0	0	1	No Storage	3.21E+06
GH2 Pipeline Salt Cavern Storage	2015	10036819.66	No	30	0.728572592	6224540.01	0	1152311.065	0	0	0	1	No Storage	1.00E+07
GH2 Pipeline Salt Cavern Storage	2015	31609017.36	No	30	0.735090437	14357967.47	0	2318434.923	0	0	0	1	No Storage	3.16E+07
GH2 Pipeline Salt Cavern Storage	2015	99788337.69	No	30	0.739379647	33427252.37	0	4936981.312	0	0	0	1	No Storage	9.98E+07
GH2 Pipeline Salt Cavern Storage	2015	315268823.3	No	30	0.841595091	78252039.8	0	10934315.29	0	0	0	1	No Storage	3.15E+08
GH2 Pipeline Salt Cavern Storage	2015	996293619.9	No	30	0.764105428	206084845.1	0	27875542.56	0	0	0	1	No Storage	9.96E+08
GH2 Pipeline Salt Cavern Storage	2020	1054051.971	No	30	0.710491598	1097566.907	0	342666.0362	0	0	0	1	No Storage	1.05E+06
GH2 Pipeline Salt Cavern Storage	2020	1830268.069	No	30	0.714004481	1624434.552	0	439894.49	0	0	0	1	No Storage	1.83E+06
GH2 Pipeline Salt Cavern Storage	2020	3211772.559	No	30	0.719684099	2427077.197	0	577513.147	0	0	0	1	No Storage	3.21E+06
GH2 Pipeline Salt Cavern Storage	2020	10036819.66	No	30	0.727297864	5510870.794	0	1059919.125	0	0	0	1	No Storage	1.00E+07
GH2 Pipeline Salt Cavern Storage	2020	31609017.36	No	30	0.734116508	12693191.81	0	2097145.247	0	0	0	1	No Storage	3.16E+07
GH2 Pipeline Salt Cavern Storage	2020	99788337.69	No	30	0.739122097	29518365.48	0	4409335.159	0	0	0	1	No Storage	9.98E+07
GH2 Pipeline Salt Cavern Storage	2020	315268823.3	No	30	0.834214176	69081000.74	0	9685218.916	0	0	0	1	No Storage	3.15E+08
GH2 Pipeline Salt Cavern Storage	2020	996293619.9	No	30	0.764393072	180393431.1	0	24358322.06	0	0	0	1	No Storage	9.96E+08
GH2 Pipeline Salt Cavern Storage	2025	1054051.971	No	30	0.709056205	958848.0178	0	320629.9047	0	0	0	1	No Storage	1.05E+06
GH2 Pipeline Salt Cavern Storage	2025	1830268.069	No	30	0.712454926	1418002.489	0	408162.976	0	0	0	1	No Storage	1.83E+06
GH2 Pipeline Salt Cavern Storage	2025	3211772.559	No	30	0.718009681	2116800.44	0	531090.719	0	0	0	1	No Storage	3.21E+06
GH2 Pipeline Salt Cavern Storage	2025	10036819.66	No	30	0.725641076	4797201.579	0	957238.1719	0	0	0	1	No Storage	1.00E+07
GH2 Pipeline Salt Cavern Storage	2025	31609017.36	No	30	0.732846907	11028416.14	0	1863388.527	0	0	0	1	No Storage	3.16E+07
GH2 Pipeline Salt Cavern Storage	2025	99788337.69	No	30	0.738785811	25609478.59	0	3868534.114	0	0	0	1	No Storage	9.98E+07
GH2 Pipeline Salt Cavern Storage	2025	315268823.3	No	30	0.824478129	59909961.68	0	8427522.118	0	0	0	1	No Storage	3.15E+08
GH2 Pipeline Salt Cavern Storage	2025	996293619.9	No	30	0.748818134	154702017.2	0	20853103.69	0	0	0	1	No Storage	9.96E+08
GH2 Pipeline Salt Cavern Storage	2030	1054051.971	No	30	0.708510224	9.15E+05	0	314622.1424	0	0	0	1	No Storage	1.05E+06
GH2 Pipeline Salt Cavern Storage	2030	1830268.069	No	30	0.711864844	1352586.439	0	399222.6309	0	0	0	1	No Storage	1.83E+06
GH2 Pipeline Salt Cavern Storage	2030	3211772.559	No	30	0.717370824	2018477.148	0	517652.9746	0	0	0	1	No Storage	3.21E+06
GH2 Pipeline Salt Cavern Storage	2030	10036819.66	No	30	0.72500728	4571047.652	0	926329.9446	0	0	0	1	No Storage	1.00E+07
GH2 Pipeline Salt Cavern Storage	2030	31609017.36	No	30	0.732360099	10500867.04	0	1791288.927	0	0	0	1	No Storage	3.16E+07
GH2 Pipeline Salt Cavern Storage	2030	99788337.69	No	30	0.738656702	2.44E+07	0	3699244.53	0	0	0	1	No Storage	9.98E+07
GH2 Pipeline Salt Cavern Storage	2030	315268823.3	No	30	0.820710043	57003760.26	0	8030334.523	0	0	0	1	No Storage	3.15E+08
GH2 Pipeline Salt Cavern Storage	2030	996293619.9	No	30	1	146560690.6	0	19740436.86	0	0	0	1	No Storage	9.96E+08
GH2 Pipeline Station (350bar)	2015	54750	No	20	0.446244104	1409051.269	0	269575.7812	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	182500	No	20	0.657861011	2411339.457	0	457656.423	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	365000	No	20	1.015345255	3.80E+06	0	7.13E+05	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	547500	No	20	1.124686067	5742323.75	0	1064302.494	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	730000	No	20	0.999957555	7936052.47	0	1459001.781	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	1095000	No	20	1.073079267	11903873.84	0	2231210.816	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	1460000	No	20	0.497925756	1.62E+07	0	2821810.021	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	2044000	No	20	0.238701548	19165422.42	0	3349868.83	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	2774000	No	20	0.073127798	20614666.99	0	3631923.106	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	3832500	No	20	0.874563263	21107737.77	0	3770467.03	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	5288850	No	20	0.166523012	27975303.08	0	5046906.332	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	8030000	No	20	1	29989861.76	0	5448237.006	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	54750	No	20	0.432408464	1173255.051	0	231504.3333	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	182500	No	20	0.636175309	1974647.717	0	386607.4959	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	365000	No	20	0.996819564	3069004.165	0	591391.4789	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	547500	No	20	1.139458487	4597573.595	0	875845.3461	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	730000	No	20	0.958500315	6381035.983	0	1196521.468	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	1095000	No	20	1.173758967	9411844.017	0	1809446.664	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	1460000	No	20	0.480423591	13192365.75	0	2306518.792	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	2044000	No	20	0.194675657	15506937.59	0	2718467.756	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	2774000	No	20	0.006851765	16456785.48	0	2909449.486	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	3832500	No	20	0.797357991	16493272.31	0	2961401.96	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	5288850	No	20	0.136397185	21322618.5	0	3872391.374	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	8030000	No	20	1	22572348.78	0	4135949.817	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	54750	No	20	0.411169321	937458.8331	0	190602.9689	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	182500	No	20	0.601504492	1537955.976	0	310325.1605	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	365000	No	20	0.966314703	2333537.576	0	462110.8623	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	547500	No	20	1.163888036	3452823.44	0	675578.6617	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	730000	No	20	0.888774163	4826019.496	0	922635.648	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	1095000	No	20	1.34041052	6919814.197	0	1363677.301	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	1460000	No	20	0.452329429	10175684.44	0	1786709.735	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	2044000	No	20	0.122184357	11848452.76	0	2083265.955	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	2774000	No	20	1	12298903.98	0	2181888.307	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	3832500	No	20	0.655246893	11878806.86	0	2143823.165	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	5288850	No	20	0.077875616	14669933.93	0	2681859.653	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	8030000	No	20	1	15154835.81	0	2800497.451	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	54750	No	20	0.40320619	867418.9939	0	178929.252	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	182500	No	20	0.588833149	1409473.369	0	288756.1893	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	365000	No	20	0.953411866	2119889.944	0	425879.3997	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	547500	No	20	1.179592433	3120332.041	0	619392.3581	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	730000	No	20	0.863017048	4381043.839	0	846269.8349	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	1095000	No	20	1.396167461	6216520.321	0	1241795.491	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	1460000	No	20	0.443640375	9289295.029	0	1635950.263	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	2044000	No	20	0.09742032	10784774.1	0	1900691.942	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	2774000	No	20	1	11110445.61	0	1976168.232	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	3832500	No	20	0.601539802	10592952.71	0	1918350.979	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	5288850	No	20	0.05480071	12857598.84	0	2360596.746	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	8030000	No	20	1	13155223.04	0	2444145.626	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	54750	No	20	0.550719198	1890949.814	0	355247.3017	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	182500	No	20	0.689772372	3669774.395	0	677488.306	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	365000	No	20	1.233432174	5919452.504	0	1088684.249	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	547500	No	20	0.941285954	9760637.071	0	1788437.544	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	730000	No	20	1.117122707	12796206.58	0	2330651.454	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	1095000	No	20	0.961304551	20127822.16	0	3714187.924	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	1460000	No	20	0.559162498	26540002.7	0	4656832.938	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	2044000	No	20	0.411844907	32033934.27	0	5651288.074	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	2774000	No	20	0.301037904	36327159.75	0	6444902.949	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	3832500	No	20	1.08554553	40039611.26	0	7165850.631	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	5288850	No	20	0.257500006	56798251.87	0	10225586.12	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	8030000	No	20	1	63246092.86	0	11424353.18	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	54750	No	20	0.53687874	1538547.353	0	296594.2022	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	182500	No	20	0.667923806	2936522.613	0	554622.9993	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	365000	No	20	1.20199536	4665502.751	0	875075.0023	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	547500	No	20	0.962280927	7595551.736	0	1415854.794	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	730000	No	20	1.081729793	10018102.93	0	1848982.021	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	1095000	No	20	1.026962807	15533476	0	2914119.285	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	1460000	No	20	0.539053888	20872577.69	0	3668669.719	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	2044000	No	20	0.375511985	25023437.67	0	4418798.461	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	2774000	No	20	0.253205242	28063992.87	0	4986126.567	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	3832500	No	20	1.03803946	30457435	0	5465430.167	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	5288850	No	20	0.24119482	42549389.92	0	7686238.759	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	8030000	No	20	1	47058172.14	0	8536071.986	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	54750	No	20	0.514326016	1186144.892	0	234481.6697	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	182500	No	20	0.630781784	2203270.831	0	425513.8995	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	365000	No	20	1.146479442	3411552.999	0	652320.7585	0	0	0	0.8	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	547500	No	20	0.999701097	5430466.401	0	1029518.578	0	0	0	0.8	No Storage	0.00E+00
