Network ID	Year	Period	Fueling-Station Demand [kg]	Ammonia [kg]	Biofuels [kg]	Methanol [kg]	FT Fuels [kg]	Metals [kg]	Natural Gas Blending [kg]	Seasonal Grid Storage [kg]	Other [kg]
TAZ_983	2025	1 Year	52430.58327	0	0	0	0	0	0	0	0
TAZ_983	2026	1 Year	187944.4666	0	0	0	0	0	0	0	0
TAZ_983	2027	1 Year	323458.35	0	0	0	0	0	0	0	0
TAZ_983	2028	1 Year	458972.2333	0	0	0	0	0	0	0	0
TAZ_983	2029	1 Year	594486.1167	0	0	0	0	0	0	0	0
TAZ_983	2030	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2031	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2032	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2033	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2034	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2035	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2036	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2037	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2038	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2039	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2040	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2041	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2042	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2043	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2044	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2045	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2046	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2047	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2048	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2049	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_983	2050	1 Year	730000	0	0	0	0	0	0	0	0
TAZ_921	2041	1 Year	348777.0322	0	0	0	0	0	0	0	0
TAZ_921	2042	1 Year	697554.0643	0	0	0	0	0	0	0	0
TAZ_921	2043	1 Year	1046331.096	0	0	0	0	0	0	0	0
TAZ_921	2044	1 Year	1395108.129	0	0	0	0	0	0	0	0
TAZ_921	2045	1 Year	1743885.161	0	0	0	0	0	0	0	0
TAZ_921	2046	1 Year	1760108.129	0	0	0	0	0	0	0	0
TAZ_921	2047	1 Year	1776331.096	0	0	0	0	0	0	0	0
TAZ_921	2048	1 Year	1792554.064	0	0	0	0	0	0	0	0
TAZ_921	2049	1 Year	1808777.032	0	0	0	0	0	0	0	0
TAZ_921	2050	1 Year	1825000	0	0	0	0	0	0	0	0
TAZ_909	2046	1 Year	265070.3303	0	0	0	0	0	0	0	0
TAZ_909	2047	1 Year	530140.6605	0	0	0	0	0	0	0	0
TAZ_909	2048	1 Year	795210.9908	0	0	0	0	0	0	0	0
TAZ_909	2049	1 Year	1060281.321	0	0	0	0	0	0	0	0
TAZ_909	2050	1 Year	1325351.651	0	0	0	0	0	0	0	0
TAZ_906	2025	1 Year	1740.414804	0	0	0	0	0	0	0	0
TAZ_906	2026	1 Year	4143.018514	0	0	0	0	0	0	0	0
TAZ_906	2027	1 Year	6545.622223	0	0	0	0	0	0	0	0
TAZ_906	2028	1 Year	8948.225932	0	0	0	0	0	0	0	0
TAZ_906	2029	1 Year	11350.82964	0	0	0	0	0	0	0	0
TAZ_906	2030	1 Year	13753.43335	0	0	0	0	0	0	0	0
TAZ_906	2031	1 Year	18255.8605	0	0	0	0	0	0	0	0
TAZ_906	2032	1 Year	22758.28764	0	0	0	0	0	0	0	0
TAZ_906	2033	1 Year	27260.71479	0	0	0	0	0	0	0	0
TAZ_906	2034	1 Year	31763.14194	0	0	0	0	0	0	0	0
TAZ_906	2035	1 Year	36265.56908	0	0	0	0	0	0	0	0
TAZ_906	2036	1 Year	44180.87181	0	0	0	0	0	0	0	0
TAZ_906	2037	1 Year	52096.17453	0	0	0	0	0	0	0	0
TAZ_906	2038	1 Year	60011.47725	0	0	0	0	0	0	0	0
TAZ_906	2039	1 Year	67926.77997	0	0	0	0	0	0	0	0
TAZ_906	2040	1 Year	75842.08269	0	0	0	0	0	0	0	0
TAZ_906	2041	1 Year	84801.6343	0	0	0	0	0	0	0	0
TAZ_906	2042	1 Year	93761.1859	0	0	0	0	0	0	0	0
TAZ_906	2043	1 Year	102720.7375	0	0	0	0	0	0	0	0
TAZ_906	2044	1 Year	111680.2891	0	0	0	0	0	0	0	0
TAZ_906	2045	1 Year	120639.8407	0	0	0	0	0	0	0	0
TAZ_906	2046	1 Year	126152.5397	0	0	0	0	0	0	0	0
TAZ_906	2047	1 Year	131665.2387	0	0	0	0	0	0	0	0
TAZ_906	2048	1 Year	137177.9378	0	0	0	0	0	0	0	0
TAZ_906	2049	1 Year	142690.6368	0	0	0	0	0	0	0	0
TAZ_906	2050	1 Year	148203.3358	0	0	0	0	0	0	0	0
TAZ_902	2036	1 Year	313535.4101	0	0	0	0	0	0	0	0
TAZ_902	2037	1 Year	627070.8203	0	0	0	0	0	0	0	0
TAZ_902	2038	1 Year	940606.2304	0	0	0	0	0	0	0	0
TAZ_902	2039	1 Year	1254141.641	0	0	0	0	0	0	0	0
TAZ_902	2040	1 Year	1567677.051	0	0	0	0	0	0	0	0
TAZ_902	2041	1 Year	1619141.641	0	0	0	0	0	0	0	0
TAZ_902	2042	1 Year	1670606.23	0	0	0	0	0	0	0	0
TAZ_902	2043	1 Year	1722070.82	0	0	0	0	0	0	0	0
TAZ_902	2044	1 Year	1773535.41	0	0	0	0	0	0	0	0
TAZ_902	2045	1 Year	1825000	0	0	0	0	0	0	0	0
TAZ_902	2046	1 Year	1825000	0	0	0	0	0	0	0	0
TAZ_902	2047	1 Year	1825000	0	0	0	0	0	0	0	0
