Network ID	Year	Period	Fueling-Station Demand [kg]	Ammonia [kg]	Biofuels [kg]	Methanol [kg]	FT Fuels [kg]	Metals [kg]	Natural Gas Blending [kg]	Seasonal Grid Storage [kg]	Other [kg]
TAZ_1408	2025	1 Year	0	0	0	0	0	0	0	0	1502368.604
TAZ_531	2026	1 Year	0	0	0	0	0	0	0	0	489643.1103
TAZ_1408	2026	1 Year	0	0	0	0	0	0	0	0	7342999.342
TAZ_2312	2026	1 Year	0	0	0	0	0	0	0	0	1132355.493
TAZ_2947	2026	1 Year	0	0	0	0	0	0	0	0	3614701.295
TAZ_4619	2026	1 Year	0	0	0	0	0	0	0	0	6755518.481
TAZ_6424	2026	1 Year	0	0	0	0	0	0	0	0	460728.5227
TAZ_531	2027	1 Year	0	0	0	0	0	0	0	0	979286.2206
TAZ_1408	2027	1 Year	0	0	0	0	0	0	0	0	13183630.08
TAZ_2312	2027	1 Year	0	0	0	0	0	0	0	0	2264710.987
TAZ_2947	2027	1 Year	0	0	0	0	0	0	0	0	7229402.59
TAZ_4619	2027	1 Year	0	0	0	0	0	0	0	0	13511036.96
TAZ_6424	2027	1 Year	0	0	0	0	0	0	0	0	921457.0454
TAZ_531	2028	1 Year	0	0	0	0	0	0	0	0	1468929.331
TAZ_1408	2028	1 Year	0	0	0	0	0	0	0	0	19024260.82
TAZ_2312	2028	1 Year	0	0	0	0	0	0	0	0	3397066.48
TAZ_2947	2028	1 Year	0	0	0	0	0	0	0	0	10844103.88
TAZ_4619	2028	1 Year	0	0	0	0	0	0	0	0	20266555.44
TAZ_6424	2028	1 Year	0	0	0	0	0	0	0	0	1382185.568
TAZ_531	2029	1 Year	0	0	0	0	0	0	0	0	1958572.441
TAZ_1408	2029	1 Year	0	0	0	0	0	0	0	0	24864891.56
TAZ_2312	2029	1 Year	0	0	0	0	0	0	0	0	4529421.974
TAZ_2947	2029	1 Year	0	0	0	0	0	0	0	0	14458805.18
TAZ_4619	2029	1 Year	0	0	0	0	0	0	0	0	27022073.92
TAZ_6424	2029	1 Year	0	0	0	0	0	0	0	0	1842914.091
TAZ_531	2030	1 Year	0	0	0	0	0	0	0	0	2448215.551
TAZ_1408	2030	1 Year	0	0	0	0	0	0	0	0	30705522.29
TAZ_2312	2030	1 Year	0	0	0	0	0	0	0	0	5661777.467
TAZ_2947	2030	1 Year	0	0	0	0	0	0	0	0	18073506.47
TAZ_4619	2030	1 Year	0	0	0	0	0	0	0	0	33777592.41
