Network ID	Year	Period	Fueling-Station Demand [kg]	Ammonia [kg]	Biofuels [kg]	Methanol [kg]	FT Fuels [kg]	Metals [kg]	Natural Gas Blending [kg]	Seasonal Grid Storage [kg]	Other [kg]
TAZ_6424	2030	1 Year	0	0	0	0	0	0	0	0	2303642.613
TAZ_531	2031	1 Year	0	0	0	0	0	0	0	0	4196663.199
TAZ_1408	2031	1 Year	0	0	0	0	0	0	0	0	44060213.37
TAZ_2312	2031	1 Year	0	0	0	0	0	0	0	0	9290891.394
TAZ_2947	2031	1 Year	0	0	0	0	0	0	0	0	29034198.36
TAZ_4619	2031	1 Year	0	0	0	0	0	0	0	0	50360835.96
TAZ_6424	2031	1 Year	0	0	0	0	0	0	0	0	4223728.016
TAZ_531	2032	1 Year	0	0	0	0	0	0	0	0	5945110.847
TAZ_1408	2032	1 Year	0	0	0	0	0	0	0	0	57414904.44
TAZ_2312	2032	1 Year	0	0	0	0	0	0	0	0	12920005.32
TAZ_2947	2032	1 Year	0	0	0	0	0	0	0	0	39994890.25
TAZ_4619	2032	1 Year	0	0	0	0	0	0	0	0	66944079.51
TAZ_6424	2032	1 Year	0	0	0	0	0	0	0	0	6143813.419
TAZ_531	2033	1 Year	0	0	0	0	0	0	0	0	7693558.495
TAZ_1408	2033	1 Year	0	0	0	0	0	0	0	0	70769595.51
TAZ_2312	2033	1 Year	0	0	0	0	0	0	0	0	16549119.25
TAZ_2947	2033	1 Year	0	0	0	0	0	0	0	0	50955582.14
TAZ_4619	2033	1 Year	0	0	0	0	0	0	0	0	83527323.06
TAZ_6424	2033	1 Year	0	0	0	0	0	0	0	0	8063898.822
TAZ_531	2034	1 Year	0	0	0	0	0	0	0	0	9442006.142
TAZ_1408	2034	1 Year	0	0	0	0	0	0	0	0	84124286.58
TAZ_2312	2034	1 Year	0	0	0	0	0	0	0	0	20178233.17
TAZ_2947	2034	1 Year	0	0	0	0	0	0	0	0	61916274.02
TAZ_4619	2034	1 Year	0	0	0	0	0	0	0	0	100110566.6
TAZ_6424	2034	1 Year	0	0	0	0	0	0	0	0	9983984.224
TAZ_531	2035	1 Year	0	0	0	0	0	0	0	0	11190453.79
TAZ_1408	2035	1 Year	0	0	0	0	0	0	0	0	97478977.65
TAZ_2312	2035	1 Year	0	0	0	0	0	0	0	0	23807347.1
TAZ_2947	2035	1 Year	0	0	0	0	0	0	0	0	72876965.91
TAZ_4619	2035	1 Year	0	0	0	0	0	0	0	0	116693810.2
TAZ_6424	2035	1 Year	0	0	0	0	0	0	0	0	11904069.63
TAZ_531	2036	1 Year	0	0	0	0	0	0	0	0	13688924.45
TAZ_1408	2036	1 Year	0	0	0	0	0	0	0	0	119324737.2
TAZ_2312	2036	1 Year	0	0	0	0	0	0	0	0	27868579.02
TAZ_2947	2036	1 Year	0	0	0	0	0	0	0	0	84242497.62
TAZ_4619	2036	1 Year	0	0	0	0	0	0	0	0	140051624.1
TAZ_6424	2036	1 Year	0	0	0	0	0	0	0	0	15021827.36
TAZ_531	2037	1 Year	0	0	0	0	0	0	0	0	16187395.12
TAZ_1408	2037	1 Year	0	0	0	0	0	0	0	0	141170496.7
TAZ_2312	2037	1 Year	0	0	0	0	0	0	0	0	31929810.94
TAZ_2947	2037	1 Year	0	0	0	0	0	0	0	0	95608029.33
TAZ_4619	2037	1 Year	0	0	0	0	0	0	0	0	163409438
TAZ_6424	2037	1 Year	0	0	0	0	0	0	0	0	18139585.09
TAZ_531	2038	1 Year	0	0	0	0	0	0	0	0	18685865.78
TAZ_1408	2038	1 Year	0	0	0	0	0	0	0	0	163016256.2
TAZ_2312	2038	1 Year	0	0	0	0	0	0	0	0	35991042.86
TAZ_2947	2038	1 Year	0	0	0	0	0	0	0	0	106973561
TAZ_4619	2038	1 Year	0	0	0	0	0	0	0	0	186767251.9
TAZ_6424	2038	1 Year	0	0	0	0	0	0	0	0	21257342.82
TAZ_531	2039	1 Year	0	0	0	0	0	0	0	0	21184336.45
TAZ_1408	2039	1 Year	0	0	0	0	0	0	0	0	184862015.8
TAZ_2312	2039	1 Year	0	0	0	0	0	0	0	0	40052274.78
TAZ_2947	2039	1 Year	0	0	0	0	0	0	0	0	118339092.8
TAZ_4619	2039	1 Year	0	0	0	0	0	0	0	0	210125065.8
TAZ_6424	2039	1 Year	0	0	0	0	0	0	0	0	24375100.55
TAZ_531	2040	1 Year	0	0	0	0	0	0	0	0	23682807.11
TAZ_1408	2040	1 Year	0	0	0	0	0	0	0	0	206707775.3
TAZ_2312	2040	1 Year	0	0	0	0	0	0	0	0	44113506.7
TAZ_2947	2040	1 Year	0	0	0	0	0	0	0	0	129704624.5
TAZ_4619	2040	1 Year	0	0	0	0	0	0	0	0	233482879.7
TAZ_6424	2040	1 Year	0	0	0	0	0	0	0	0	27492858.28
TAZ_531	2041	1 Year	0	0	0	0	0	0	0	0	29736633.1
TAZ_1408	2041	1 Year	0	0	0	0	0	0	0	0	235616299.9
TAZ_2312	2041	1 Year	0	0	0	0	0	0	0	0	52018169.72
TAZ_2947	2041	1 Year	0	0	0	0	0	0	0	0	149568117
TAZ_4619	2041	1 Year	0	0	0	0	0	0	0	0	281069883.1
TAZ_6424	2041	1 Year	0	0	0	0	0	0	0	0	35891745.92
TAZ_531	2042	1 Year	0	0	0	0	0	0	0	0	35790459.1
TAZ_1408	2042	1 Year	0	0	0	0	0	0	0	0	264524824.5
TAZ_2312	2042	1 Year	0	0	0	0	0	0	0	0	59922832.74
TAZ_2947	2042	1 Year	0	0	0	0	0	0	0	0	169431609.5
TAZ_4619	2042	1 Year	0	0	0	0	0	0	0	0	328656886.6
TAZ_6424	2042	1 Year	0	0	0	0	0	0	0	0	44290633.57
TAZ_531	2043	1 Year	0	0	0	0	0	0	0	0	41844285.09
TAZ_1408	2043	1 Year	0	0	0	0	0	0	0	0	293433349.1
TAZ_2312	2043	1 Year	0	0	0	0	0	0	0	0	67827495.75
TAZ_2947	2043	1 Year	0	0	0	0	0	0	0	0	189295102
TAZ_4619	2043	1 Year	0	0	0	0	0	0	0	0	376243890
TAZ_6424	2043	1 Year	0	0	0	0	0	0	0	0	52689521.21
TAZ_531	2044	1 Year	0	0	0	0	0	0	0	0	47898111.08
TAZ_1408	2044	1 Year	0	0	0	0	0	0	0	0	322341873.6
TAZ_2312	2044	1 Year	0	0	0	0	0	0	0	0	75732158.77
TAZ_2947	2044	1 Year	0	0	0	0	0	0	0	0	209158594.5
TAZ_4619	2044	1 Year	0	0	0	0	0	0	0	0	423830893.5
TAZ_6424	2044	1 Year	0	0	0	0	0	0	0	0	61088408.86
TAZ_531	2045	1 Year	0	0	0	0	0	0	0	0	53951937.07
TAZ_1408	2045	1 Year	0	0	0	0	0	0	0	0	351250398.2
TAZ_2312	2045	1 Year	0	0	0	0	0	0	0	0	83636821.79
TAZ_2947	2045	1 Year	0	0	0	0	0	0	0	0	229022086.9
TAZ_4619	2045	1 Year	0	0	0	0	0	0	0	0	471417896.9
TAZ_6424	2045	1 Year	0	0	0	0	0	0	0	0	69487296.51
TAZ_531	2046	1 Year	0	0	0	0	0	0	0	0	62752599.32
TAZ_1408	2046	1 Year	0	0	0	0	0	0	0	0	382461458.7
TAZ_2312	2046	1 Year	0	0	0	0	0	0	0	0	95775351.52
TAZ_2947	2046	1 Year	0	0	0	0	0	0	0	0	260112905.5
TAZ_4619	2046	1 Year	0	0	0	0	0	0	0	0	530229224.3
TAZ_6424	2046	1 Year	0	0	0	0	0	0	0	0	81547111.57
TAZ_531	2047	1 Year	0	0	0	0	0	0	0	0	71553261.57
TAZ_1408	2047	1 Year	0	0	0	0	0	0	0	0	413672519.3
TAZ_2312	2047	1 Year	0	0	0	0	0	0	0	0	107913881.3
TAZ_2947	2047	1 Year	0	0	0	0	0	0	0	0	291203724
TAZ_4619	2047	1 Year	0	0	0	0	0	0	0	0	589040551.6
TAZ_6424	2047	1 Year	0	0	0	0	0	0	0	0	93606926.63
TAZ_531	2048	1 Year	0	0	0	0	0	0	0	0	80353923.82
TAZ_1408	2048	1 Year	0	0	0	0	0	0	0	0	444883579.8
TAZ_2312	2048	1 Year	0	0	0	0	0	0	0	0	120052411
TAZ_2947	2048	1 Year	0	0	0	0	0	0	0	0	322294542.6
TAZ_4619	2048	1 Year	0	0	0	0	0	0	0	0	647851879
TAZ_6424	2048	1 Year	0	0	0	0	0	0	0	0	105666741.7
TAZ_531	2049	1 Year	0	0	0	0	0	0	0	0	89154586.07
TAZ_1408	2049	1 Year	0	0	0	0	0	0	0	0	476094640.3
TAZ_2312	2049	1 Year	0	0	0	0	0	0	0	0	132190940.7
TAZ_2947	2049	1 Year	0	0	0	0	0	0	0	0	353385361.1
TAZ_4619	2049	1 Year	0	0	0	0	0	0	0	0	706663206.4
TAZ_6424	2049	1 Year	0	0	0	0	0	0	0	0	117726556.7
TAZ_531	2050	1 Year	0	0	0	0	0	0	0	0	97955248.32
TAZ_2312	2050	1 Year	0	0	0	0	0	0	0	0	144329470.5
TAZ_2947	2050	1 Year	0	0	0	0	0	0	0	0	384476179.6
TAZ_4619	2050	1 Year	0	0	0	0	0	0	0	0	765474533.7
TAZ_6424	2050	1 Year	0	0	0	0	0	0	0	0	129786371.8
TAZ_1408	2050	1 Year	0	0	0	0	0	0	0	0	507305700.8
