Technology	Year	Nameplate Capacity [kg/yr]	Production?	Lifetime [yr]	Scaling Exponent	Capital Cost [$]	Capital Cost [$/km]	Fixed Operating Cost [fraction of CapCost/y]	Fixed Operating Cost [$/km/yr]	Variable Operating Cost [$/kg]	Variable Operating Cost [$/km/kg]	Maximum Utilization [kg/kg]	Storage Technology	Storage [kg]
GH2 Pipeline Compressor	2015	211137.7675	No	15	0.267608362	203820.8008	0	0.083916138	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	232251.5442	No	15	0.281025399	209086.2782	0	0.084359847	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	255476.6986	No	15	0.294759369	214762.2415	0	0.084787424	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	281024.3685	No	15	0.308783151	220881.2289	0	0.085197471	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	309126.8053	No	15	0.323066854	227478.4045	0	0.08558866	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	340039.4859	No	15	0.33757803	234591.7733	0	0.085959753	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	374043.4344	No	15	0.352281938	242262.4133	0	0.086309616	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	411447.7779	No	15	0.367141861	250534.7281	0	0.086637233	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	452592.5557	No	15	0.382119461	259456.7191	0	0.086941726	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	497851.8112	No	15	0.39717517	269080.281	0	0.08722236	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	547636.9924	No	15	0.412268616	279461.5216	0	0.08747856	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	602400.6916	No	15	0.427359057	290661.1077	0	0.087709913	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	662640.7608	No	15	0.442405834	302744.6403	0	0.087916177	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	728904.8369	No	15	0.457368809	315783.0599	0	0.088097277	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	801795.3205	No	15	0.472208805	329853.0862	0	0.088253314	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	881974.8526	No	15	0.486888009	345037.6937	0	0.08838455	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	970172.3378	No	15	0.504704138	361426.6266	0	0.088491409	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1115698.189	No	15	0.522180696	387841.7837	0	0.088605262	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1227268.007	No	15	0.536037257	407632.7385	0	0.088654747	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1349994.808	No	15	0.549589806	428999.7884	0	0.08868242	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1484994.289	No	15	0.562813517	452070.4041	0	0.088689282	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1633493.718	No	15	0.575686556	476982.4924	0	0.088676425	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1796843.09	No	15	0.588190127	503885.2561	0	0.088645012	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	1976527.399	No	15	0.600308488	532940.1253	0	0.088596266	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	2174180.138	No	15	0.612028903	564321.7639	0	0.088531448	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	2391598.152	No	15	0.623341563	598219.1612	0	0.088451846	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	2630757.967	No	15	0.634239465	634836.8098	0	0.088358755	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	2893833.764	No	15	0.644718267	674395.9835	0	0.088253471	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	3183217.141	No	15	0.65477611	717136.1171	0	0.088137271	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	3501538.855	No	15	0.664413425	763316.3005	0	0.088011406	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	3851692.74	No	15	0.673632731	813216.8944	0	0.087877092	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	4236862.014	No	15	0.682438423	867141.2777	0	0.087735499	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	4660548.216	No	15	0.690836549	925417.7363	0	0.087587745	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	5126603.037	No	15	0.698834606	988401.5062	0	0.087434893	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	5639263.341	No	15	0.706441322	1056476.982	0	0.087277944	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	6203189.675	No	15	0.713666461	1130060.104	0	0.087117837	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	6823508.643	No	15	0.720520628	1209600.935	0	0.086955443	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	7505859.507	No	15	0.727015094	1295586.45	0	0.086791571	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	8256445.457	No	15	0.733161627	1388543.546	0	0.08662696	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	9082090.003	No	15	0.738972343	1489042.291	0	0.086462287	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	9990299.004	No	15	0.744459572	1597699.437	0	0.086298164	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	10989328.9	No	15	0.749635731	1715182.207	0	0.086135144	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	12088261.79	No	15	0.754513218	1842212.388	0	0.085973717	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	13297087.97	No	15	0.759104321	1979570.743	0	0.085814322	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	14626796.77	No	15	0.763421131	2128101.769	0	0.08565734	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	16089476.45	No	15	0.767475482	2288718.834	0	0.085503107	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	17698424.09	No	15	0.771278884	2462409.706	0	0.085351908	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	19468266.5	No	15	0.774842485	2650242.525	0	0.085203987	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	21415093.15	No	15	0.778177025	2853372.224	0	0.085059548	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	23556602.47	No	15	0.781292818	3073047.449	0	0.084918757	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	25912262.71	No	15	0.784199721	3310618.012	0	0.084781748	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	28503488.99	No	15	0.786907123	3567542.913	0	0.084648622	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	31353837.88	No	15	0.789423941	3845398.96	0	0.084519454	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	34489221.67	No	15	0.791758611	4145890.058	0	0.084394295	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	37938143.84	No	15	0.793919091	4470857.174	0	0.084273169	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	41731958.22	No	15	0.795912866	4822289.055	0	0.084156086	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	45905154.05	No	15	0.797746959	5202333.742	0	0.084043033	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	50495669.45	No	15	0.799427936	5613310.921	0	0.083933985	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	55545236.4	No	15	0.800961925	6057725.187	0	0.083828901	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	61099760.04	No	15	0.802354629	6538280.255	0	0.08372773	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	67209736.04	No	15	0.803611338	7057894.213	0	0.083630409	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	73930709.64	No	15	0.804736952	7619715.842	0	0.083536867	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	81323780.61	No	15	0.805736	8227142.11	0	0.083447026	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	89456158.67	No	15	0.80661265	8883836.878	0	0.083360801	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	98401774.54	No	15	0.807525384	9593750.926	0	0.083278104	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	113162040.7	No	15	0.808391742	10739980.33	0	0.083163018	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	130136346.8	No	15	0.809091273	12024613.3	0	0.083055008	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	156163616.2	No	15	0.809528942	13935930.57	0	0.082924222	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	187396339.4	No	15	0.809597264	16152341.36	0	0.08280423	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	224875607.3	No	15	0.809309538	18721489.75	0	0.082694323	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	269850728.8	No	15	0.808676922	21698141.75	0	0.082593804	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	323820874.5	No	15	0.807708887	25145170.71	0	0.082501993	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	388585049.4	No	15	0.806413649	29134662.03	0	0.082418236	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	466302059.3	No	15	0.804798581	33749148.67	0	0.082341907	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	559562471.2	No	15	0.8028706	39082989.55	0	0.082272416	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Compressor	2015	671474965.4	No	15	1	45243903.88	0	0.082209201	0	0	0	1	GH2 Pipeline Salt Cavern Storage	0.00E+00
GH2 Pipeline Salt Cavern Storage	2015	1054051.971	No	30	0.711604088	1236285.796	0	0.21992199	0	0	0	1	No Storage	1.05E+06
GH2 Pipeline Salt Cavern Storage	2015	1830268.069	No	30	0.71520368	1830866.614	0	0.183655882	0	0	0	1	No Storage	1.83E+06
GH2 Pipeline Salt Cavern Storage	2015	3211772.559	No	30	0.720976742	2737353.954	0	0.154901165	0	0	0	1	No Storage	3.21E+06
GH2 Pipeline Salt Cavern Storage	2015	10036819.66	No	30	0.728572592	6224540.01	0	0.115026336	0	0	0	1	No Storage	1.00E+07
GH2 Pipeline Salt Cavern Storage	2015	31609017.36	No	30	0.735090437	14357967.47	0	0.0913762	0	0	0	1	No Storage	3.16E+07
GH2 Pipeline Salt Cavern Storage	2015	99788337.69	No	30	0.739379647	33427252.37	0	0.077595748	0	0	0	1	No Storage	9.98E+07
GH2 Pipeline Salt Cavern Storage	2015	315268823.3	No	30	0.841595091	78252039.8	0	0.069634461	0	0	0	1	No Storage	3.15E+08
GH2 Pipeline Salt Cavern Storage	2015	996293619.9	No	30	0.764105428	206084845.1	0	0.065164902	0	0	0	1	No Storage	9.96E+08
GH2 Pipeline Salt Cavern Storage	2020	1054051.971	No	30	0.710491598	1097566.907	0	0.242107591	0	0	0	1	No Storage	1.05E+06
GH2 Pipeline Salt Cavern Storage	2020	1830268.069	No	30	0.714004481	1624434.552	0	0.200700976	0	0	0	1	No Storage	1.83E+06
GH2 Pipeline Salt Cavern Storage	2020	3211772.559	No	30	0.719684099	2427077.197	0	0.167848377	0	0	0	1	No Storage	3.21E+06
GH2 Pipeline Salt Cavern Storage	2020	10036819.66	No	30	0.727297864	5510870.794	0	0.122234866	0	0	0	1	No Storage	1.00E+07
GH2 Pipeline Salt Cavern Storage	2020	31609017.36	No	30	0.734116508	12693191.81	0	0.095120562	0	0	0	1	No Storage	3.16E+07
GH2 Pipeline Salt Cavern Storage	2020	99788337.69	No	30	0.739122097	29518365.48	0	0.079278438	0	0	0	1	No Storage	9.98E+07
GH2 Pipeline Salt Cavern Storage	2020	315268823.3	No	30	0.834214176	69081000.74	0	0.070103351	0	0	0	1	No Storage	3.15E+08
GH2 Pipeline Salt Cavern Storage	2020	996293619.9	No	30	0.764393072	180393431.1	0	0.06493132	0	0	0	1	No Storage	9.96E+08
GH2 Pipeline Salt Cavern Storage	2025	1054051.971	No	30	0.709056205	958848.0178	0	0.264293192	0	0	0	1	No Storage	1.05E+06
GH2 Pipeline Salt Cavern Storage	2025	1830268.069	No	30	0.712454926	1418002.489	0	0.217746069	0	0	0	1	No Storage	1.83E+06
GH2 Pipeline Salt Cavern Storage	2025	3211772.559	No	30	0.718009681	2116800.44	0	0.180795589	0	0	0	1	No Storage	3.21E+06
GH2 Pipeline Salt Cavern Storage	2025	10036819.66	No	30	0.725641076	4797201.579	0	0.129443397	0	0	0	1	No Storage	1.00E+07
GH2 Pipeline Salt Cavern Storage	2025	31609017.36	No	30	0.732846907	11028416.14	0	0.098864923	0	0	0	1	No Storage	3.16E+07
GH2 Pipeline Salt Cavern Storage	2025	99788337.69	No	30	0.738785811	25609478.59	0	0.080961128	0	0	0	1	No Storage	9.98E+07
GH2 Pipeline Salt Cavern Storage	2025	315268823.3	No	30	0.824478129	59909961.68	0	0.070572241	0	0	0	1	No Storage	3.15E+08
GH2 Pipeline Salt Cavern Storage	2025	996293619.9	No	30	0.748818134	154702017.2	0	0.064697738	0	0	0	1	No Storage	9.96E+08
GH2 Pipeline Salt Cavern Storage	2030	1054051.971	No	30	0.708510224	9.15E+05	0	0.273793301	0	0	0	1	No Storage	1.05E+06
GH2 Pipeline Salt Cavern Storage	2030	1830268.069	No	30	0.711864844	1352586.439	0	0.22505743	0	0	0	1	No Storage	1.83E+06
GH2 Pipeline Salt Cavern Storage	2030	3211772.559	No	30	0.717370824	2018477.148	0	0.186359633	0	0	0	1	No Storage	3.21E+06
GH2 Pipeline Salt Cavern Storage	2030	10036819.66	No	30	0.72500728	4571047.652	0	0.132554006	0	0	0	1	No Storage	1.00E+07
GH2 Pipeline Salt Cavern Storage	2030	31609017.36	No	30	0.732360099	10500867.04	0	0.100487304	0	0	0	1	No Storage	3.16E+07
GH2 Pipeline Salt Cavern Storage	2030	99788337.69	No	30	0.738656702	2.44E+07	0	0.081692507	0	0	0	1	No Storage	9.98E+07
GH2 Pipeline Salt Cavern Storage	2030	315268823.3	No	30	0.820710043	57003760.26	0	0.070776213	0	0	0	1	No Storage	3.15E+08
GH2 Pipeline Salt Cavern Storage	2030	996293619.9	No	30	1	146560690.6	0	0.064593656	0	0	0	1	No Storage	9.96E+08
GH2 Pipeline Station (350bar)	2015	54750	No	20	0.446244104	1409051.269	0	0.1064581	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	182500	No	20	0.657861011	2411339.457	0	0.104934318	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	365000	No	20	1.015345255	3.80E+06	0	1.03E-01	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	547500	No	20	1.124686067	5742323.75	0	0.100484392	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	730000	No	20	0.999957555	7936052.47	0	0.098985648	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	1095000	No	20	1.073079267	11903873.84	0	0.102576564	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	1460000	No	20	0.497925756	1.62E+07	0	0.089229455	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	2044000	No	20	0.238701548	19165422.42	0	0.089927985	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	2774000	No	20	0.073127798	20614666.99	0	0.09132238	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	3832500	No	20	0.874563263	21107737.77	0	0.093770486	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	5288850	No	20	0.166523012	27975303.08	0	0.095546652	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2015	8030000	No	20	1	29989861.76	0	0.096810167	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	54750	No	20	0.432408464	1173255.051	0	0.112458867	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	182500	No	20	0.636175309	1974647.717	0	0.110926426	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	365000	No	20	0.996819564	3069004.165	0	0.107839041	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	547500	No	20	1.139458487	4597573.595	0	0.105642521	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	730000	No	20	0.958500315	6381035.983	0	0.102652975	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	1095000	No	20	1.173758967	9411844.017	0	0.107392961	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	1460000	No	20	0.480423591	13192365.75	0	0.089978263	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	2044000	No	20	0.194675657	15506937.59	0	0.090447425	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	2774000	No	20	0.006851765	16456785.48	0	0.091934177	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	3832500	No	20	0.797357991	16493272.31	0	0.09469299	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	5288850	No	20	0.136397185	21322618.5	0	0.096750433	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2020	8030000	No	20	1	22572348.78	0	0.098371686	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	54750	No	20	0.411169321	937458.8331	0	0.118459634	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	182500	No	20	0.601504492	1537955.976	0	0.116918535	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	365000	No	20	0.966314703	2333537.576	0	0.113171051	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	547500	No	20	1.163888036	3452823.44	0	0.110800649	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	730000	No	20	0.888774163	4826019.496	0	0.106320301	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	1095000	No	20	1.34041052	6919814.197	0	0.112209358	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	1460000	No	20	0.452329429	10175684.44	0	0.09072707	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	2044000	No	20	0.122184357	11848452.76	0	0.090966865	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	2774000	No	20	1	12298903.98	0	0.092545974	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	3832500	No	20	0.655246893	11878806.86	0	0.095615494	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	5288850	No	20	0.077875616	14669933.93	0	0.097954215	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2025	8030000	No	20	1	15154835.81	0	0.099933205	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	54750	No	20	0.40320619	867418.9939	0	0.121418639	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	182500	No	20	0.588833149	1409473.369	0	0.120009014	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	365000	No	20	0.953411866	2119889.944	0	0.116037811	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	547500	No	20	1.179592433	3120332.041	0	0.113642939	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	730000	No	20	0.863017048	4381043.839	0	0.108307129	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	1095000	No	20	1.396167461	6216520.321	0	0.114898201	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	1460000	No	20	0.443640375	9289295.029	0	0.09125222	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	2044000	No	20	0.09742032	10784774.1	0	0.091379329	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	2774000	No	20	1	11110445.61	0	0.093006667	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	3832500	No	20	0.601539802	10592952.71	0	0.096237781	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	5288850	No	20	0.05480071	12857598.84	0	0.098736331	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (350bar)	2030	8030000	No	20	1	13155223.04	0	0.100933666	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	54750	No	20	2	1890949.814	0	0.103007996	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	182500	No	20	1.117122707	3669774.395	0	0.09975394	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	365000	No	20	1.08554553	5919452.504	0	0.099057248	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	547500	No	20	1	9760637.071	0	0.098370465	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	730000	No	20	0.961304551	12796206.58	0	0.097276996	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	1095000	No	20	0.941285954	20127822.16	0	0.099670918	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	1460000	No	20	0.689772372	26540002.7	0	0.090605548	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	2044000	No	20	0.559162498	32033934.27	0	0.091556546	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	2774000	No	20	0.550719198	36327159.75	0	0.092553668	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	3832500	No	20	0.411844907	40039611.26	0	0.094109909	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	5288850	No	20	0.301037904	56798251.87	0	0.095174339	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2015	8030000	No	20	0.257500006	63246092.86	0	0.095774216	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	54750	No	20	2	1538547.353	0	0.107916351	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	182500	No	20	1.081729793	2936522.613	0	0.104011545	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	365000	No	20	1.03803946	4665502.751	0	0.102703725	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	547500	No	20	1.026962807	7595551.736	0	0.101546659	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	730000	No	20	1	10018102.93	0	0.09970496	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	1095000	No	20	0.962280927	15533476	0	0.102743396	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	1460000	No	20	0.667923806	20872577.69	0	0.090905926	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	2044000	No	20	0.539053888	25023437.67	0	0.09172726	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	2774000	No	20	0.53687874	28063992.87	0	0.092810764	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	3832500	No	20	0.375511985	30457435	0	0.094585733	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	5288850	No	20	0.253205242	42549389.92	0	0.095783622	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2020	8030000	No	20	0.24119482	47058172.14	0	0.096534913	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	100	No	20	2	100000000	0	0.112824707	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	54750	No	20	2	100000000	0	0.112824707	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	182499	No	20	2	100000000	0	0.112824707	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	182500	No	20	1.144625058	2203270.831	0	0.10826915	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	365000	No	20	1.017905457	3411552.999	0	0.106350202	0	0	0	1	No Storage	0.00E+00
GH2 Pipeline Station (700bar)	2025	547500	No	20	1	5430466.401	0	0.104722854	0	0	0	1	No Storage	0.00E+00
