Network ID	Zone	Fraction
TAZ_6668	No Salt Cavern Available	1
TAZ_6609	No Salt Cavern Available	1
TAZ_6631	No Salt Cavern Available	1
TAZ_6133	No Salt Cavern Available	1
TAZ_6658	No Salt Cavern Available	1
TAZ_6434	No Salt Cavern Available	1
TAZ_6561	No Salt Cavern Available	1
TAZ_6101	No Salt Cavern Available	1
TAZ_6424	No Salt Cavern Available	1
TAZ_6136	No Salt Cavern Available	1
TAZ_5612	No Salt Cavern Available	1
TAZ_6407	No Salt Cavern Available	1
TAZ_5611	No Salt Cavern Available	1
TAZ_6508	No Salt Cavern Available	1
TAZ_5699	No Salt Cavern Available	1
TAZ_5613	No Salt Cavern Available	1
TAZ_5608	No Salt Cavern Available	1
TAZ_6554	No Salt Cavern Available	1
TAZ_6134	No Salt Cavern Available	1
TAZ_5609	No Salt Cavern Available	1
TAZ_6545	No Salt Cavern Available	1
TAZ_5607	No Salt Cavern Available	1
TAZ_6836	No Salt Cavern Available	1
TAZ_5606	No Salt Cavern Available	1
TAZ_5604	No Salt Cavern Available	1
TAZ_5616	No Salt Cavern Available	1
TAZ_6105	No Salt Cavern Available	1
TAZ_5602	No Salt Cavern Available	1
TAZ_5603	No Salt Cavern Available	1
WEC_SDGE	No Salt Cavern Available	1
TAZ_5601	No Salt Cavern Available	1
TAZ_6106	No Salt Cavern Available	1
TAZ_6114	No Salt Cavern Available	1
WECC_IID	No Salt Cavern Available	1
TAZ_6273	No Salt Cavern Available	1
TAZ_6100	No Salt Cavern Available	1
TAZ_6207	No Salt Cavern Available	1
TAZ_5614	No Salt Cavern Available	1
TAZ_6231	No Salt Cavern Available	1
TAZ_5615	No Salt Cavern Available	1
TAZ_6204	No Salt Cavern Available	1
TAZ_6102	No Salt Cavern Available	1
TAZ_6108	No Salt Cavern Available	1
TAZ_6245	No Salt Cavern Available	1
TAZ_5600	No Salt Cavern Available	1
TAZ_6120	No Salt Cavern Available	1
TAZ_6251	No Salt Cavern Available	1
TAZ_6003	No Salt Cavern Available	1
TAZ_6005	No Salt Cavern Available	1
TAZ_5698	No Salt Cavern Available	1
TAZ_6011	No Salt Cavern Available	1
TAZ_5637	No Salt Cavern Available	1
TAZ_5550	No Salt Cavern Available	1
TAZ_6099	No Salt Cavern Available	1
TAZ_5541	No Salt Cavern Available	1
TAZ_5664	No Salt Cavern Available	1
TAZ_6037	No Salt Cavern Available	1
TAZ_5546	No Salt Cavern Available	1
TAZ_6053	No Salt Cavern Available	1
TAZ_5669	No Salt Cavern Available	1
TAZ_5973	No Salt Cavern Available	1
TAZ_5636	No Salt Cavern Available	1
TAZ_5853	No Salt Cavern Available	1
Cavern_18	Salt Cavern Available	1
TAZ_5855	No Salt Cavern Available	1
TAZ_5857	No Salt Cavern Available	1
TAZ_4619	No Salt Cavern Available	1
TAZ_4766	No Salt Cavern Available	1
TAZ_5670	No Salt Cavern Available	1
TAZ_4750	No Salt Cavern Available	1
TAZ_5680	No Salt Cavern Available	1
TAZ_4737	No Salt Cavern Available	1
TAZ_4731	No Salt Cavern Available	1
TAZ_5693	No Salt Cavern Available	1
TAZ_4730	No Salt Cavern Available	1
TAZ_4700	No Salt Cavern Available	1
TAZ_5460	No Salt Cavern Available	1
TAZ_4569	No Salt Cavern Available	1
