Network_ID	Year	Period	Hydrogen_Price
TAZ_1408	2026	1 Year	3.06
TAZ_1408	2027	1 Year	3.74
TAZ_1408	2028	1 Year	3.47
TAZ_2312	2026	1 Year	13.03
TAZ_2312	2027	1 Year	12.07
TAZ_2312	2028	1 Year	11.18
TAZ_2947	2026	1 Year	13.21
TAZ_2947	2027	1 Year	12.23
TAZ_2947	2028	1 Year	11.34
TAZ_4619	2026	1 Year	4.71
TAZ_4619	2027	1 Year	4.09
TAZ_4619	2028	1 Year	4.12
TAZ_531	2026	1 Year	12.86
TAZ_531	2027	1 Year	11.91
TAZ_531	2028	1 Year	11.03
TAZ_6424	2026	1 Year	7.21
TAZ_6424	2027	1 Year	5.88
TAZ_6424	2028	1 Year	6.56
TAZ_1408	2029	1 Year	8.01
TAZ_1408	2030	1 Year	3.98
TAZ_1408	2031	1 Year	3.71
TAZ_2312	2029	1 Year	11.74
TAZ_2312	2030	1 Year	16.72
TAZ_2312	2031	1 Year	3.81
TAZ_2947	2029	1 Year	11.89
TAZ_2947	2030	1 Year	16.98
TAZ_2947	2031	1 Year	3.69
TAZ_4619	2029	1 Year	6.3
TAZ_4619	2030	1 Year	3.98
TAZ_4619	2031	1 Year	3.69
TAZ_531	2029	1 Year	11.58
TAZ_531	2030	1 Year	16.43
TAZ_531	2031	1 Year	3.7
TAZ_6424	2029	1 Year	7.2
TAZ_6424	2030	1 Year	8.3
TAZ_6424	2031	1 Year	3.64
TAZ_1408	2032	1 Year	3.47
TAZ_1408	2033	1 Year	3.47
TAZ_1408	2034	1 Year	5.86
TAZ_2312	2032	1 Year	3.61
TAZ_2312	2033	1 Year	8.12
TAZ_2312	2034	1 Year	22.24
TAZ_2947	2032	1 Year	3.42
TAZ_2947	2033	1 Year	3.19
TAZ_2947	2034	1 Year	8.39
TAZ_4619	2032	1 Year	3.42
TAZ_4619	2033	1 Year	3.17
TAZ_4619	2034	1 Year	5.7
TAZ_531	2032	1 Year	3.53
TAZ_531	2033	1 Year	3.52
TAZ_531	2034	1 Year	8.55
TAZ_6424	2032	1 Year	3.37
TAZ_6424	2033	1 Year	3.17
TAZ_6424	2034	1 Year	8.27
TAZ_1408	2035	1 Year	6.69
TAZ_1408	2036	1 Year	4.1
TAZ_1408	2037	1 Year	3.76
TAZ_2312	2035	1 Year	5.12
TAZ_2312	2036	1 Year	4.1
TAZ_2312	2037	1 Year	3.76
TAZ_2947	2035	1 Year	6.82
TAZ_2947	2036	1 Year	4.25
TAZ_2947	2037	1 Year	4.86
TAZ_4619	2035	1 Year	6.79
TAZ_4619	2036	1 Year	4.05
TAZ_4619	2037	1 Year	3.75
TAZ_531	2035	1 Year	6.4
TAZ_531	2036	1 Year	4.09
TAZ_531	2037	1 Year	4.02
TAZ_6424	2035	1 Year	24.27
TAZ_6424	2036	1 Year	3.87
TAZ_6424	2037	1 Year	3.98
TAZ_1408	2038	1 Year	3.5
TAZ_1408	2039	1 Year	3.09
TAZ_1408	2040	1 Year	2.95
TAZ_2312	2038	1 Year	3.5
TAZ_2312	2039	1 Year	3.09
TAZ_2312	2040	1 Year	2.92
TAZ_2947	2038	1 Year	9.71
TAZ_2947	2039	1 Year	3.19
TAZ_2947	2040	1 Year	2.98
TAZ_4619	2038	1 Year	3.3
TAZ_4619	2039	1 Year	3.19
TAZ_4619	2040	1 Year	3.86
TAZ_531	2038	1 Year	8.23
TAZ_531	2039	1 Year	3.12
TAZ_531	2040	1 Year	2.97
TAZ_6424	2038	1 Year	3.65
TAZ_6424	2039	1 Year	3.11
TAZ_6424	2040	1 Year	3.06
TAZ_1408	2041	1 Year	2.58
TAZ_1408	2042	1 Year	2.25
TAZ_1408	2043	1 Year	2.09
TAZ_2312	2041	1 Year	2.43
TAZ_2312	2042	1 Year	2.25
TAZ_2312	2043	1 Year	2.09
TAZ_2947	2041	1 Year	10.15
TAZ_2947	2042	1 Year	6.02
TAZ_2947	2043	1 Year	2.45
TAZ_4619	2041	1 Year	10.49
TAZ_4619	2042	1 Year	2.25
TAZ_4619	2043	1 Year	2.08
TAZ_531	2041	1 Year	2.45
TAZ_531	2042	1 Year	2.34
TAZ_531	2043	1 Year	2.35
TAZ_6424	2041	1 Year	2.54
TAZ_6424	2042	1 Year	2.25
TAZ_6424	2043	1 Year	2.08
TAZ_1408	2044	1 Year	1.94
TAZ_1408	2045	1 Year	8.35
TAZ_1408	2046	1 Year	1.47
TAZ_2312	2044	1 Year	1.94
TAZ_2312	2045	1 Year	8.37
TAZ_2312	2046	1 Year	8.32
TAZ_2947	2044	1 Year	1.99
TAZ_2947	2045	1 Year	8.45
TAZ_2947	2046	1 Year	8.37
TAZ_4619	2044	1 Year	1.99
TAZ_4619	2045	1 Year	8.45
TAZ_4619	2046	1 Year	8.45
TAZ_531	2044	1 Year	1.96
TAZ_531	2045	1 Year	8.44
TAZ_531	2046	1 Year	1.68
TAZ_6424	2044	1 Year	1.99
TAZ_6424	2045	1 Year	1.55
TAZ_6424	2046	1 Year	8.37
TAZ_1408	2047	1 Year	1.51
TAZ_1408	2048	1 Year	1.43
TAZ_1408	2049	1 Year	6.57
TAZ_1408	2050	1 Year	3.85
TAZ_2312	2047	1 Year	1.53
TAZ_2312	2048	1 Year	1.43
TAZ_2312	2049	1 Year	6.57
TAZ_2312	2050	1 Year	4.17
TAZ_2947	2047	1 Year	1.57
TAZ_2947	2048	1 Year	1.48
TAZ_2947	2049	1 Year	14.82
TAZ_2947	2050	1 Year	4.2
TAZ_4619	2047	1 Year	1.69
TAZ_4619	2048	1 Year	1.3
TAZ_4619	2049	1 Year	14.56
TAZ_4619	2050	1 Year	3.26
TAZ_531	2047	1 Year	1.39
TAZ_531	2048	1 Year	1.41
TAZ_531	2049	1 Year	1.33
TAZ_531	2050	1 Year	2.48
TAZ_6424	2047	1 Year	2.39
TAZ_6424	2048	1 Year	1.3
TAZ_6424	2049	1 Year	1.21
TAZ_6424	2050	1 Year	1.72
