Infrastructure ID	Network ID	Year	Capacity [kg]	Yield [upstream/kg]	Cost [$/kg]	Technology	Period	Average Annual Capacity [kg/yr]
infra[1]	WEC_CALN	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[3]	WEC_SDGE	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[4]	WECC_AZ	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[5]	WECC_IID	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[6]	WECC_NM	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[7]	WECC_NNV	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[8]	WECC_PNW	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[9]	WECC_SCE	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[10]	WECC_SF	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[2]	WEC_LADW	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[1]	WEC_CALN	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[3]	WEC_SDGE	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[4]	WECC_AZ	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[5]	WECC_IID	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[6]	WECC_NM	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[7]	WECC_NNV	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[8]	WECC_PNW	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[9]	WECC_SCE	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[10]	WECC_SF	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[2]	WEC_LADW	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[1]	WEC_CALN	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[3]	WEC_SDGE	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[4]	WECC_AZ	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[5]	WECC_IID	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[6]	WECC_NM	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[7]	WECC_NNV	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[8]	WECC_PNW	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[9]	WECC_SCE	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[10]	WECC_SF	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[2]	WEC_LADW	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[1]	WEC_CALN	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[3]	WEC_SDGE	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[4]	WECC_AZ	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[5]	WECC_IID	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[6]	WECC_NM	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[7]	WECC_NNV	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[8]	WECC_PNW	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[9]	WECC_SCE	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[10]	WECC_SF	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[2]	WEC_LADW	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[11]	WECC_CO	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[11]	WECC_CO	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[11]	WECC_CO	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[11]	WECC_CO	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[12]	WECC_ID	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[12]	WECC_ID	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[12]	WECC_ID	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[12]	WECC_ID	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[13]	WECC_MT	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[13]	WECC_MT	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[13]	WECC_MT	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[13]	WECC_MT	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[14]	WECC_SNV	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[14]	WECC_SNV	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[14]	WECC_SNV	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[14]	WECC_SNV	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[15]	WECC_UT	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[15]	WECC_UT	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[15]	WECC_UT	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[15]	WECC_UT	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[16]	WECC_WY	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[16]	WECC_WY	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
infra[16]	WECC_WY	2050	0	0	100	Existing or Planned Electrolysis	1 Year	0
