Material	Zone	Year	Price [$/unit]	Billable?	Quantity [unit]
Biomass [MMBtu]	p1	2019	56.3143382	True	0
Biomass [MMBtu]	p1	2020	56.3143382	True	0
Biomass [MMBtu]	p1	2021	56.3143382	True	0
Biomass [MMBtu]	p1	2022	56.3143382	True	0
Biomass [MMBtu]	p1	2023	56.3143382	True	0
Biomass [MMBtu]	p1	2024	56.3143382	True	0
Biomass [MMBtu]	p1	2025	56.3143382	True	0
Biomass [MMBtu]	p1	2026	56.3143382	True	238.935
Biomass [MMBtu]	p1	2026	61.4338235	True	318.58
Biomass [MMBtu]	p1	2026	71.6727941	True	669.018
Biomass [MMBtu]	p1	2026	76.7922794	True	700.876
Biomass [MMBtu]	p1	2026	81.9117647	True	844.237
Biomass [MMBtu]	p1	2026	87.03125	True	2771.646
Biomass [MMBtu]	p1	2026	97.2702206	True	8410.512
Biomass [MMBtu]	p1	2026	102.389706	True	24705.879
Biomass [MMBtu]	p1	2027	51.1948529	True	0
Biomass [MMBtu]	p1	2027	56.3143382	True	461.941
Biomass [MMBtu]	p1	2027	61.4338235	True	621.231
Biomass [MMBtu]	p1	2027	71.6727941	True	987.598
Biomass [MMBtu]	p1	2027	76.7922794	True	1019.456
Biomass [MMBtu]	p1	2027	81.9117647	True	1178.746
Biomass [MMBtu]	p1	2027	87.03125	True	3169.871
Biomass [MMBtu]	p1	2027	97.2702206	True	13969.733
Biomass [MMBtu]	p1	2027	102.389706	True	48440.089
Biomass [MMBtu]	p1	2028	51.1948529	True	0
Biomass [MMBtu]	p1	2028	56.3143382	True	684.947
Biomass [MMBtu]	p1	2028	61.4338235	True	907.953
Biomass [MMBtu]	p1	2028	71.6727941	True	1258.391
Biomass [MMBtu]	p1	2028	76.7922794	True	1449.539
Biomass [MMBtu]	p1	2028	81.9117647	True	1465.468
Biomass [MMBtu]	p1	2028	87.03125	True	3472.522
Biomass [MMBtu]	p1	2028	92.1507353	True	3759.244
Biomass [MMBtu]	p1	2028	97.2702206	True	38309.245
Biomass [MMBtu]	p1	2028	102.389706	True	51466.599
Biomass [MMBtu]	p1	2029	51.1948529	True	0
Biomass [MMBtu]	p1	2029	56.3143382	True	828.308
Biomass [MMBtu]	p1	2029	61.4338235	True	1051.314
Biomass [MMBtu]	p1	2029	71.6727941	True	1322.107
Biomass [MMBtu]	p1	2029	76.7922794	True	1513.255
Biomass [MMBtu]	p1	2029	87.03125	True	3568.096
Biomass [MMBtu]	p1	2029	92.1507353	True	3902.605
Biomass [MMBtu]	p1	2029	102.389706	True	54190.458
Biomass [MMBtu]	p1	2029	97.2702206	True	61645.23
Biomass [MMBtu]	p1	2030	51.1948529	True	0
