Network_ID	Year	Period	Hydrogen_Price
TAZ_1408	2026	1 Year	1.38
TAZ_1408	2027	1 Year	5.01
TAZ_1408	2028	1 Year	4.65
TAZ_2312	2026	1 Year	5.8
TAZ_2312	2027	1 Year	6.73
TAZ_2312	2028	1 Year	6.24
TAZ_2947	2026	1 Year	5.85
TAZ_2947	2027	1 Year	6.77
TAZ_2947	2028	1 Year	6.28
TAZ_4619	2026	1 Year	9.22
TAZ_4619	2027	1 Year	8.55
TAZ_4619	2028	1 Year	10.2
TAZ_531	2026	1 Year	5.59
TAZ_531	2027	1 Year	6.62
TAZ_531	2028	1 Year	6.14
TAZ_6424	2026	1 Year	5.59
TAZ_6424	2027	1 Year	6.53
TAZ_6424	2028	1 Year	6.06
TAZ_1408	2029	1 Year	4.31
TAZ_1408	2030	1 Year	3.98
TAZ_1408	2031	1 Year	7.53
TAZ_2312	2029	1 Year	7.1
TAZ_2312	2030	1 Year	3.99
TAZ_2312	2031	1 Year	7.31
TAZ_2947	2029	1 Year	7.18
TAZ_2947	2030	1 Year	4.03
TAZ_2947	2031	1 Year	7.06
TAZ_4619	2029	1 Year	21.57
TAZ_4619	2030	1 Year	8.0
TAZ_4619	2031	1 Year	6.82
TAZ_531	2029	1 Year	7.06
TAZ_531	2030	1 Year	3.96
TAZ_531	2031	1 Year	7.32
TAZ_6424	2029	1 Year	6.98
TAZ_6424	2030	1 Year	3.84
TAZ_6424	2031	1 Year	6.66
TAZ_1408	2032	1 Year	6.83
TAZ_1408	2033	1 Year	5.72
TAZ_1408	2034	1 Year	6.38
TAZ_2312	2032	1 Year	6.87
TAZ_2312	2033	1 Year	5.71
TAZ_2312	2034	1 Year	6.43
TAZ_2947	2032	1 Year	7.0
TAZ_2947	2033	1 Year	5.81
TAZ_2947	2034	1 Year	6.52
TAZ_4619	2032	1 Year	7.1
TAZ_4619	2033	1 Year	5.72
TAZ_4619	2034	1 Year	6.6
TAZ_531	2032	1 Year	6.78
TAZ_531	2033	1 Year	5.63
TAZ_531	2034	1 Year	6.33
TAZ_6424	2032	1 Year	4.71
TAZ_6424	2033	1 Year	4.37
TAZ_6424	2034	1 Year	4.31
TAZ_1408	2035	1 Year	5.12
TAZ_1408	2036	1 Year	3.85
TAZ_1408	2037	1 Year	3.86
TAZ_2312	2035	1 Year	5.68
TAZ_2312	2036	1 Year	3.87
TAZ_2312	2037	1 Year	3.9
TAZ_2947	2035	1 Year	5.86
TAZ_2947	2036	1 Year	3.95
TAZ_2947	2037	1 Year	3.97
TAZ_4619	2035	1 Year	9.88
TAZ_4619	2036	1 Year	3.85
TAZ_4619	2037	1 Year	3.87
TAZ_531	2035	1 Year	5.17
TAZ_531	2036	1 Year	3.8
TAZ_531	2037	1 Year	3.83
TAZ_6424	2035	1 Year	3.94
TAZ_6424	2036	1 Year	3.75
TAZ_6424	2037	1 Year	3.69
TAZ_1408	2038	1 Year	3.56
TAZ_1408	2039	1 Year	3.06
TAZ_1408	2040	1 Year	4.21
TAZ_2312	2038	1 Year	3.59
TAZ_2312	2039	1 Year	3.09
TAZ_2312	2040	1 Year	6.29
TAZ_2947	2038	1 Year	3.66
TAZ_2947	2039	1 Year	3.16
TAZ_2947	2040	1 Year	6.36
TAZ_4619	2038	1 Year	3.5
TAZ_4619	2039	1 Year	3.06
TAZ_4619	2040	1 Year	6.42
TAZ_531	2038	1 Year	3.52
TAZ_531	2039	1 Year	3.03
TAZ_531	2040	1 Year	6.23
TAZ_6424	2038	1 Year	2.71
TAZ_6424	2039	1 Year	2.67
TAZ_6424	2040	1 Year	2.18
TAZ_1408	2041	1 Year	2.55
TAZ_1408	2042	1 Year	2.36
TAZ_1408	2043	1 Year	4.18
TAZ_2312	2041	1 Year	3.02
TAZ_2312	2042	1 Year	2.39
TAZ_2312	2043	1 Year	4.21
TAZ_2947	2041	1 Year	3.18
TAZ_2947	2042	1 Year	2.44
TAZ_2947	2043	1 Year	4.26
TAZ_4619	2041	1 Year	3.13
TAZ_4619	2042	1 Year	2.25
TAZ_4619	2043	1 Year	2.41
TAZ_531	2041	1 Year	2.97
TAZ_531	2042	1 Year	2.33
TAZ_531	2043	1 Year	4.16
TAZ_6424	2041	1 Year	3.04
TAZ_6424	2042	1 Year	2.19
TAZ_6424	2043	1 Year	3.55
TAZ_1408	2044	1 Year	2.31
TAZ_1408	2045	1 Year	1.64
TAZ_1408	2046	1 Year	1.51
TAZ_2312	2044	1 Year	2.04
TAZ_2312	2045	1 Year	1.64
TAZ_2312	2046	1 Year	1.51
TAZ_2947	2044	1 Year	2.38
TAZ_2947	2045	1 Year	15.56
TAZ_2947	2046	1 Year	1.65
TAZ_4619	2044	1 Year	2.01
TAZ_4619	2045	1 Year	1.55
TAZ_4619	2046	1 Year	1.62
TAZ_531	2044	1 Year	2.0
TAZ_531	2045	1 Year	1.6
TAZ_531	2046	1 Year	1.49
TAZ_6424	2044	1 Year	2.08
TAZ_6424	2045	1 Year	1.47
TAZ_6424	2046	1 Year	1.57
TAZ_1408	2047	1 Year	1.33
TAZ_1408	2048	1 Year	1.23
TAZ_1408	2049	1 Year	1.7
TAZ_1408	2050	1 Year	1.75
TAZ_2312	2047	1 Year	1.33
TAZ_2312	2048	1 Year	1.23
TAZ_2312	2049	1 Year	1.69
TAZ_2312	2050	1 Year	3.32
TAZ_2947	2047	1 Year	1.43
TAZ_2947	2048	1 Year	4.24
TAZ_2947	2049	1 Year	1.75
TAZ_2947	2050	1 Year	4.24
TAZ_4619	2047	1 Year	1.4
TAZ_4619	2048	1 Year	1.23
TAZ_4619	2049	1 Year	1.25
TAZ_4619	2050	1 Year	1.86
TAZ_531	2047	1 Year	1.31
TAZ_531	2048	1 Year	1.22
TAZ_531	2049	1 Year	1.68
TAZ_531	2050	1 Year	3.3
TAZ_6424	2047	1 Year	1.37
TAZ_6424	2048	1 Year	1.24
TAZ_6424	2049	1 Year	1.68
TAZ_6424	2050	1 Year	3.36
