Network_ID	Year	Period	Hydrogen_Price
TAZ_100	2026	1 Year	7.39
TAZ_100	2027	1 Year	11.58
TAZ_100	2028	1 Year	8.97
TAZ_108	2026	1 Year	7.59
TAZ_108	2027	1 Year	11.61
TAZ_108	2028	1 Year	9.25
TAZ_1080	2026	1 Year	5.75
TAZ_1080	2027	1 Year	11.56
TAZ_1080	2028	1 Year	9.24
TAZ_109	2026	1 Year	40.51
TAZ_109	2027	1 Year	8.74
TAZ_109	2028	1 Year	6.51
TAZ_1179	2026	1 Year	7.51
TAZ_1179	2027	1 Year	11.55
TAZ_1179	2028	1 Year	9.24
TAZ_126	2026	1 Year	7.38
TAZ_126	2027	1 Year	11.39
TAZ_126	2028	1 Year	9.07
TAZ_127	2026	1 Year	4.46
TAZ_127	2027	1 Year	11.36
TAZ_127	2028	1 Year	9.04
TAZ_1283	2026	1 Year	7.49
TAZ_1283	2027	1 Year	11.53
TAZ_1283	2028	1 Year	9.22
TAZ_129	2026	1 Year	7.21
TAZ_129	2027	1 Year	11.31
TAZ_129	2028	1 Year	8.94
TAZ_130	2026	1 Year	7.18
TAZ_130	2027	1 Year	11.29
TAZ_130	2028	1 Year	8.91
TAZ_1309	2026	1 Year	7.48
TAZ_1309	2027	1 Year	11.5
TAZ_1309	2028	1 Year	9.18
TAZ_1314	2026	1 Year	7.46
TAZ_1314	2027	1 Year	11.48
TAZ_1314	2028	1 Year	9.17
TAZ_1320	2026	1 Year	7.48
TAZ_1320	2027	1 Year	11.52
TAZ_1320	2028	1 Year	9.18
TAZ_1352	2026	1 Year	6.52
TAZ_1352	2027	1 Year	10.62
TAZ_1352	2028	1 Year	8.37
TAZ_1357	2026	1 Year	4.3
TAZ_1357	2027	1 Year	8.56
TAZ_1357	2028	1 Year	6.46
TAZ_1360	2026	1 Year	4.29
TAZ_1360	2027	1 Year	8.55
TAZ_1360	2028	1 Year	6.45
TAZ_1413	2026	1 Year	7.48
TAZ_1413	2027	1 Year	11.51
TAZ_1413	2028	1 Year	9.2
TAZ_1426	2026	1 Year	7.48
TAZ_1426	2027	1 Year	11.5
TAZ_1426	2028	1 Year	9.19
TAZ_156	2026	1 Year	5.39
TAZ_156	2027	1 Year	9.57
TAZ_156	2028	1 Year	7.37
TAZ_1607	2026	1 Year	4.3
TAZ_1607	2027	1 Year	8.56
TAZ_1607	2028	1 Year	6.47
TAZ_161	2026	1 Year	7.28
TAZ_161	2027	1 Year	11.38
TAZ_161	2028	1 Year	8.97
TAZ_162	2026	1 Year	16.42
TAZ_162	2027	1 Year	8.5
TAZ_162	2028	1 Year	6.23
TAZ_164	2026	1 Year	7.35
TAZ_164	2027	1 Year	11.44
TAZ_164	2028	1 Year	8.99
TAZ_167	2026	1 Year	19.3
TAZ_167	2027	1 Year	18.08
TAZ_167	2028	1 Year	17.75
TAZ_1686	2026	1 Year	7.45
TAZ_1686	2027	1 Year	11.49
TAZ_1686	2028	1 Year	9.18
TAZ_1731	2026	1 Year	6.3
TAZ_1731	2027	1 Year	11.51
TAZ_1731	2028	1 Year	9.2
TAZ_1796	2026	1 Year	26.79
TAZ_1796	2027	1 Year	8.57
TAZ_1796	2028	1 Year	6.48
TAZ_1873	2026	1 Year	7.47
TAZ_1873	2027	1 Year	11.51
TAZ_1873	2028	1 Year	9.2
TAZ_1892	2026	1 Year	39.0
TAZ_1892	2027	1 Year	8.55
TAZ_1892	2028	1 Year	23.04
TAZ_1938	2026	1 Year	7.46
TAZ_1938	2027	1 Year	11.51
TAZ_1938	2028	1 Year	9.19
TAZ_1944	2026	1 Year	4.29
TAZ_1944	2027	1 Year	8.57
TAZ_1944	2028	1 Year	6.46
TAZ_202	2026	1 Year	7.92
TAZ_202	2027	1 Year	12.98
TAZ_202	2028	1 Year	12.02
