Network ID	From Node ID	To Node ID	Length [km]	Cost [$]	Cost [$/yr]	Transmission?	Delivery?	Geometry [WKT]
link_1	TAZ_4463	TAZ_4352	14	0	0	True	False	LINESTRING (-118.4716 34.07403, -118.3217 34.10095)
link_3	TAZ_5460	TAZ_5439	13	0	0	True	False	LINESTRING (-117.5032 33.84846, -117.6049 33.92873)
link_4	TAZ_5492	TAZ_5439	27	0	0	True	False	LINESTRING (-117.3167 33.97626, -117.6049 33.92873)
link_5	TAZ_5492	TAZ_5460	22	0	0	True	False	LINESTRING (-117.3167 33.97626, -117.5032 33.84846)
link_6	TAZ_5694	TAZ_5161	62	0	0	True	False	LINESTRING (-116.6106 33.96962, -116.9189 34.46217)
link_7	TAZ_5973	TAZ_5460	31	0	0	True	False	LINESTRING (-117.7227 33.64079, -117.5032 33.84846)
link_8	TAZ_5973	TAZ_5785	27	0	0	True	False	LINESTRING (-117.7227 33.64079, -117.7714 33.87859)
link_9	TAZ_6005	TAZ_6003	4	0	0	True	False	LINESTRING (-117.6597 33.45817, -117.6302 33.43665)
link_10	TAZ_6100	TAZ_6099	44	0	0	True	False	LINESTRING (-116.2904 33.11603, -116.3354 33.51066)
link_11	TAZ_6102	TAZ_6099	46	0	0	True	False	LINESTRING (-116.7042 33.24115, -116.3354 33.51066)
link_12	TAZ_6102	TAZ_6100	41	0	0	True	False	LINESTRING (-116.7042 33.24115, -116.2904 33.11603)
link_13	TAZ_6245	TAZ_6207	16	0	0	True	False	LINESTRING (-117.2071 33.28834, -117.2507 33.14466)
link_14	TAZ_6561	TAZ_6428	11	0	0	True	False	LINESTRING (-116.9724 32.71485, -117.0819 32.69487)
link_15	TAZ_3414	TAZ_3802	65	0	0	True	False	LINESTRING (-119.2948 34.27765, -118.6376 34.05522)
link_17	TAZ_3602	TAZ_3626	25	0	0	True	False	LINESTRING (-117.8637 34.29841, -118.0817 34.43291)
link_18	TAZ_3602	TAZ_5439	47	0	0	True	False	LINESTRING (-117.8637 34.29841, -117.6049 33.92873)
link_19	TAZ_3803	TAZ_3802	8	0	0	True	False	LINESTRING (-118.5496 34.05369, -118.6376 34.05522)
link_20	TAZ_3803	TAZ_4463	8	0	0	True	False	LINESTRING (-118.5496 34.05369, -118.4716 34.07403)
link_21	TAZ_4353	TAZ_4352	1	0	0	True	False	LINESTRING (-118.3081 34.09996, -118.3217 34.10095)
link_23	TAZ_4428	TAZ_4463	11	0	0	True	False	LINESTRING (-118.4392 33.97406, -118.4716 34.07403)
link_24	TAZ_4428	TAZ_4619	31	0	0	True	False	LINESTRING (-118.4392 33.97406, -118.2173 33.7603)
link_25	TAZ_5011	TAZ_5439	30	0	0	True	False	LINESTRING (-117.918 33.99953, -117.6049 33.92873)
link_26	TAZ_5011	TAZ_5785	19	0	0	True	False	LINESTRING (-117.918 33.99953, -117.7714 33.87859)
link_27	TAZ_5011	TAZ_3602	34	0	0	True	False	LINESTRING (-117.918 33.99953, -117.8637 34.29841)
link_28	TAZ_5106	TAZ_5439	57	0	0	True	False	LINESTRING (-117.4361 34.42146, -117.6049 33.92873)
link_29	TAZ_5106	TAZ_3602	42	0	0	True	False	LINESTRING (-117.4361 34.42146, -117.8637 34.29841)
link_30	TAZ_5115	TAZ_5106	21	0	0	True	False	LINESTRING (-117.2197 34.48735, -117.4361 34.42146)
link_31	TAZ_5482	TAZ_5460	20	0	0	True	False	LINESTRING (-117.3166 33.94356, -117.5032 33.84846)
link_32	TAZ_5482	TAZ_5492	4	0	0	True	False	LINESTRING (-117.3166 33.94356, -117.3167 33.97626)
link_33	TAZ_5624	TAZ_5492	21	0	0	True	False	LINESTRING (-117.0912 33.97307, -117.3167 33.97626)
link_34	TAZ_5624	TAZ_5482	21	0	0	True	False	LINESTRING (-117.0912 33.97307, -117.3166 33.94356)
link_35	TAZ_5634	TAZ_5694	30	0	0	True	False	LINESTRING (-116.9288 33.93687, -116.6106 33.96962)
link_36	TAZ_5634	TAZ_5698	54	0	0	True	False	LINESTRING (-116.9288 33.93687, -116.9748 33.45127)
link_37	TAZ_5634	TAZ_5624	16	0	0	True	False	LINESTRING (-116.9288 33.93687, -117.0912 33.97307)
link_38	TAZ_5637	TAZ_5698	29	0	0	True	False	LINESTRING (-116.6658 33.48768, -116.9748 33.45127)
link_39	TAZ_5637	TAZ_6099	31	0	0	True	False	LINESTRING (-116.6658 33.48768, -116.3354 33.51066)
link_40	TAZ_5637	TAZ_6102	28	0	0	True	False	LINESTRING (-116.6658 33.48768, -116.7042 33.24115)
link_41	TAZ_5637	TAZ_5634	55	0	0	True	False	LINESTRING (-116.6658 33.48768, -116.9288 33.93687)
link_42	TAZ_6014	TAZ_5973	12	0	0	True	False	LINESTRING (-117.7317 33.53049, -117.7227 33.64079)
link_43	TAZ_6014	TAZ_6005	10	0	0	True	False	LINESTRING (-117.7317 33.53049, -117.6597 33.45817)
link_44	TAZ_6053	TAZ_5460	31	0	0	True	False	LINESTRING (-117.7007 33.62013, -117.5032 33.84846)
link_45	TAZ_6053	TAZ_6014	10	0	0	True	False	LINESTRING (-117.7007 33.62013, -117.7317 33.53049)
link_46	TAZ_6106	TAZ_6102	23	0	0	True	False	LINESTRING (-116.7716 33.03888, -116.7042 33.24115)
link_47	TAZ_6106	TAZ_6105	15	0	0	True	False	LINESTRING (-116.7716 33.03888, -116.8408 32.91601)
link_48	TAZ_6120	TAZ_5698	15	0	0	True	False	LINESTRING (-117.097 33.35693, -116.9748 33.45127)
link_49	TAZ_6120	TAZ_6245	13	0	0	True	False	LINESTRING (-117.097 33.35693, -117.2071 33.28834)
link_50	TAZ_6134	TAZ_6105	13	0	0	True	False	LINESTRING (-116.7868 32.80701, -116.8408 32.91601)
link_51	TAZ_6134	TAZ_6133	15	0	0	True	False	LINESTRING (-116.7868 32.80701, -116.7937 32.6694)
link_52	TAZ_6303	TAZ_6105	27	0	0	True	False	LINESTRING (-117.1179 32.86689, -116.8408 32.91601)
link_53	TAZ_6407	TAZ_6428	6	0	0	True	False	LINESTRING (-117.1096 32.7401, -117.0819 32.69487)
link_54	TAZ_6407	TAZ_6561	13	0	0	True	False	LINESTRING (-117.1096 32.7401, -116.9724 32.71485)
