Network ID	Year	Period	Fueling-Station Demand [kg]	Ammonia [kg]	Biofuels [kg]	Methanol [kg]	FT Fuels [kg]	Metals [kg]	Natural Gas Blending [kg]	Seasonal Grid Storage [kg]	Other [kg]
TAZ_531	2025	1 Year	0	0	0	0	0	0	0	0	2946963.01
TAZ_1408	2025	1 Year	0	0	0	0	0	0	0	0	2472435.766
TAZ_2312	2025	1 Year	0	0	0	0	0	0	0	0	2475082.484
TAZ_2947	2025	1 Year	0	0	0	0	0	0	0	0	1115726.835
TAZ_4619	2025	1 Year	0	0	0	0	0	0	0	0	6980962.108
TAZ_6424	2025	1 Year	0	0	0	0	0	0	0	0	5439401.899
TAZ_531	2026	1 Year	0	0	0	0	0	0	0	0	9807241.098
TAZ_1408	2026	1 Year	0	0	0	0	0	0	0	0	10483615.9
TAZ_2312	2026	1 Year	0	0	0	0	0	0	0	0	10213750.3
TAZ_2947	2026	1 Year	0	0	0	0	0	0	0	0	7856530.87
TAZ_4619	2026	1 Year	0	0	0	0	0	0	0	0	25490604.8
TAZ_6424	2026	1 Year	0	0	0	0	0	0	0	0	21287759.59
TAZ_531	2027	1 Year	0	0	0	0	0	0	0	0	16667519.19
TAZ_1408	2027	1 Year	0	0	0	0	0	0	0	0	18494796.04
TAZ_2312	2027	1 Year	0	0	0	0	0	0	0	0	17952418.12
TAZ_2947	2027	1 Year	0	0	0	0	0	0	0	0	14597334.9
TAZ_4619	2027	1 Year	0	0	0	0	0	0	0	0	44000247.48
TAZ_6424	2027	1 Year	0	0	0	0	0	0	0	0	37136117.28
TAZ_531	2028	1 Year	0	0	0	0	0	0	0	0	23527797.27
TAZ_1408	2028	1 Year	0	0	0	0	0	0	0	0	26505976.18
TAZ_2312	2028	1 Year	0	0	0	0	0	0	0	0	25691085.94
TAZ_2947	2028	1 Year	0	0	0	0	0	0	0	0	21338138.94
TAZ_4619	2028	1 Year	0	0	0	0	0	0	0	0	62509890.17
TAZ_6424	2028	1 Year	0	0	0	0	0	0	0	0	52984474.97
TAZ_531	2029	1 Year	0	0	0	0	0	0	0	0	30388075.36
TAZ_1408	2029	1 Year	0	0	0	0	0	0	0	0	34517156.32
TAZ_2312	2029	1 Year	0	0	0	0	0	0	0	0	33429753.76
TAZ_2947	2029	1 Year	0	0	0	0	0	0	0	0	28078942.97
TAZ_4619	2029	1 Year	0	0	0	0	0	0	0	0	81019532.86
TAZ_6424	2029	1 Year	0	0	0	0	0	0	0	0	68832832.66
TAZ_531	2030	1 Year	0	0	0	0	0	0	0	0	37248353.45
TAZ_1408	2030	1 Year	0	0	0	0	0	0	0	0	42528336.45
TAZ_2312	2030	1 Year	0	0	0	0	0	0	0	0	41168421.58
TAZ_2947	2030	1 Year	0	0	0	0	0	0	0	0	34819747.01
TAZ_4619	2030	1 Year	0	0	0	0	0	0	0	0	99529175.54
TAZ_6424	2030	1 Year	0	0	0	0	0	0	0	0	84681190.35
TAZ_531	2031	1 Year	0	0	0	0	0	0	0	0	56158877.9
TAZ_1408	2031	1 Year	0	0	0	0	0	0	0	0	61556360.01
TAZ_2312	2031	1 Year	0	0	0	0	0	0	0	0	62924964.26
TAZ_2947	2031	1 Year	0	0	0	0	0	0	0	0	53938887.88
TAZ_4619	2031	1 Year	0	0	0	0	0	0	0	0	151367682.7
TAZ_6424	2031	1 Year	0	0	0	0	0	0	0	0	125381830.8
TAZ_531	2032	1 Year	0	0	0	0	0	0	0	0	75069402.34
TAZ_1408	2032	1 Year	0	0	0	0	0	0	0	0	80584383.57
TAZ_2312	2032	1 Year	0	0	0	0	0	0	0	0	84681506.93
TAZ_2947	2032	1 Year	0	0	0	0	0	0	0	0	73058028.76
TAZ_4619	2032	1 Year	0	0	0	0	0	0	0	0	203206189.9
TAZ_6424	2032	1 Year	0	0	0	0	0	0	0	0	166082471.3
TAZ_531	2033	1 Year	0	0	0	0	0	0	0	0	93979926.79
TAZ_1408	2033	1 Year	0	0	0	0	0	0	0	0	99612407.12
TAZ_2312	2033	1 Year	0	0	0	0	0	0	0	0	106438049.6
TAZ_2947	2033	1 Year	0	0	0	0	0	0	0	0	92177169.64
TAZ_4619	2033	1 Year	0	0	0	0	0	0	0	0	255044697.1
TAZ_6424	2033	1 Year	0	0	0	0	0	0	0	0	206783111.8
TAZ_531	2034	1 Year	0	0	0	0	0	0	0	0	112890451.2
TAZ_1408	2034	1 Year	0	0	0	0	0	0	0	0	118640430.7
TAZ_2312	2034	1 Year	0	0	0	0	0	0	0	0	128194592.3
TAZ_2947	2034	1 Year	0	0	0	0	0	0	0	0	111296310.5
TAZ_4619	2034	1 Year	0	0	0	0	0	0	0	0	306883204.3
TAZ_6424	2034	1 Year	0	0	0	0	0	0	0	0	247483752.3
TAZ_531	2035	1 Year	0	0	0	0	0	0	0	0	131800975.7
TAZ_1408	2035	1 Year	0	0	0	0	0	0	0	0	137668454.2
TAZ_2312	2035	1 Year	0	0	0	0	0	0	0	0	149951135
TAZ_2947	2035	1 Year	0	0	0	0	0	0	0	0	130415451.4
TAZ_4619	2035	1 Year	0	0	0	0	0	0	0	0	358721711.5
TAZ_6424	2035	1 Year	0	0	0	0	0	0	0	0	288184392.8
TAZ_531	2036	1 Year	0	0	0	0	0	0	0	0	159473339
TAZ_1408	2036	1 Year	0	0	0	0	0	0	0	0	168868212
TAZ_2312	2036	1 Year	0	0	0	0	0	0	0	0	180974959.1
TAZ_2947	2036	1 Year	0	0	0	0	0	0	0	0	153767847.3
TAZ_4619	2036	1 Year	0	0	0	0	0	0	0	0	452934098.7
TAZ_6424	2036	1 Year	0	0	0	0	0	0	0	0	332037563.3
TAZ_531	2037	1 Year	0	0	0	0	0	0	0	0	187145702.3
TAZ_1408	2037	1 Year	0	0	0	0	0	0	0	0	200067969.8
TAZ_2312	2037	1 Year	0	0	0	0	0	0	0	0	211998783.2
TAZ_2947	2037	1 Year	0	0	0	0	0	0	0	0	177120243.1
TAZ_4619	2037	1 Year	0	0	0	0	0	0	0	0	547146486
TAZ_6424	2037	1 Year	0	0	0	0	0	0	0	0	375890733.8
TAZ_531	2038	1 Year	0	0	0	0	0	0	0	0	214818065.6
TAZ_1408	2038	1 Year	0	0	0	0	0	0	0	0	231267727.6
TAZ_2312	2038	1 Year	0	0	0	0	0	0	0	0	243022607.3
TAZ_2947	2038	1 Year	0	0	0	0	0	0	0	0	200472639
TAZ_4619	2038	1 Year	0	0	0	0	0	0	0	0	641358873.2
TAZ_6424	2038	1 Year	0	0	0	0	0	0	0	0	419743904.4
TAZ_531	2039	1 Year	0	0	0	0	0	0	0	0	242490428.9
TAZ_1408	2039	1 Year	0	0	0	0	0	0	0	0	262467485.4
TAZ_2312	2039	1 Year	0	0	0	0	0	0	0	0	274046431.4
TAZ_2947	2039	1 Year	0	0	0	0	0	0	0	0	223825034.9
TAZ_4619	2039	1 Year	0	0	0	0	0	0	0	0	735571260.4
TAZ_6424	2039	1 Year	0	0	0	0	0	0	0	0	463597074.9
TAZ_531	2040	1 Year	0	0	0	0	0	0	0	0	270162792.2
TAZ_1408	2040	1 Year	0	0	0	0	0	0	0	0	293667243.1
TAZ_2312	2040	1 Year	0	0	0	0	0	0	0	0	305070255.5
TAZ_2947	2040	1 Year	0	0	0	0	0	0	0	0	247177430.8
TAZ_4619	2040	1 Year	0	0	0	0	0	0	0	0	829783647.6
TAZ_6424	2040	1 Year	0	0	0	0	0	0	0	0	507450245.4
TAZ_531	2041	1 Year	0	0	0	0	0	0	0	0	301842946.8
TAZ_1408	2041	1 Year	0	0	0	0	0	0	0	0	330963460.3
TAZ_2312	2041	1 Year	0	0	0	0	0	0	0	0	338612301
