Network ID	From Node ID	To Node ID	Length [km]	Cost [$]	Cost [$/yr]	Transmission?	Delivery?	Geometry [WKT]
link_1	TAZ_3519	TAZ_3414	56	0	0	TRUE	FALSE	"LINESTRING (-118.6905 34.25018, -119.2948 34.27765)"
link_2	TAZ_3604	TAZ_3519	25	0	0	TRUE	FALSE	"LINESTRING (-118.6351 34.47224, -118.6905 34.25018)"
link_3	TAZ_3606	TAZ_3604	16	0	0	TRUE	FALSE	"LINESTRING (-118.4715 34.52697, -118.6351 34.47224)"
link_4	TAZ_3614	TAZ_3519	31	0	0	TRUE	FALSE	"LINESTRING (-118.7117 34.53146, -118.6905 34.25018)"
link_5	TAZ_3614	TAZ_3604	10	0	0	TRUE	FALSE	"LINESTRING (-118.7117 34.53146, -118.6351 34.47224)"
link_6	TAZ_3706	TAZ_3519	10	0	0	TRUE	FALSE	"LINESTRING (-118.5865 34.25969, -118.6905 34.25018)"
link_7	TAZ_3706	TAZ_3604	24	0	0	TRUE	FALSE	"LINESTRING (-118.5865 34.25969, -118.6351 34.47224)"
link_8	TAZ_3706	TAZ_3606	31	0	0	TRUE	FALSE	"LINESTRING (-118.5865 34.25969, -118.4715 34.52697)"
link_9	TAZ_3755	TAZ_3602	22	0	0	TRUE	FALSE	"LINESTRING (-117.7929 34.48366, -117.8637 34.29841)"
link_10	TAZ_3802	TAZ_3414	65	0	0	TRUE	FALSE	"LINESTRING (-118.6376 34.05522, -119.2948 34.27765)"
link_11	TAZ_3802	TAZ_3519	22	0	0	TRUE	FALSE	"LINESTRING (-118.6376 34.05522, -118.6905 34.25018)"
link_12	TAZ_3802	TAZ_3706	23	0	0	TRUE	FALSE	"LINESTRING (-118.6376 34.05522, -118.5865 34.25969)"
link_13	TAZ_3803	TAZ_3706	23	0	0	TRUE	FALSE	"LINESTRING (-118.5496 34.05369, -118.5865 34.25969)"
link_14	TAZ_3803	TAZ_3802	8	0	0	TRUE	FALSE	"LINESTRING (-118.5496 34.05369, -118.6376 34.05522)"
link_15	TAZ_3824	TAZ_3706	17	0	0	TRUE	FALSE	"LINESTRING (-118.4786 34.14046, -118.5865 34.25969)"
link_16	TAZ_3824	TAZ_3803	12	0	0	TRUE	FALSE	"LINESTRING (-118.4786 34.14046, -118.5496 34.05369)"
link_17	TAZ_4353	TAZ_3919	17	0	0	TRUE	FALSE	"LINESTRING (-118.3081 34.09996, -118.1935 34.21508)"
link_18	TAZ_4355	TAZ_3824	16	0	0	TRUE	FALSE	"LINESTRING (-118.3165 34.09405, -118.4786 34.14046)"
link_19	TAZ_4355	TAZ_4353	1	0	0	TRUE	FALSE	"LINESTRING (-118.3165 34.09405, -118.3081 34.09996)"
link_20	TAZ_4358	TAZ_3824	16	0	0	TRUE	FALSE	"LINESTRING (-118.3106 34.10369, -118.4786 34.14046)"
link_21	TAZ_4358	TAZ_3919	16	0	0	TRUE	FALSE	"LINESTRING (-118.3106 34.10369, -118.1935 34.21508)"
link_22	TAZ_4358	TAZ_4353	0	0	0	TRUE	FALSE	"LINESTRING (-118.3106 34.10369, -118.3081 34.09996)"
link_23	TAZ_4358	TAZ_4355	1	0	0	TRUE	FALSE	"LINESTRING (-118.3106 34.10369, -118.3165 34.09405)"
link_24	TAZ_4361	TAZ_3919	18	0	0	TRUE	FALSE	"LINESTRING (-118.3048 34.08716, -118.1935 34.21508)"
link_25	TAZ_4361	TAZ_4290	24	0	0	TRUE	FALSE	"LINESTRING (-118.3048 34.08716, -118.2051 33.88349)"
link_26	TAZ_4361	TAZ_4353	1	0	0	TRUE	FALSE	"LINESTRING (-118.3048 34.08716, -118.3081 34.09996)"
link_27	TAZ_4361	TAZ_4355	1	0	0	TRUE	FALSE	"LINESTRING (-118.3048 34.08716, -118.3165 34.09405)"
link_29	TAZ_4403	TAZ_3803	6	0	0	TRUE	FALSE	"LINESTRING (-118.4966 34.01524, -118.5496 34.05369)"
link_31	TAZ_4410	TAZ_3824	15	0	0	TRUE	FALSE	"LINESTRING (-118.4891 34.00903, -118.4786 34.14046)"
link_32	TAZ_4410	TAZ_4355	19	0	0	TRUE	FALSE	"LINESTRING (-118.4891 34.00903, -118.3165 34.09405)"
link_33	TAZ_4410	TAZ_4403	1	0	0	TRUE	FALSE	"LINESTRING (-118.4891 34.00903, -118.4966 34.01524)"
link_34	TAZ_4413	TAZ_3803	6	0	0	TRUE	FALSE	"LINESTRING (-118.5006 34.02231, -118.5496 34.05369)"
link_35	TAZ_4413	TAZ_3824	13	0	0	TRUE	FALSE	"LINESTRING (-118.5006 34.02231, -118.4786 34.14046)"
link_36	TAZ_4413	TAZ_4403	1	0	0	TRUE	FALSE	"LINESTRING (-118.5006 34.02231, -118.4966 34.01524)"
link_37	TAZ_4413	TAZ_4410	2	0	0	TRUE	FALSE	"LINESTRING (-118.5006 34.02231, -118.4891 34.00903)"
link_39	TAZ_4524	TAZ_4290	15	0	0	TRUE	FALSE	"LINESTRING (-118.3699 33.90542, -118.2051 33.88349)"
link_40	TAZ_4524	TAZ_4410	16	0	0	TRUE	FALSE	"LINESTRING (-118.3699 33.90542, -118.4891 34.00903)"
link_41	TAZ_4547	TAZ_4290	17	0	0	TRUE	FALSE	"LINESTRING (-118.3739 33.95403, -118.2051 33.88349)"
link_42	TAZ_4547	TAZ_4355	16	0	0	TRUE	FALSE	"LINESTRING (-118.3739 33.95403, -118.3165 34.09405)"
link_43	TAZ_4547	TAZ_4361	16	0	0	TRUE	FALSE	"LINESTRING (-118.3739 33.95403, -118.3048 34.08716)"
link_44	TAZ_4547	TAZ_4410	12	0	0	TRUE	FALSE	"LINESTRING (-118.3739 33.95403, -118.4891 34.00903)"
link_45	TAZ_4547	TAZ_4524	5	0	0	TRUE	FALSE	"LINESTRING (-118.3739 33.95403, -118.3699 33.90542)"
link_48	TAZ_4619	TAZ_4524	21	0	0	TRUE	FALSE	"LINESTRING (-118.2173 33.7603, -118.3699 33.90542)"
link_49	TAZ_4731	TAZ_4290	9	0	0	TRUE	FALSE	"LINESTRING (-118.2149 33.80353, -118.2051 33.88349)"
link_50	TAZ_4731	TAZ_4524	18	0	0	TRUE	FALSE	"LINESTRING (-118.2149 33.80353, -118.3699 33.90542)"
link_51	TAZ_4731	TAZ_4619	5	0	0	TRUE	FALSE	"LINESTRING (-118.2149 33.80353, -118.2173 33.7603)"
link_52	TAZ_4750	TAZ_4290	11	0	0	TRUE	FALSE	"LINESTRING (-118.1742 33.78623, -118.2051 33.88349)"
link_53	TAZ_4750	TAZ_4619	5	0	0	TRUE	FALSE	"LINESTRING (-118.1742 33.78623, -118.2173 33.7603)"
link_54	TAZ_4750	TAZ_4731	4	0	0	TRUE	FALSE	"LINESTRING (-118.1742 33.78623, -118.2149 33.80353)"
link_55	TAZ_4766	TAZ_4290	15	0	0	TRUE	FALSE	"LINESTRING (-118.1299 33.76789, -118.2051 33.88349)"
link_56	TAZ_4766	TAZ_4619	8	0	0	TRUE	FALSE	"LINESTRING (-118.1299 33.76789, -118.2173 33.7603)"
link_57	TAZ_4766	TAZ_4750	5	0	0	TRUE	FALSE	"LINESTRING (-118.1299 33.76789, -118.1742 33.78623)"
link_58	TAZ_4930	TAZ_3602	30	0	0	TRUE	FALSE	"LINESTRING (-118.1665 34.21109, -117.8637 34.29841)"
link_59	TAZ_4930	TAZ_3919	3	0	0	TRUE	FALSE	"LINESTRING (-118.1665 34.21109, -118.1935 34.21508)"
link_60	TAZ_4930	TAZ_4290	37	0	0	TRUE	FALSE	"LINESTRING (-118.1665 34.21109, -118.2051 33.88349)"
link_61	TAZ_4930	TAZ_4361	19	0	0	TRUE	FALSE	"LINESTRING (-118.1665 34.21109, -118.3048 34.08716)"
link_62	TAZ_5011	TAZ_3602	34	0	0	TRUE	FALSE	"LINESTRING (-117.918 33.99953, -117.8637 34.29841)"
link_63	TAZ_5011	TAZ_4290	29	0	0	TRUE	FALSE	"LINESTRING (-117.918 33.99953, -118.2051 33.88349)"
link_64	TAZ_5011	TAZ_4766	32	0	0	TRUE	FALSE	"LINESTRING (-117.918 33.99953, -118.1299 33.76789)"
link_65	TAZ_5011	TAZ_4930	33	0	0	TRUE	FALSE	"LINESTRING (-117.918 33.99953, -118.1665 34.21109)"
link_66	TAZ_5106	TAZ_3602	42	0	0	TRUE	FALSE	"LINESTRING (-117.4361 34.42146, -117.8637 34.29841)"
link_67	TAZ_5106	TAZ_3755	33	0	0	TRUE	FALSE	"LINESTRING (-117.4361 34.42146, -117.7929 34.48366)"
link_68	TAZ_5116	TAZ_5106	25	0	0	TRUE	FALSE	"LINESTRING (-117.1691 34.48396, -117.4361 34.42146)"
link_69	TAZ_5116	TAZ_5114	9	0	0	TRUE	FALSE	"LINESTRING (-117.1691 34.48396, -117.1258 34.40641)"
link_70	TAZ_5117	TAZ_5106	27	0	0	TRUE	FALSE	"LINESTRING (-117.173 34.52874, -117.4361 34.42146)"
link_71	TAZ_5117	TAZ_5116	5	0	0	TRUE	FALSE	"LINESTRING (-117.173 34.52874, -117.1691 34.48396)"
link_72	TAZ_5135	TAZ_5106	12	0	0	TRUE	FALSE	"LINESTRING (-117.3341 34.34899, -117.4361 34.42146)"
link_73	TAZ_5135	TAZ_5114	20	0	0	TRUE	FALSE	"LINESTRING (-117.3341 34.34899, -117.1258 34.40641)"
link_74	TAZ_5135	TAZ_5116	21	0	0	TRUE	FALSE	"LINESTRING (-117.3341 34.34899, -117.1691 34.48396)"
link_75	TAZ_5145	TAZ_5144	34	0	0	TRUE	FALSE	"LINESTRING (-116.5133 34.06852, -116.5975 34.36581)"
link_76	TAZ_5147	TAZ_5144	53	0	0	TRUE	FALSE	"LINESTRING (-116.0727 34.17538, -116.5975 34.36581)"
link_77	TAZ_5147	TAZ_5145	42	0	0	TRUE	FALSE	"LINESTRING (-116.0727 34.17538, -116.5133 34.06852)"
link_78	TAZ_5161	TAZ_5114	20	0	0	TRUE	FALSE	"LINESTRING (-116.9189 34.46217, -117.1258 34.40641)"
link_79	TAZ_5161	TAZ_5116	23	0	0	TRUE	FALSE	"LINESTRING (-116.9189 34.46217, -117.1691 34.48396)"
link_80	TAZ_5161	TAZ_5117	24	0	0	TRUE	FALSE	"LINESTRING (-116.9189 34.46217, -117.173 34.52874)"
link_81	TAZ_5161	TAZ_5144	31	0	0	TRUE	FALSE	"LINESTRING (-116.9189 34.46217, -116.5975 34.36581)"
link_82	TAZ_5182	TAZ_5145	43	0	0	TRUE	FALSE	"LINESTRING (-116.0509 34.12835, -116.5133 34.06852)"
link_83	TAZ_5182	TAZ_5147	6	0	0	TRUE	FALSE	"LINESTRING (-116.0509 34.12835, -116.0727 34.17538)"
link_84	TAZ_5198	TAZ_5114	12	0	0	TRUE	FALSE	"LINESTRING (-117.0395 34.33103, -117.1258 34.40641)"
link_85	TAZ_5198	TAZ_5135	27	0	0	TRUE	FALSE	"LINESTRING (-117.0395 34.33103, -117.3341 34.34899)"
link_86	TAZ_5198	TAZ_5144	41	0	0	TRUE	FALSE	"LINESTRING (-117.0395 34.33103, -116.5975 34.36581)"
link_87	TAZ_5198	TAZ_5161	18	0	0	TRUE	FALSE	"LINESTRING (-117.0395 34.33103, -116.9189 34.46217)"
link_88	TAZ_5472	TAZ_3602	52	0	0	TRUE	FALSE	"LINESTRING (-117.6349 33.87311, -117.8637 34.29841)"
link_89	TAZ_5472	TAZ_5106	64	0	0	TRUE	FALSE	"LINESTRING (-117.6349 33.87311, -117.4361 34.42146)"
link_90	TAZ_5472	TAZ_5460	12	0	0	TRUE	FALSE	"LINESTRING (-117.6349 33.87311, -117.5032 33.84846)"
link_91	TAZ_5481	TAZ_5106	51	0	0	TRUE	FALSE	"LINESTRING (-117.3307 33.97035, -117.4361 34.42146)"
link_92	TAZ_5481	TAZ_5135	42	0	0	TRUE	FALSE	"LINESTRING (-117.3307 33.97035, -117.3341 34.34899)"
link_93	TAZ_5481	TAZ_5460	21	0	0	TRUE	FALSE	"LINESTRING (-117.3307 33.97035, -117.5032 33.84846)"
link_94	TAZ_5481	TAZ_5472	30	0	0	TRUE	FALSE	"LINESTRING (-117.3307 33.97035, -117.6349 33.87311)"
link_95	TAZ_5492	TAZ_5135	41	0	0	TRUE	FALSE	"LINESTRING (-117.3167 33.97626, -117.3341 34.34899)"
link_96	TAZ_5492	TAZ_5481	1	0	0	TRUE	FALSE	"LINESTRING (-117.3167 33.97626, -117.3307 33.97035)"
link_97	TAZ_5510	TAZ_5460	26	0	0	TRUE	FALSE	"LINESTRING (-117.2955 33.68613, -117.5032 33.84846)"
link_98	TAZ_5510	TAZ_5481	32	0	0	TRUE	FALSE	"LINESTRING (-117.2955 33.68613, -117.3307 33.97035)"
link_99	TAZ_5510	TAZ_5492	32	0	0	TRUE	FALSE	"LINESTRING (-117.2955 33.68613, -117.3167 33.97626)"
link_100	TAZ_5546	TAZ_5510	17	0	0	TRUE	FALSE	"LINESTRING (-117.152 33.58639, -117.2955 33.68613)"
link_101	TAZ_5546	TAZ_5541	5	0	0	TRUE	FALSE	"LINESTRING (-117.152 33.58639, -117.1626 33.54178)"
link_102	TAZ_5550	TAZ_5541	4	0	0	TRUE	FALSE	"LINESTRING (-117.1515 33.51146, -117.1626 33.54178)"
link_103	TAZ_5550	TAZ_5546	8	0	0	TRUE	FALSE	"LINESTRING (-117.1515 33.51146, -117.152 33.58639)"
link_104	TAZ_5577	TAZ_5510	4	0	0	TRUE	FALSE	"LINESTRING (-117.2772 33.65107, -117.2955 33.68613)"
link_105	TAZ_5577	TAZ_5541	16	0	0	TRUE	FALSE	"LINESTRING (-117.2772 33.65107, -117.1626 33.54178)"
link_106	TAZ_5577	TAZ_5546	14	0	0	TRUE	FALSE	"LINESTRING (-117.2772 33.65107, -117.152 33.58639)"
link_107	TAZ_5624	TAZ_5135	47	0	0	TRUE	FALSE	"LINESTRING (-117.0912 33.97307, -117.3341 34.34899)"
