Network ID	Year	Fueling-Station Demand [kg]	Non-Fueling-Station Demand [kg]	Geometry [WKT]	Period
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2030	4040.08	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2031	11833.2	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2032	26040.1	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2033	50907.9	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2034	94754.9	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2035	159914	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2036	247302	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2037	350978	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2038	479394	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2039	636312	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2040	826232	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2041	1052360	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2042	1315500	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2043	1618580	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2044	1962770	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2045	2348200	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2046	2776040	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2047	3250090	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2048	3768800	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2049	4330250	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2050	4930590	0	POINT(-76.30331767 39.51115924)	Year
00280 | Abilene, TX	2039	8315.09	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2040	22219.7	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2041	45385.6	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2042	74344.8	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2043	115559	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2044	172831	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2045	227040	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2046	292414	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2047	369432	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2048	457718	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2049	556853	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2050	665887	0	POINT(-99.74648713 32.42833222)	Year
00577 | Adrian, MI	2048	7767.44	0	POINT(-84.01031815 41.94076134)	Year
00577 | Adrian, MI	2049	19172.3	0	POINT(-84.01031815 41.94076134)	Year
00577 | Adrian, MI	2050	35656.7	0	POINT(-84.01031815 41.94076134)	Year
00766 | Akron, OH	2037	37623.9	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2038	100899	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2039	207559	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2040	343492	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2041	540740	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2042	820623	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2043	1098780	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2044	1448340	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2045	1878210	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2046	2394010	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2047	3001320	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2048	3700920	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2049	4485210	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2050	5347280	0	POINT(-81.49284125 41.06626469)	Year
00820 | Alamogordo, NM	2038	1676.97	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2039	4491.89	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2040	9218.63	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2041	15194.8	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2042	23767.9	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2043	35835.8	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2044	47590.8	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2045	62045.5	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2046	79476.4	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2047	99910.5	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2048	123435	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2049	149869	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2050	178872	0	POINT(-105.949215 32.90246623)	Year
00955 | Albany, OR	2037	1289.77	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2038	3679.1	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2039	7822.67	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2040	14625	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2041	25628.3	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2042	40587.9	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2043	58184.8	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2044	76848.7	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2045	97602.4	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2046	120578	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2047	146135	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2048	174599	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2049	205957	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2050	240731	0	POINT(-123.0906807 44.63237704)	Year
00970 | Albany--Schenectady, NY	2027	8643.04	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2028	25361.5	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2029	55568.3	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2030	108800	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2031	202732	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2032	343552	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2033	535820	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2034	772394	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2035	1075190	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2036	1460390	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2037	1948910	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2038	2561890	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2039	3313670	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2040	4223190	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2041	5301760	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2042	6555690	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2043	7988630	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2044	9609780	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2045	11405900	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2046	13366600	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2047	15471400	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2048	17698100	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2049	20006400	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2050	22354400	0	POINT(-73.79843198 42.74594498)	Year
01171 | Albuquerque, NM	2032	24358.2	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2033	64051	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2034	131297	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2035	218266	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2036	347111	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2037	533886	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2038	728972	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2039	987106	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2040	1327100	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2041	1768360	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2042	2335670	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2043	3059340	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2044	3967140	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2045	5082910	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2046	6435930	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2047	8031140	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2048	9869650	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2049	11931100	0	POINT(-106.6305308 35.14181823)	Year
01171 | Albuquerque, NM	2050	14188700	0	POINT(-106.6305308 35.14181823)	Year
01279 | Alexandria, LA	2048	11281.3	0	POINT(-92.45338697 31.33775465)	Year
01279 | Alexandria, LA	2049	27845.5	0	POINT(-92.45338697 31.33775465)	Year
01279 | Alexandria, LA	2050	51787.2	0	POINT(-92.45338697 31.33775465)	Year
01495 | Allentown, PA--NJ	2028	10241.9	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2029	29735.2	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2030	65438.5	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2031	128340	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2032	238816	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2033	404123	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2034	631330	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2035	906458	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2036	1255560	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2037	1694550	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2038	2244390	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2039	2923320	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2040	3740850	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2041	4712040	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2042	5845750	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2043	7143800	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2044	8608910	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2045	10250400	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2046	12056400	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2047	14018900	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2048	16123200	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2049	18342000	0	POINT(-75.43406804 40.64704127)	Year
01495 | Allentown, PA--NJ	2050	20642200	0	POINT(-75.43406804 40.64704127)	Year
01549 | Alliance, OH	2049	5129.25	0	POINT(-81.09586957 40.91483039)	Year
01549 | Alliance, OH	2050	12530.1	0	POINT(-81.09586957 40.91483039)	Year
01765 | Alton, IL--MO	2049	7717.47	0	POINT(-90.12501488 38.89785959)	Year
01765 | Alton, IL--MO	2050	18852.7	0	POINT(-90.12501488 38.89785959)	Year
01792 | Altoona, PA	2041	7882.47	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2042	20818.8	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2043	41965.3	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2044	67862.6	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2045	103595	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2046	151507	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2047	194045	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2048	243064	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2049	298142	0	POINT(-78.39236418 40.48586982)	Year
01792 | Altoona, PA	2050	358420	0	POINT(-78.39236418 40.48586982)	Year
01927 | Amarillo, TX	2038	10426.7	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2039	27928.7	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2040	57317.7	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2041	94475.3	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2042	147779	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2043	222812	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2044	295900	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2045	385773	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2046	494152	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2047	621202	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2048	767470	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2049	931823	0	POINT(-101.8483336 35.19831874)	Year
01927 | Amarillo, TX	2050	1112150	0	POINT(-101.8483336 35.19831874)	Year
02062 | Ames, IA	2047	6998.9	0	POINT(-93.63249542 42.02834529)	Year
02062 | Ames, IA	2048	17481.8	0	POINT(-93.63249542 42.02834529)	Year
02062 | Ames, IA	2049	32905.5	0	POINT(-93.63249542 42.02834529)	Year
02062 | Ames, IA	2050	49786.6	0	POINT(-93.63249542 42.02834529)	Year
02386 | Anderson, IN	2048	19411.5	0	POINT(-85.67970521 40.08975887)	Year
02386 | Anderson, IN	2049	47913.2	0	POINT(-85.67970521 40.08975887)	Year
02386 | Anderson, IN	2050	89109.3	0	POINT(-85.67970521 40.08975887)	Year
02413 | Anderson, SC	2041	11417.1	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2042	30154.3	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2043	60783.1	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2044	98293.1	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2045	150049	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2046	219445	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2047	281058	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2048	352056	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2049	431833	0	POINT(-82.66056461 34.52186967)	Year
02413 | Anderson, SC	2050	519140	0	POINT(-82.66056461 34.52186967)	Year
02602 | Ann Arbor, MI	2032	14781.8	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2033	38869.4	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2034	79677.7	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2035	132455	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2036	210645	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2037	323989	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2038	442377	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2039	599026	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2040	805351	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2041	1073130	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2042	1417400	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2043	1856560	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2044	2407460	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2045	3084570	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2046	3905650	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2047	4873700	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2048	5989410	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2049	7240390	0	POINT(-83.66385655 42.23945681)	Year
02602 | Ann Arbor, MI	2050	8610420	0	POINT(-83.66385655 42.23945681)	Year
02683 | Antioch, CA	2020	1523.06	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2021	3450.34	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2022	5732.25	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2023	8984.97	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2024	15156.7	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2025	46681.9	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2026	91114.8	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2027	148648	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2028	224852	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2029	320082	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2030	440855	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2031	595976	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2032	791141	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2033	1032350	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2034	1326180	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2035	1675300	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2036	2079600	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2037	2536880	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2038	3042900	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2039	3593240	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2040	4179490	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2041	4795810	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2042	5433080	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2043	6080770	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2044	6725710	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2045	7355310	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2046	7957120	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2047	8521480	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2048	9043020	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2049	9517320	0	POINT(-121.7824221 37.9910797)	Year
02683 | Antioch, CA	2050	9941320	0	POINT(-121.7824221 37.9910797)	Year
02764 | Appleton, WI	2042	35183.5	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2043	92482	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2044	184993	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2045	296262	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2046	447189	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2047	645539	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2048	815379	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2049	1006320	0	POINT(-88.41125098 44.24719796)	Year
02764 | Appleton, WI	2050	1216300	0	POINT(-88.41125098 44.24719796)	Year
02926 | Arcata-McKinleyville, CA	2025	161.073	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2026	457.588	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2027	850.291	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2028	1446.95	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2029	2576.48	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2030	8244.72	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2031	16021.2	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2032	25628.3	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2033	37573.1	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2034	51432.3	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2035	67547.4	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2036	86335.7	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2037	107759	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2038	131823	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2039	158743	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2040	188491	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2041	221307	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2042	257362	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2043	296823	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2044	339791	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2045	386115	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2046	435453	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2047	487328	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2048	541130	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2049	595766	0	POINT(-124.0902056 40.91477131)	Year
02926 | Arcata-McKinleyville, CA	2050	650163	0	POINT(-124.0902056 40.91477131)	Year
03196 | Arroyo Grande--Grover Beach, CA	2023	485.615	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2024	1373.8	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2025	2554.2	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2026	4351.04	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2027	7784.08	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2028	25255.4	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2029	49684.7	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2030	80717.4	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2031	120664	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2032	168777	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2033	226974	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2034	297784	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2035	381915	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2036	479691	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2037	591717	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2038	717527	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2039	857084	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2040	1010030	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2041	1176810	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2042	1357290	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2043	1550540	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2044	1755040	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2045	1968540	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2046	2187600	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2047	2408130	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2048	2626490	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2049	2838280	0	POINT(-120.6069725 35.11826348)	Year
03196 | Arroyo Grande--Grover Beach, CA	2050	3039690	0	POINT(-120.6069725 35.11826348)	Year
03358 | Asheville, NC	2038	18263.8	0	POINT(-82.56431524 35.49874033)	Year
03358 | Asheville, NC	2039	48921	0	POINT(-82.56431524 35.49874033)	Year
