Network ID	Year	Fueling-Station Demand [kg]	Non-Fueling-Station Demand [kg]	Geometry [WKT]	Period
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2039	201.037	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2040	652.019	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2041	1603.23	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2042	3251.88	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2043	5589.69	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2044	10395.4	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2045	15163.5	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2046	20608	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2047	26960.6	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2048	34405.7	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2049	43319.7	0	POINT(-76.30331767 39.51115924)	Year
00199 | Aberdeen--Bel Air South--Bel Air North, MD	2050	54124.6	0	POINT(-76.30331767 39.51115924)	Year
00280 | Abilene, TX	2048	294.386	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2049	706.491	0	POINT(-99.74648713 32.42833222)	Year
00280 | Abilene, TX	2050	1268.57	0	POINT(-99.74648713 32.42833222)	Year
00766 | Akron, OH	2048	1711.23	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2049	4106.75	0	POINT(-81.49284125 41.06626469)	Year
00766 | Akron, OH	2050	7374.07	0	POINT(-81.49284125 41.06626469)	Year
00820 | Alamogordo, NM	2048	67.2285	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2049	161.34	0	POINT(-105.949215 32.90246623)	Year
00820 | Alamogordo, NM	2050	289.702	0	POINT(-105.949215 32.90246623)	Year
00955 | Albany, OR	2044	19.217	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2045	60.3422	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2046	143.432	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2047	282.617	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2048	475.834	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2049	870.228	0	POINT(-123.0906807 44.63237704)	Year
00955 | Albany, OR	2050	1263.7	0	POINT(-123.0906807 44.63237704)	Year
00970 | Albany--Schenectady, NY	2040	577.802	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2041	1861.69	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2042	4540.25	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2043	9135.4	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2044	15587.6	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2045	28752.8	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2046	41712.1	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2047	56492	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2048	73816.5	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2049	94238.3	0	POINT(-73.79843198 42.74594498)	Year
00970 | Albany--Schenectady, NY	2050	118936	0	POINT(-73.79843198 42.74594498)	Year
01171 | Albuquerque, NM	2032	4328.36	0	POINT(-106.6305308 35.14181823)	Year
