Network ID	Zone	Fraction
Link 1	USA	1
Link 10	USA	1
Link 100	USA	1
Link 1000	USA	1
Link 1001	USA	1
Link 1002	USA	1
Link 1003	USA	1
Link 1004	USA	1
Link 1005	USA	1
Link 1006	USA	1
Link 1007	USA	1
Link 1008	USA	1
Link 1009	USA	1
Link 101	USA	1
Link 1010	USA	1
Link 1011	USA	1
Link 1012	USA	1
Link 1013	USA	1
Link 1014	USA	1
Link 1015	USA	1
Link 1016	USA	1
Link 1017	USA	1
Link 1018	USA	1
Link 1019	USA	1
Link 102	USA	1
Link 1020	USA	1
Link 1021	USA	1
Link 1022	USA	1
Link 1023	USA	1
Link 1024	USA	1
Link 1025	USA	1
Link 1026	USA	1
Link 1027	USA	1
Link 1028	USA	1
Link 1029	USA	1
Link 103	USA	1
Link 1030	USA	1
Link 1031	USA	1
Link 1032	USA	1
Link 1033	USA	1
Link 1034	USA	1
Link 1035	USA	1
Link 1036	USA	1
Link 1037	USA	1
Link 1038	USA	1
Link 1039	USA	1
Link 104	USA	1
Link 1040	USA	1
Link 1041	USA	1
Link 1042	USA	1
Link 1043	USA	1
Link 1044	USA	1
Link 1045	USA	1
Link 1046	USA	1
Link 1047	USA	1
Link 1048	USA	1
Link 1049	USA	1
Link 105	USA	1
Link 1050	USA	1
Link 1051	USA	1
Link 1052	USA	1
Link 1053	USA	1
Link 1054	USA	1
Link 1055	USA	1
Link 1056	USA	1
Link 1057	USA	1
Link 1058	USA	1
Link 1059	USA	1
Link 106	USA	1
Link 1060	USA	1
Link 1061	USA	1
Link 1062	USA	1
Link 1063	USA	1
Link 1064	USA	1
Link 1065	USA	1
Link 1066	USA	1
Link 1067	USA	1
Link 1068	USA	1
Link 1069	USA	1
Link 107	USA	1
Link 1070	USA	1
Link 1071	USA	1
Link 1072	USA	1
Link 1073	USA	1
Link 1074	USA	1
Link 1075	USA	1
Link 1076	USA	1
Link 1077	USA	1
Link 1078	USA	1
Link 1079	USA	1
Link 108	USA	1
Link 1080	USA	1
Link 1081	USA	1
Link 1082	USA	1
Link 1083	USA	1
Link 1084	USA	1
Link 1085	USA	1
Link 1086	USA	1
Link 1087	USA	1
Link 1088	USA	1
Link 1089	USA	1
Link 109	USA	0.999999999999997
Link 1090	USA	1
Link 1091	USA	1
Link 1092	USA	1
Link 1093	USA	1
Link 1094	USA	1
Link 1095	USA	1
Link 1096	USA	1
Link 1097	USA	1
Link 1098	USA	1
Link 1099	USA	1
Link 11	USA	1
Link 110	USA	1
Link 1100	USA	1
Link 1101	USA	1
Link 1102	USA	1
Link 1103	USA	1
Link 1104	USA	1
Link 1105	USA	1
Link 1106	USA	1
Link 1107	USA	1
Link 1108	USA	1
Link 1109	USA	1
Link 111	USA	1
Link 1110	USA	1
Link 1111	USA	1
Link 1112	USA	1
Link 1113	USA	1
Link 1114	USA	1
Link 1115	USA	1
Link 1116	USA	1
Link 1117	USA	1
Link 1118	USA	0.999999999999999
Link 1119	USA	1
Link 112	USA	0.999999999999984
Link 1120	USA	1
Link 1121	USA	1
Link 1122	USA	1
Link 1123	USA	1
Link 1124	USA	1
Link 1125	USA	1
Link 1126	USA	1
Link 1127	USA	1
Link 1128	USA	1
Link 1129	USA	1
Link 113	USA	1
Link 1130	USA	1
Link 1131	USA	1
Link 1132	USA	1
Link 1133	USA	1
Link 1134	USA	1
Link 1135	USA	1
Link 1136	USA	1
Link 1137	USA	1
Link 1138	USA	1
Link 1139	USA	1
Link 114	USA	1
Link 1140	USA	1
Link 1141	USA	1
Link 1142	USA	1
Link 1143	USA	1
Link 1144	USA	1
Link 1145	USA	1
Link 1146	USA	1
Link 1147	USA	1
Link 1148	USA	1
Link 1149	USA	1
Link 115	USA	1
Link 1150	USA	1
Link 1151	USA	1
Link 1152	USA	1
Link 1153	USA	1
Link 1154	USA	1
Link 1155	USA	1
Link 1156	USA	1
Link 1157	USA	1
Link 1158	USA	1
Link 1159	USA	1
Link 116	USA	1
Link 1160	USA	1
Link 1161	USA	1
Link 1162	USA	1
Link 1163	USA	1
Link 1164	USA	1
Link 1165	USA	1
Link 1166	USA	1
Link 1167	USA	1
Link 1168	USA	1
Link 1169	USA	1
Link 117	USA	1.00000000000001
Link 1170	USA	1
Link 1171	USA	0.999999999999999
Link 1172	USA	1
Link 1173	USA	1
Link 1174	USA	1
Link 1175	USA	1
Link 1176	USA	1
Link 1177	USA	1
Link 1178	USA	1
Link 1179	USA	1
Link 118	USA	1
Link 1180	USA	1
Link 1181	USA	1
Link 1182	USA	1
Link 1183	USA	1
Link 1184	USA	1
Link 1185	USA	1
Link 1186	USA	1
Link 1187	USA	1
Link 1188	USA	1
Link 1189	USA	1
Link 119	USA	1
Link 1190	USA	1
Link 1191	USA	1
Link 1192	USA	1
Link 1193	USA	1
Link 1194	USA	1
Link 1195	USA	1
Link 1196	USA	1
Link 1197	USA	1
Link 1198	USA	1
Link 1199	USA	1
Link 12	USA	1
Link 120	USA	1
Link 1200	USA	1
Link 1201	USA	1
Link 1202	USA	1
Link 1203	USA	1
Link 1204	USA	1
Link 1205	USA	0.999999999999999
Link 1206	USA	1
Link 1207	USA	1
Link 1208	USA	1
Link 1209	USA	1
Link 121	USA	1
Link 1210	USA	1
Link 1211	USA	1
Link 1212	USA	1
Link 1213	USA	1
Link 1214	USA	1
Link 1215	USA	1
Link 1216	USA	1
Link 1217	USA	1
Link 1218	USA	1
Link 1219	USA	1
Link 122	USA	1
Link 1220	USA	1
Link 1221	USA	1
Link 1222	USA	1
Link 1223	USA	1
Link 1224	USA	1
Link 1225	USA	1
Link 1226	USA	1
Link 1227	USA	1
Link 1228	USA	1
Link 1229	USA	1
Link 123	USA	1
Link 1230	USA	1
Link 1231	USA	1
Link 1232	USA	1
Link 1233	USA	1
Link 1234	USA	1
Link 1235	USA	1
Link 1236	USA	1
Link 1237	USA	1
Link 1238	USA	1
Link 1239	USA	1
Link 124	USA	0.999999999999999
Link 1240	USA	1
Link 1241	USA	1
Link 1242	USA	1
Link 1243	USA	1
Link 1244	USA	1
Link 1245	USA	1
Link 1246	USA	1
Link 1247	USA	1
Link 1248	USA	1
Link 1249	USA	1
Link 125	USA	1
Link 1250	USA	1
Link 1251	USA	1
Link 1252	USA	1
Link 1253	USA	1
Link 1254	USA	1
Link 1255	USA	1
Link 1256	USA	1
Link 1257	USA	1
Link 1258	USA	1
Link 1259	USA	1
Link 126	USA	1
Link 1260	USA	1
Link 1261	USA	1
Link 1262	USA	1
Link 1263	USA	1
Link 1264	USA	1
Link 1265	USA	1
Link 1266	USA	1
Link 1267	USA	1
Link 1268	USA	1
Link 1269	USA	1
Link 127	USA	1
Link 1270	USA	1
Link 1271	USA	1
Link 1272	USA	1
Link 1273	USA	1
Link 1274	USA	1
Link 1275	USA	1
Link 1276	USA	1
Link 1277	USA	1
Link 1278	USA	1
Link 1279	USA	1
Link 128	USA	1
Link 1280	USA	1
Link 1281	USA	1
Link 1282	USA	1
Link 1283	USA	1
Link 1284	USA	1
Link 1285	USA	1
Link 1286	USA	1
Link 1287	USA	1
Link 1288	USA	1
Link 1289	USA	1
Link 129	USA	1
Link 1290	USA	1
Link 1291	USA	1
Link 1292	USA	1
Link 1293	USA	1
Link 1294	USA	1
Link 1295	USA	1
Link 1296	USA	1
Link 1297	USA	1
Link 1298	USA	1
Link 1299	USA	1
Link 13	USA	1
Link 130	USA	1
Link 1300	USA	1
Link 1301	USA	1
Link 1302	USA	1
Link 1303	USA	1
Link 1304	USA	1
Link 1305	USA	1
Link 1306	USA	1
Link 1307	USA	1
Link 1308	USA	1
Link 1309	USA	1
Link 131	USA	1
Link 1310	USA	1
Link 1311	USA	1
Link 1312	USA	1
Link 1313	USA	1
Link 1314	USA	1
Link 1315	USA	1
Link 1316	USA	1
Link 1317	USA	1
Link 1318	USA	1
Link 1319	USA	1
Link 132	USA	1
Link 1320	USA	1
Link 1321	USA	1
Link 1322	USA	1
Link 1323	USA	1
Link 1324	USA	1
Link 1325	USA	1
Link 1326	USA	1
Link 1327	USA	1
Link 1328	USA	1
Link 1329	USA	1
Link 133	USA	1
Link 1330	USA	1
Link 1331	USA	1
Link 1332	USA	1
Link 1333	USA	1
Link 1334	USA	1
Link 1335	USA	1
Link 1336	USA	1
Link 1337	USA	1
Link 1338	USA	1
Link 1339	USA	1
Link 134	USA	1
Link 1340	USA	1
Link 1341	USA	1
Link 1342	USA	1
Link 1343	USA	1
Link 1344	USA	1
Link 1345	USA	0.999999999999998
Link 1346	USA	1
Link 1347	USA	0.999999999999998
Link 1348	USA	1
Link 1349	USA	1
Link 135	USA	1
Link 1350	USA	1
Link 1351	USA	1
Link 1352	USA	1
Link 1353	USA	0.999999999999998
Link 1354	USA	0.999999999999997
Link 1355	USA	1
Link 1356	USA	1
Link 1357	USA	1
Link 1358	USA	1
Link 1359	USA	1
Link 136	USA	1
Link 1360	USA	1
Link 1361	USA	1
Link 1362	USA	1
Link 1363	USA	1
Link 1364	USA	0.999999999999997
Link 1365	USA	1
Link 1366	USA	1
Link 1367	USA	1
Link 1368	USA	1
Link 1369	USA	1
Link 137	USA	0.999999999999997
Link 1370	USA	1
Link 1371	USA	1
Link 1372	USA	1
Link 1373	USA	1
Link 1374	USA	1
Link 1375	USA	1
Link 1376	USA	1
Link 1377	USA	1
Link 1378	USA	1.00000000000001
Link 1379	USA	1
Link 138	USA	0.999999999999999
Link 1380	USA	1
Link 1381	USA	1
Link 1382	USA	1
Link 1383	USA	1
Link 1384	USA	1
Link 1385	USA	1
Link 1386	USA	1
Link 1387	USA	0.999999999999989
Link 1388	USA	1
Link 1389	USA	0.999999999999996
Link 139	USA	1
Link 1390	USA	1
Link 1391	USA	1
Link 1392	USA	1
Link 1393	USA	1
Link 1394	USA	1
Link 1395	USA	1
Link 1396	USA	1
Link 1397	USA	1
Link 1398	USA	1
Link 1399	USA	1
Link 14	USA	1
Link 140	USA	1
Link 1400	USA	1
Link 1401	USA	1
Link 1402	USA	1
Link 1403	USA	1
Link 1404	USA	1
Link 1405	USA	1
Link 1406	USA	1
Link 1407	USA	1
Link 1408	USA	1
Link 1409	USA	1
Link 141	USA	1
Link 1410	USA	1
Link 1411	USA	1
Link 1412	USA	0.999999999999999
Link 1413	USA	1
Link 1414	USA	1
Link 1415	USA	1
Link 1416	USA	1
Link 1417	USA	1
Link 1418	USA	1
Link 1419	USA	1.00000000000001
Link 142	USA	1
Link 1420	USA	1
Link 1421	USA	1
Link 1422	USA	1
Link 1423	USA	1
Link 1424	USA	1
Link 1425	USA	1
Link 1426	USA	1.00000000000002
Link 1427	USA	1
Link 1428	USA	1
Link 1429	USA	1
Link 143	USA	1
Link 1430	USA	1
Link 1431	USA	1
Link 1432	USA	1
Link 1433	USA	1
Link 1434	USA	1
Link 1435	USA	1
Link 1436	USA	1
Link 1437	USA	1
Link 1438	USA	1
Link 1439	USA	1
Link 144	USA	1
Link 1440	USA	1
Link 1441	USA	1
Link 1442	USA	1
Link 1443	USA	1
Link 1444	USA	1
Link 1445	USA	1
Link 1446	USA	1
Link 1447	USA	1
Link 1448	USA	1
Link 1449	USA	1
Link 145	USA	1
Link 1450	USA	1
Link 1451	USA	1
Link 1452	USA	1
Link 1453	USA	1
Link 1454	USA	1
Link 1455	USA	1
Link 1456	USA	1
Link 1457	USA	1
Link 1458	USA	1
Link 1459	USA	1
Link 146	USA	1
Link 1460	USA	1
Link 1461	USA	1
Link 1462	USA	1
Link 1463	USA	1
Link 1464	USA	1
