Network ID	Territory	Fraction
Link 1	South Atlantic	0.275184241662727
Link 1	West South Central	0.724815758337273
Link 10	South Atlantic	1.0
Link 100	West South Central	1.0
Link 1000	South Atlantic	1.0
Link 1001	South Atlantic	1.0
Link 1002	South Atlantic	1.0
Link 1003	South Atlantic	1.0
Link 1004	South Atlantic	1.0
Link 1005	South Atlantic	1.0
Link 1006	South Atlantic	1.0
Link 1007	South Atlantic	1.0
Link 1008	South Atlantic	1.0
Link 1009	Pacific	1.0
Link 101	West South Central	1.0
Link 1010	Pacific	1.0
Link 1011	Pacific	1.0
Link 1012	West South Central	0.447288598477325
Link 1012	Mountain	0.552711401522683
Link 1013	West South Central	1.0
Link 1014	West South Central	0.442760994763152
Link 1014	Mountain	0.557239005236817
Link 1015	Mountain	1.0
Link 1016	Mountain	1.0
Link 1017	Mountain	1.0
Link 1018	Pacific	1.0
Link 1019	Pacific	1.0
Link 102	West South Central	1.0
Link 1020	Pacific	1.0
Link 1021	West South Central	1.0
Link 1022	West South Central	1.0
Link 1023	West South Central	1.0
Link 1024	Pacific	1.0
Link 1025	Pacific	1.0
Link 1026	Pacific	1.0
Link 1027	South Atlantic	1.0
Link 1028	South Atlantic	1.0
Link 1029	South Atlantic	1.0
Link 103	West South Central	0.76391899154094
Link 103	South Atlantic	0.23608100845906
Link 1030	Pacific	1.0
Link 1031	Pacific	1.0
Link 1032	Pacific	1.0
Link 1033	South Atlantic	1.0
Link 1034	South Atlantic	1.0
Link 1035	South Atlantic	1.0
Link 1036	Pacific	1.0
Link 1037	Pacific	1.0
Link 1038	Pacific	1.0
Link 1039	South Atlantic	0.4761706116764
Link 1039	East South Central	0.523829388323601
Link 104	South Atlantic	0.275184241662727
Link 104	West South Central	0.724815758337274
Link 1040	South Atlantic	1.0
Link 1041	East South Central	0.29375083275003
Link 1041	South Atlantic	0.706249167249959
Link 1042	South Atlantic	1.0
Link 1043	South Atlantic	1.0
Link 1044	South Atlantic	1.0
Link 1045	West South Central	1.0
Link 1046	West South Central	1.0
Link 1047	West South Central	1.0
Link 1048	East South Central	1.0
Link 1049	East South Central	1.0
Link 105	West South Central	1.0
Link 1050	East South Central	1.0
Link 1051	West South Central	1.0
Link 1052	West South Central	1.0
Link 1053	West South Central	1.0
Link 1054	Pacific	1.0
Link 1055	Pacific	1.0
Link 1056	Pacific	1.0
Link 1057	West South Central	1.0
Link 1058	West South Central	1.0
Link 1059	West South Central	1.0
Link 106	West South Central	1.0
Link 1060	Mountain	1.0
Link 1061	Mountain	1.0
Link 1062	Mountain	1.0
Link 1063	East South Central	1.0
Link 1064	East South Central	1.0
Link 1065	East South Central	1.0
Link 1066	West South Central	1.0
Link 1067	West South Central	1.0
Link 1068	West South Central	1.0
Link 1069	Pacific	1.0
Link 107	West South Central	1.0
Link 1070	Pacific	1.0
Link 1071	Pacific	1.0
Link 1072	South Atlantic	1.0
Link 1073	South Atlantic	1.0
Link 1074	South Atlantic	1.0
Link 1075	West South Central	1.0
Link 1076	West South Central	1.0
Link 1077	West South Central	1.0
Link 1078	Pacific	1.0
Link 1079	Pacific	1.0
Link 108	West South Central	1.0
Link 1080	Pacific	1.0
Link 1081	South Atlantic	1.0
Link 1082	South Atlantic	1.0
Link 1083	South Atlantic	1.0
Link 1084	Mountain	1.0
Link 1085	Mountain	1.0
Link 1086	Mountain	1.0
