Network ID	Year	Period	Fueling-Station Demand [kg]	Ammonia [kg]	Biofuels [kg]	Methanol [kg]	FT Fuels [kg]	Metals [kg]	Natural Gas Blending [kg]	Seasonal Grid Storage [kg]	Other [kg]
TAZ_1408	2025	1 Year	0	0	0	0	0	0	0	0	4131513.66
TAZ_531	2026	1 Year	0	0	0	0	0	0	0	0	78108.082
TAZ_1408	2026	1 Year	0	0	0	0	0	0	0	0	14082978.04
TAZ_2312	2026	1 Year	0	0	0	0	0	0	0	0	268446.0645
TAZ_2947	2026	1 Year	0	0	0	0	0	0	0	0	954737.697
TAZ_4619	2026	1 Year	0	0	0	0	0	0	0	0	3887147.618
TAZ_6424	2026	1 Year	0	0	0	0	0	0	0	0	73244.88587
TAZ_531	2027	1 Year	0	0	0	0	0	0	0	0	156216.164
TAZ_1408	2027	1 Year	0	0	0	0	0	0	0	0	24034442.41
TAZ_2312	2027	1 Year	0	0	0	0	0	0	0	0	536892.129
TAZ_2947	2027	1 Year	0	0	0	0	0	0	0	0	1909475.394
TAZ_4619	2027	1 Year	0	0	0	0	0	0	0	0	7774295.235
TAZ_6424	2027	1 Year	0	0	0	0	0	0	0	0	146489.7717
TAZ_531	2028	1 Year	0	0	0	0	0	0	0	0	234324.246
TAZ_1408	2028	1 Year	0	0	0	0	0	0	0	0	33985906.79
TAZ_2312	2028	1 Year	0	0	0	0	0	0	0	0	805338.1934
TAZ_2947	2028	1 Year	0	0	0	0	0	0	0	0	2864213.091
TAZ_4619	2028	1 Year	0	0	0	0	0	0	0	0	11661442.85
TAZ_6424	2028	1 Year	0	0	0	0	0	0	0	0	219734.6576
TAZ_531	2029	1 Year	0	0	0	0	0	0	0	0	312432.328
TAZ_1408	2029	1 Year	0	0	0	0	0	0	0	0	43937371.16
TAZ_2312	2029	1 Year	0	0	0	0	0	0	0	0	1073784.258
TAZ_2947	2029	1 Year	0	0	0	0	0	0	0	0	3818950.788
TAZ_4619	2029	1 Year	0	0	0	0	0	0	0	0	15548590.47
TAZ_6424	2029	1 Year	0	0	0	0	0	0	0	0	292979.5435
TAZ_531	2030	1 Year	0	0	0	0	0	0	0	0	390540.41
TAZ_1408	2030	1 Year	0	0	0	0	0	0	0	0	53888835.54
TAZ_2312	2030	1 Year	0	0	0	0	0	0	0	0	1342230.322
TAZ_2947	2030	1 Year	0	0	0	0	0	0	0	0	4773688.485
TAZ_4619	2030	1 Year	0	0	0	0	0	0	0	0	19435738.09
TAZ_6424	2030	1 Year	0	0	0	0	0	0	0	0	366224.4294
TAZ_531	2031	1 Year	0	0	0	0	0	0	0	0	643846.6339
TAZ_1408	2031	1 Year	0	0	0	0	0	0	0	0	74436984.37
TAZ_2312	2031	1 Year	0	0	0	0	0	0	0	0	2159986.614
TAZ_2947	2031	1 Year	0	0	0	0	0	0	0	0	7522106.221
TAZ_4619	2031	1 Year	0	0	0	0	0	0	0	0	25899749.53
TAZ_6424	2031	1 Year	0	0	0	0	0	0	0	0	614304.3896
TAZ_531	2032	1 Year	0	0	0	0	0	0	0	0	897152.8578
TAZ_1408	2032	1 Year	0	0	0	0	0	0	0	0	94985133.2
TAZ_2312	2032	1 Year	0	0	0	0	0	0	0	0	2977742.905
TAZ_2947	2032	1 Year	0	0	0	0	0	0	0	0	10270523.96
TAZ_4619	2032	1 Year	0	0	0	0	0	0	0	0	32363760.97
TAZ_6424	2032	1 Year	0	0	0	0	0	0	0	0	862384.3499
TAZ_531	2033	1 Year	0	0	0	0	0	0	0	0	1150459.082
TAZ_1408	2033	1 Year	0	0	0	0	0	0	0	0	115533282
TAZ_2312	2033	1 Year	0	0	0	0	0	0	0	0	3795499.196
TAZ_2947	2033	1 Year	0	0	0	0	0	0	0	0	13018941.69
